symbol,period_label,period_end,period_type,revenue,expenses,operating_profit,opm_pct,other_income,interest,depreciation,pbt,tax_pct,pat,eps,dividend_payout_pct,source
EXPLEOSOL,Mar 2022,2022-03-31,annual,743.0,618.0,124.0,17.0,6.0,1.0,19.0,110.0,39.0,68.0,66.01,0.0,screener
EXPLEOSOL,Mar 2023,2023-03-31,annual,903.0,703.0,200.0,22.0,16.0,2.0,28.0,186.0,28.0,134.0,130.59,6.0,screener
EXPLEOSOL,Mar 2024,2024-03-31,annual,965.0,816.0,149.0,15.0,7.0,3.0,34.0,120.0,24.0,90.0,58.27,0.0,screener
EXPLEOSOL,Mar 2025,2025-03-31,annual,1025.0,859.0,166.0,16.0,16.0,3.0,39.0,139.0,26.0,103.0,66.52,75.0,screener
EXPLEOSOL,Mar 2026,2026-03-31,annual,1108.0,938.0,170.0,15.0,23.0,2.0,28.0,163.0,24.0,124.0,79.89,0.0,screener
FABTECH,Mar 2022,2022-03-31,annual,257.0,225.0,32.0,12.0,4.0,3.0,2.0,31.0,25.0,23.0,84.28,0.0,screener
FABTECH,Mar 2023,2023-03-31,annual,194.0,169.0,25.0,13.0,10.0,5.0,2.0,28.0,22.0,22.0,78.0,0.0,screener
FABTECH,Mar 2024,2024-03-31,annual,226.0,191.0,35.0,15.0,6.0,3.0,2.0,36.0,24.0,27.0,92.44,0.0,screener
FABTECH,Mar 2025,2025-03-31,annual,327.0,288.0,39.0,12.0,27.0,3.0,3.0,60.0,23.0,46.0,14.34,0.0,screener
FABTECH,Mar 2026,2026-03-31,annual,411.0,376.0,35.0,9.0,23.0,4.0,5.0,48.0,21.0,38.0,8.63,7.0,screener
FACT,Mar 2022,2022-03-31,annual,4425.0,3829.0,596.0,13.0,22.0,244.0,27.0,346.0,0.0,346.0,5.35,0.0,screener
FACT,Mar 2023,2023-03-31,annual,6198.0,5443.0,755.0,12.0,136.0,248.0,30.0,613.0,0.0,613.0,9.47,11.0,screener
FACT,Mar 2024,2024-03-31,annual,5051.0,4693.0,358.0,7.0,-42.0,247.0,27.0,42.0,-206.0,128.0,1.98,49.0,screener
FACT,Mar 2025,2025-03-31,annual,4051.0,3956.0,95.0,2.3,241.0,246.0,37.0,54.0,23.0,41.0,0.64,61.0,screener
FACT,TTM,,annual,5293.0,5188.0,105.0,2.0,219.0,246.0,36.0,42.0,,28.0,0.43,,screener
FAZE3Q,Mar 2023,2023-03-31,annual,558.0,457.0,102.0,18.0,6.0,15.0,14.0,78.0,25.0,58.0,23.97,2.0,screener
FAZE3Q,Mar 2024,2024-03-31,annual,565.0,467.0,97.0,17.0,7.0,22.0,21.0,62.0,25.0,47.0,19.16,0.0,screener
FAZE3Q,Mar 2025,2025-03-31,annual,690.0,600.0,90.0,13.0,12.0,24.0,25.0,53.0,23.0,41.0,16.72,0.0,screener
FAZE3Q,Mar 2026,2026-03-31,annual,923.0,841.0,83.0,9.0,10.0,19.0,31.0,42.0,20.0,34.0,13.8,0.0,screener
FAZE3Q,TTM,,annual,940.0,861.0,79.0,8.0,12.0,21.0,32.0,38.0,,30.0,12.51,,screener
FDC,Mar 2022,2022-03-31,annual,1525.0,1271.0,254.0,17.0,76.0,3.0,37.0,289.0,25.0,216.0,12.82,0.0,screener
FDC,Mar 2023,2023-03-31,annual,1784.0,1533.0,251.0,14.0,50.0,4.0,39.0,258.0,25.0,194.0,11.7,0.0,screener
FDC,Mar 2024,2024-03-31,annual,1943.0,1604.0,339.0,17.0,102.0,4.0,40.0,396.0,23.0,305.0,18.75,0.0,screener
FDC,Mar 2025,2025-03-31,annual,2108.0,1783.0,325.0,15.0,91.0,5.0,54.0,357.0,25.0,267.0,16.39,31.0,screener
FDC,Mar 2026,2026-03-31,annual,2171.0,1825.0,346.0,16.0,93.0,5.0,59.0,375.0,25.0,281.0,17.29,29.0,screener
FEDERALBNK,Mar 2022,2022-03-31,annual,14382.0,5758.0,,,2121.0,7959.0,139.0,2646.0,26.0,1996.0,9.37,19.0,screener
FEDERALBNK,Mar 2023,2023-03-31,annual,17812.0,5828.0,,,2436.0,9975.0,182.0,4263.0,26.0,3210.0,14.95,7.0,screener
FEDERALBNK,Mar 2024,2024-03-31,annual,23565.0,6792.0,,,3216.0,14495.0,234.0,5261.0,25.0,3964.0,15.93,8.0,screener
FEDERALBNK,Mar 2025,2025-03-31,annual,28106.0,8523.0,,,3924.0,17631.0,288.0,5588.0,25.0,4234.0,16.93,7.0,screener
FEDERALBNK,Mar 2026,2026-03-31,annual,29674.0,10332.0,,,4598.0,17772.0,306.0,5863.0,24.0,4491.0,17.63,7.0,screener
FEDERALBNK,TTM,,annual,30385.0,10796.0,,,4515.0,17770.0,0.0,6335.0,,4843.0,19.0,,screener
FERMENTA,Mar 2022,2022-03-31,annual,397.0,335.0,62.0,16.0,8.0,18.0,26.0,27.0,44.0,15.0,5.25,23.0,screener
FERMENTA,Mar 2023,2023-03-31,annual,349.0,330.0,18.0,5.0,-20.0,21.0,28.0,-51.0,4.0,-53.0,-17.36,-7.0,screener
FERMENTA,Mar 2024,2024-03-31,annual,335.0,307.0,28.0,8.0,4.0,17.0,25.0,-10.0,143.0,-24.0,-7.84,-16.0,screener
FERMENTA,Mar 2025,2025-03-31,annual,468.0,352.0,115.0,25.0,7.0,15.0,24.0,83.0,8.0,76.0,26.12,9.0,screener
FERMENTA,Mar 2026,2026-03-31,annual,525.0,426.0,100.0,19.0,29.0,12.0,22.0,96.0,27.0,70.0,24.39,15.0,screener
FIEMIND,Mar 2022,2022-03-31,annual,1572.0,1378.0,194.0,12.0,3.0,9.0,59.0,129.0,26.0,94.0,35.8,28.0,screener
FIEMIND,Mar 2023,2023-03-31,annual,1848.0,1599.0,249.0,13.0,11.0,7.0,63.0,189.0,26.0,140.0,53.17,28.0,screener
FIEMIND,Mar 2024,2024-03-31,annual,2029.0,1760.0,269.0,13.0,16.0,3.0,59.0,223.0,26.0,166.0,62.96,32.0,screener
FIEMIND,Mar 2025,2025-03-31,annual,2423.0,2100.0,322.0,13.0,20.0,2.0,64.0,276.0,26.0,205.0,77.86,39.0,screener
FIEMIND,Mar 2026,2026-03-31,annual,2816.0,2420.0,396.0,14.0,21.0,3.0,72.0,341.0,25.0,256.0,97.11,41.0,screener
FINCABLES,Mar 2022,2022-03-31,annual,3768.0,3339.0,429.0,11.0,398.0,2.0,39.0,787.0,24.0,599.0,39.18,15.0,screener
FINCABLES,Mar 2023,2023-03-31,annual,4481.0,3972.0,509.0,11.0,188.0,1.0,46.0,649.0,22.0,504.0,32.97,21.0,screener
FINCABLES,Mar 2024,2024-03-31,annual,5014.0,4426.0,588.0,12.0,321.0,2.0,44.0,864.0,25.0,652.0,42.61,19.0,screener
FINCABLES,Mar 2025,2025-03-31,annual,5319.0,4776.0,543.0,10.0,428.0,2.0,47.0,922.0,24.0,701.0,45.82,17.0,screener
FINCABLES,Mar 2026,2026-03-31,annual,6321.0,5702.0,620.0,10.0,370.0,2.0,59.0,929.0,23.0,714.0,46.67,19.0,screener
FINEORG,Mar 2023,2023-03-31,annual,3023.0,2194.0,829.0,27.0,64.0,5.0,48.0,841.0,26.0,618.0,201.6,4.0,screener
FINEORG,Mar 2024,2024-03-31,annual,2123.0,1591.0,532.0,25.0,71.0,2.0,57.0,544.0,24.0,412.0,134.34,7.0,screener
FINEORG,Mar 2025,2025-03-31,annual,2269.0,1757.0,512.0,23.0,98.0,2.0,52.0,555.0,26.0,410.0,133.89,8.0,screener
FINEORG,Mar 2026,2026-03-31,annual,2366.0,1886.0,480.0,20.0,124.0,4.0,56.0,543.0,23.0,417.0,136.03,8.0,screener
FINEORG,TTM,,annual,2472.0,1941.0,531.0,21.0,101.0,4.0,58.0,569.0,,438.0,142.89,,screener
FINPIPE,Mar 2022,2022-03-31,annual,4647.0,3624.0,1023.0,22.0,457.0,14.0,83.0,1383.0,24.0,1051.0,16.94,24.0,screener
FINPIPE,Mar 2023,2023-03-31,annual,4397.0,4105.0,293.0,7.0,145.0,27.0,89.0,321.0,22.0,251.0,4.04,37.0,screener
FINPIPE,Mar 2024,2024-03-31,annual,4317.0,3732.0,585.0,14.0,218.0,36.0,116.0,651.0,27.0,474.0,7.63,33.0,screener
FINPIPE,Mar 2025,2025-03-31,annual,4142.0,3666.0,476.0,12.0,703.0,30.0,107.0,1043.0,23.0,800.0,12.89,28.0,screener
FINPIPE,Mar 2026,2026-03-31,annual,4113.0,3435.0,679.0,16.0,254.0,21.0,107.0,805.0,26.0,599.0,9.65,28.0,screener
FIRSTCRY,Mar 2022,2022-03-31,annual,2401.0,2420.0,-18.0,-1.0,116.0,38.0,111.0,-51.0,54.0,-79.0,,0.0,screener
FIRSTCRY,Mar 2023,2023-03-31,annual,5633.0,5950.0,-317.0,-6.0,153.0,72.0,294.0,-530.0,-8.0,-486.0,,0.0,screener
FIRSTCRY,Mar 2024,2024-03-31,annual,6481.0,6410.0,70.0,1.1,94.0,115.0,371.0,-322.0,0.0,-322.0,,0.0,screener
FIRSTCRY,Mar 2025,2025-03-31,annual,7660.0,7430.0,230.0,3.0,101.0,158.0,405.0,-232.0,14.0,-265.0,-3.67,0.0,screener
FIRSTCRY,Mar 2026,2026-03-31,annual,8548.0,8286.0,262.0,3.1,134.0,156.0,407.0,-166.0,23.0,-204.0,-2.69,0.0,screener
FIRSTCRY,TTM,,annual,8792.0,8503.0,289.0,3.3,121.0,152.0,400.0,-143.0,,-181.0,-2.4,,screener
FIVESTAR,Mar 2022,2022-03-31,annual,nan,,nan,nan,,,,,,nan,,,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2023,2023-03-31,annual,1469.62,,854.04,58.11,,,,,,603.5,,,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2024,2024-03-31,annual,2078.1,,1102.79,53.07,,,,,,835.92,,,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2025,2025-03-31,annual,2798.44,,1451.98,51.89,,,,,,1072.49,,,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2026,2026-03-31,annual,3175.67,,1608.83,50.66,,,,,,1098.75,,,screener_yfinance_fallback_normalized
FLAIR,Mar 2022,2022-03-31,annual,577.0,480.0,98.0,17.0,10.0,9.0,24.0,74.0,24.0,56.0,24.08,0.0,screener
FLAIR,Mar 2023,2023-03-31,annual,942.0,758.0,184.0,20.0,12.0,9.0,27.0,159.0,26.0,118.0,12.66,0.0,screener
FLAIR,Mar 2024,2024-03-31,annual,979.0,787.0,192.0,20.0,15.0,11.0,37.0,159.0,25.0,118.0,11.29,0.0,screener
FLAIR,Mar 2025,2025-03-31,annual,1080.0,895.0,185.0,17.0,24.0,5.0,45.0,159.0,25.0,119.0,11.35,9.0,screener
FLAIR,Mar 2026,2026-03-31,annual,1250.0,1026.0,225.0,18.0,21.0,5.0,53.0,187.0,24.0,141.0,13.26,4.0,screener
FLUOROCHEM,Mar 2022,2022-03-31,annual,3954.0,2785.0,1168.0,30.0,161.0,78.0,205.0,1045.0,26.0,776.0,71.66,6.0,screener
FLUOROCHEM,Mar 2023,2023-03-31,annual,5685.0,3719.0,1965.0,35.0,172.0,117.0,236.0,1785.0,26.0,1323.0,120.97,3.0,screener
FLUOROCHEM,Mar 2024,2024-03-31,annual,4281.0,3366.0,915.0,21.0,100.0,133.0,286.0,595.0,27.0,435.0,39.59,8.0,screener
FLUOROCHEM,Mar 2025,2025-03-31,annual,4737.0,3638.0,1100.0,23.0,115.0,147.0,355.0,713.0,23.0,546.0,49.71,6.0,screener
FLUOROCHEM,Mar 2026,2026-03-31,annual,4996.0,3706.0,1290.0,26.0,22.0,138.0,367.0,807.0,31.0,556.0,51.07,6.0,screener
FLUOROCHEM,TTM,,annual,5303.0,3931.0,1372.0,26.0,11.0,134.0,379.0,870.0,,600.0,55.08,,screener
FMGOETZE,Mar 2022,2022-03-31,annual,1343.0,1177.0,166.0,12.0,7.0,5.0,87.0,81.0,27.0,59.0,9.71,0.0,screener
FMGOETZE,Mar 2023,2023-03-31,annual,1634.0,1423.0,211.0,13.0,18.0,5.0,84.0,141.0,24.0,107.0,18.13,0.0,screener
FMGOETZE,Mar 2024,2024-03-31,annual,1696.0,1453.0,243.0,14.0,28.0,6.0,85.0,181.0,26.0,133.0,22.81,0.0,screener
FMGOETZE,Mar 2025,2025-03-31,annual,1800.0,1507.0,294.0,16.0,36.0,7.0,87.0,235.0,28.0,170.0,29.13,0.0,screener
FMGOETZE,Mar 2026,2026-03-31,annual,1958.0,1656.0,303.0,15.0,33.0,7.0,88.0,241.0,26.0,178.0,30.68,0.0,screener
FOCE,Mar 2022,2022-03-31,annual,187.0,176.0,11.0,6.0,0.0,0.0,0.0,11.0,21.0,9.0,7.92,0.0,screener
FOCE,Mar 2023,2023-03-31,annual,58.0,46.0,11.0,19.0,0.0,0.0,0.0,10.0,19.0,8.0,7.26,0.0,screener
FOCE,Mar 2024,2024-03-31,annual,80.0,60.0,20.0,25.0,0.0,1.0,0.0,19.0,18.0,16.0,13.58,0.0,screener
FOCE,Mar 2025,2025-03-31,annual,104.0,86.0,18.0,18.0,0.0,1.0,0.0,18.0,20.0,14.0,12.31,0.0,screener
FOCE,Mar 2026,2026-03-31,annual,145.0,125.0,20.0,14.0,0.0,1.0,0.0,19.0,20.0,15.0,12.75,0.0,screener
FORCEMOT,Mar 2022,2022-03-31,annual,3240.0,3190.0,50.0,2.0,52.0,41.0,191.0,-130.0,-30.0,-91.0,-69.12,-14.0,screener
FORCEMOT,Mar 2023,2023-03-31,annual,5029.0,4716.0,313.0,6.0,268.0,68.0,241.0,272.0,51.0,134.0,101.42,10.0,screener
FORCEMOT,Mar 2024,2024-03-31,annual,6992.0,6096.0,897.0,13.0,37.0,62.0,267.0,605.0,36.0,388.0,294.54,7.0,screener
FORCEMOT,Mar 2025,2025-03-31,annual,8072.0,6973.0,1099.0,14.0,446.0,26.0,280.0,1238.0,35.0,801.0,607.71,7.0,screener
FORCEMOT,Mar 2026,2026-03-31,annual,9057.0,7574.0,1483.0,16.0,322.0,3.0,286.0,1516.0,20.0,1212.0,919.55,5.0,screener
FORTIS,Mar 2022,2022-03-31,annual,5718.0,4649.0,1069.0,19.0,367.0,147.0,301.0,988.0,20.0,790.0,7.35,0.0,screener
FORTIS,Mar 2023,2023-03-31,annual,6298.0,5196.0,1101.0,17.0,157.0,129.0,316.0,814.0,22.0,633.0,7.8,13.0,screener
FORTIS,Mar 2024,2024-03-31,annual,6893.0,5625.0,1268.0,18.0,64.0,131.0,342.0,858.0,25.0,645.0,7.93,13.0,screener
FORTIS,Mar 2025,2025-03-31,annual,7783.0,6195.0,1588.0,20.0,-11.0,184.0,386.0,1007.0,20.0,809.0,10.26,10.0,screener
FORTIS,Mar 2026,2026-03-31,annual,9128.0,7043.0,2085.0,23.0,45.0,314.0,449.0,1366.0,22.0,1064.0,13.8,7.0,screener
FORTIS,TTM,,annual,9506.0,7375.0,2131.0,22.0,42.0,325.0,470.0,1378.0,,1070.0,13.88,,screener
FOSECOIND,Dec 2024,2024-12-31,annual,525.0,434.0,91.0,17.0,18.0,0.0,10.0,98.0,26.0,73.0,114.35,22.0,screener
FOSECOIND,Dec 2025,2025-12-31,annual,643.0,519.0,125.0,19.0,-5.0,0.0,13.0,106.0,29.0,75.0,95.91,26.0,screener
FOSECOIND,TTM,,annual,773.0,609.0,164.0,21.0,2.0,0.0,25.0,141.0,,102.0,128.78,,screener
FRACTAL,Mar 2022,2022-03-31,annual,1295.0,1379.0,-84.0,-6.0,19.0,14.0,69.0,-148.0,1.0,-148.0,-45.8,0.0,screener
FRACTAL,Mar 2023,2023-03-31,annual,1985.0,2102.0,-116.0,-6.0,553.0,45.0,78.0,313.0,38.0,194.0,59.45,0.0,screener
FRACTAL,Mar 2024,2024-03-31,annual,2196.0,2139.0,57.0,2.6,40.0,44.0,83.0,-30.0,79.0,-55.0,-16.63,0.0,screener
FRACTAL,Mar 2025,2025-03-31,annual,2765.0,2445.0,320.0,12.0,78.0,58.0,102.0,238.0,7.0,221.0,65.85,0.0,screener
FRACTAL,Mar 2026,2026-03-31,annual,3300.0,2862.0,438.0,13.0,52.0,47.0,136.0,307.0,6.0,287.0,16.99,0.0,screener
FRACTAL,TTM,,annual,3452.0,2975.0,477.0,14.0,64.0,44.0,146.0,351.0,,321.0,21.1,,screener
FSL,Mar 2022,2022-03-31,annual,5921.0,4939.0,982.0,17.0,1.0,86.0,249.0,647.0,17.0,537.0,7.69,45.0,screener
FSL,Mar 2023,2023-03-31,annual,6022.0,5165.0,858.0,14.0,131.0,110.0,263.0,615.0,16.0,514.0,7.33,47.0,screener
FSL,Mar 2024,2024-03-31,annual,6336.0,5329.0,1008.0,16.0,37.0,155.0,260.0,630.0,18.0,515.0,7.31,47.0,screener
FSL,Mar 2025,2025-03-31,annual,7980.0,6737.0,1244.0,16.0,8.0,184.0,327.0,741.0,20.0,594.0,8.41,47.0,screener
FSL,Mar 2026,2026-03-31,annual,9556.0,7952.0,1605.0,17.0,-91.0,230.0,434.0,850.0,21.0,674.0,9.54,57.0,screener
FSL,TTM,,annual,10064.0,8403.0,1660.0,16.0,-163.0,190.0,451.0,856.0,,671.0,9.49,,screener
GABRIEL,Mar 2024,2024-03-31,annual,3403.0,3110.0,293.0,9.0,19.0,8.0,60.0,244.0,27.0,179.0,12.44,32.0,screener_yfinance_fallback_normalized
GABRIEL,Mar 2025,2025-03-31,annual,4063.0,3674.0,390.0,10.0,26.0,10.0,81.0,324.0,24.0,245.0,17.05,28.0,screener_yfinance_fallback_normalized
GABRIEL,Mar 2026,2026-03-31,annual,4667.0,4229.0,438.0,9.0,13.0,14.0,100.0,336.0,25.0,252.0,17.56,28.0,screener_yfinance_fallback_normalized
GABRIEL,TTM,,annual,5165.0,4688.0,477.0,9.0,100.0,20.0,113.0,444.0,,351.0,24.32,,screener_yfinance_fallback_normalized
GAEL,Mar 2022,2022-03-31,annual,4670.0,3983.0,687.0,15.0,54.0,6.0,97.0,638.0,26.0,475.0,10.36,3.0,screener
GAEL,Mar 2023,2023-03-31,annual,4909.0,4433.0,476.0,10.0,73.0,13.0,95.0,441.0,25.0,330.0,7.2,5.0,screener
GAEL,Mar 2024,2024-03-31,annual,4927.0,4484.0,443.0,9.0,144.0,18.0,121.0,448.0,23.0,346.0,7.54,0.0,screener
GAEL,Mar 2025,2025-03-31,annual,4613.0,4211.0,401.0,9.0,82.0,17.0,126.0,341.0,27.0,249.0,5.44,5.0,screener
GAEL,Mar 2026,2026-03-31,annual,5729.0,5262.0,466.0,8.0,103.0,28.0,138.0,404.0,25.0,304.0,6.63,5.0,screener
GAIL,Mar 2022,2022-03-31,annual,92770.0,77608.0,15161.0,16.0,2925.0,202.0,2420.0,15464.0,20.0,12304.0,18.4,36.0,screener
GAIL,Mar 2023,2023-03-31,annual,145668.0,138168.0,7500.0,5.0,2822.0,365.0,2702.0,7256.0,23.0,5596.0,8.54,59.0,screener
GAIL,Mar 2024,2024-03-31,annual,133228.0,118914.0,14314.0,11.0,2672.0,719.0,3672.0,12595.0,21.0,9903.0,15.06,37.0,screener
GAIL,Mar 2025,2025-03-31,annual,141903.0,126410.0,15493.0,11.0,5149.0,748.0,3799.0,16096.0,23.0,12463.0,18.93,40.0,screener
GAIL,Mar 2026,2026-03-31,annual,141598.0,130088.0,11510.0,8.0,3014.0,964.0,3835.0,9725.0,22.0,7582.0,11.53,48.0,screener
GALAPREC,Mar 2022,2022-03-31,annual,145.0,125.0,20.0,14.0,2.0,5.0,6.0,11.0,41.0,7.0,26.23,0.0,screener
GALAPREC,Mar 2023,2023-03-31,annual,165.0,138.0,28.0,17.0,11.0,6.0,6.0,27.0,12.0,24.0,95.77,0.0,screener
GALAPREC,Mar 2024,2024-03-31,annual,203.0,163.0,39.0,19.0,-1.0,7.0,7.0,25.0,13.0,22.0,22.08,0.0,screener
GALAPREC,Mar 2025,2025-03-31,annual,238.0,197.0,41.0,17.0,4.0,4.0,8.0,33.0,19.0,27.0,21.14,0.0,screener
GALAPREC,Mar 2026,2026-03-31,annual,314.0,262.0,52.0,17.0,4.0,3.0,10.0,43.0,18.0,35.0,27.72,0.0,screener
GALLANTT,Mar 2022,2022-03-31,annual,3017.0,2721.0,296.0,10.0,54.0,20.0,92.0,237.0,26.0,176.0,21.62,0.0,screener
GALLANTT,Mar 2023,2023-03-31,annual,4057.0,3693.0,364.0,9.0,3.0,27.0,100.0,240.0,41.0,141.0,5.84,0.0,screener
GALLANTT,Mar 2024,2024-03-31,annual,4227.0,3779.0,448.0,11.0,7.0,28.0,116.0,311.0,28.0,225.0,9.34,11.0,screener
GALLANTT,Mar 2025,2025-03-31,annual,4293.0,3598.0,694.0,16.0,16.0,22.0,120.0,568.0,29.0,401.0,16.61,8.0,screener
GALLANTT,Mar 2026,2026-03-31,annual,4419.0,3702.0,716.0,16.0,60.0,42.0,130.0,604.0,20.0,484.0,20.07,10.0,screener
GANDHAR,Mar 2022,2022-03-31,annual,3543.0,3296.0,247.0,7.0,26.0,33.0,15.0,225.0,27.0,164.0,18.42,0.0,screener
GANDHAR,Mar 2023,2023-03-31,annual,4079.0,3762.0,317.0,8.0,24.0,52.0,17.0,272.0,21.0,214.0,23.86,2.0,screener
GANDHAR,Mar 2024,2024-03-31,annual,4113.0,3833.0,280.0,7.0,10.0,59.0,20.0,210.0,21.0,165.0,14.36,3.0,screener
GANDHAR,Mar 2025,2025-03-31,annual,3897.0,3721.0,176.0,5.0,13.0,49.0,26.0,114.0,27.0,83.0,8.18,6.0,screener
GANDHAR,Mar 2026,2026-03-31,annual,4241.0,4007.0,234.0,6.0,14.0,38.0,30.0,181.0,24.0,137.0,13.83,5.0,screener
GANECOS,Mar 2022,2022-03-31,annual,1021.0,907.0,114.0,11.0,7.0,10.0,28.0,83.0,25.0,62.0,28.39,7.0,screener
GANECOS,Mar 2023,2023-03-31,annual,1180.0,1052.0,128.0,11.0,13.0,17.0,29.0,95.0,27.0,69.0,31.82,6.0,screener
GANECOS,Mar 2024,2024-03-31,annual,1123.0,985.0,138.0,12.0,15.0,45.0,49.0,59.0,31.0,41.0,16.01,19.0,screener
GANECOS,Mar 2025,2025-03-31,annual,1466.0,1255.0,211.0,14.0,18.0,38.0,55.0,135.0,24.0,103.0,40.51,11.0,screener
GANECOS,Mar 2026,2026-03-31,annual,1482.0,1340.0,142.0,10.0,17.0,40.0,65.0,54.0,29.0,38.0,14.26,25.0,screener
GANESHBE,Mar 2022,2022-03-31,annual,357.0,296.0,61.0,17.0,2.0,4.0,15.0,45.0,28.0,33.0,5.24,0.0,screener
GANESHBE,Mar 2023,2023-03-31,annual,421.0,333.0,88.0,21.0,8.0,4.0,17.0,74.0,26.0,55.0,8.45,0.0,screener
GANESHBE,Mar 2024,2024-03-31,annual,477.0,381.0,96.0,20.0,13.0,5.0,20.0,84.0,27.0,61.0,8.53,0.0,screener
GANESHBE,Mar 2025,2025-03-31,annual,374.0,266.0,108.0,29.0,-27.0,7.0,22.0,52.0,27.0,38.0,5.29,0.0,screener
GANESHBE,Mar 2026,2026-03-31,annual,411.0,318.0,94.0,23.0,34.0,6.0,24.0,98.0,25.0,73.0,10.19,0.0,screener
GANESHHOU,Mar 2022,2022-03-31,annual,383.0,248.0,134.0,35.0,1.0,36.0,2.0,97.0,27.0,71.0,8.47,0.0,screener
GANESHHOU,Mar 2023,2023-03-31,annual,616.0,364.0,252.0,41.0,4.0,13.0,3.0,240.0,57.0,102.0,12.25,20.0,screener
GANESHHOU,Mar 2024,2024-03-31,annual,891.0,267.0,624.0,70.0,6.0,4.0,7.0,620.0,26.0,461.0,55.25,20.0,screener
GANESHHOU,Mar 2025,2025-03-31,annual,959.0,180.0,779.0,81.0,34.0,4.0,7.0,802.0,25.0,598.0,71.72,7.0,screener
GANESHHOU,Mar 2026,2026-03-31,annual,511.0,89.0,423.0,83.0,27.0,4.0,7.0,439.0,28.0,316.0,37.93,4.0,screener
GANGESSECU,Mar 2022,2022-03-31,annual,34.41,26.0,8.41,24.44,1.61,0.2,0.74,9.08,11.89,7.99,7.99,0.0,screener
GANGESSECU,Mar 2023,2023-03-31,annual,41.93,29.74,12.19,29.07,1.38,0.17,0.73,12.67,23.05,9.75,9.75,0.0,screener
GANGESSECU,Mar 2024,2024-03-31,annual,35.68,28.73,6.95,19.48,-0.25,0.01,0.78,5.91,41.12,3.48,3.48,0.0,screener
GANGESSECU,Mar 2025,2025-03-31,annual,38.82,31.37,7.45,19.19,-0.73,0.01,1.04,5.67,10.76,5.06,5.06,0.0,screener
GANGESSECU,Mar 2026,2026-03-31,annual,36.66,31.65,5.01,13.67,0.42,0.01,0.79,4.63,42.12,2.69,2.69,0.0,screener
GARFIBRES,Mar 2022,2022-03-31,annual,1189.0,966.0,223.0,19.0,25.0,11.0,21.0,216.0,24.0,165.0,15.98,9.0,screener
GARFIBRES,Mar 2023,2023-03-31,annual,1306.0,1076.0,230.0,18.0,28.0,12.0,22.0,223.0,23.0,172.0,16.9,4.0,screener
GARFIBRES,Mar 2024,2024-03-31,annual,1326.0,1054.0,272.0,21.0,43.0,17.0,26.0,272.0,23.0,210.0,20.63,3.0,screener
GARFIBRES,Mar 2025,2025-03-31,annual,1540.0,1221.0,319.0,21.0,38.0,20.0,28.0,308.0,25.0,232.0,23.33,6.0,screener
GARFIBRES,Mar 2026,2026-03-31,annual,1529.0,1245.0,284.0,19.0,34.0,14.0,34.0,269.0,26.0,199.0,20.01,5.0,screener
GARUDA,Mar 2025,2025-03-31,annual,226.0,159.0,67.0,29.0,2.0,1.0,0.0,67.0,25.0,50.0,5.35,0.0,screener
GARUDA,Mar 2026,2026-03-31,annual,531.0,367.0,164.0,31.0,3.0,3.0,0.0,164.0,25.0,122.0,13.17,0.0,screener
GAYAHWS,Mar 2022,2022-03-31,annual,6.3,3.56,2.74,43.49,-278.81,21.35,0.03,-297.45,0.0,-297.45,-12.41,0.0,screener
GAYAHWS,Mar 2023,2023-03-31,annual,7.63,8.17,-0.54,-7.08,-96.54,20.84,0.04,-117.96,0.0,-117.96,-4.92,0.0,screener
GAYAHWS,Mar 2024,2024-03-31,annual,1.72,9.09,-7.37,-428.49,-398.86,15.09,0.08,-421.4,0.01,-441.12,-18.41,0.0,screener
GAYAHWS,Mar 2025,2025-03-31,annual,5.69,10.4,-4.71,-82.78,1145.6,15.11,0.07,1125.71,0.0,1128.96,47.11,0.0,screener
GAYAHWS,Mar 2026,2026-03-31,annual,14.55,16.07,-1.52,-10.45,37.51,15.09,0.05,20.85,1.53,-1.22,-0.05,0.0,screener
GCSL,Mar 2022,2022-03-31,annual,4.0,3.0,2.0,38.0,0.0,0.0,0.0,2.0,3.0,4.0,1.59,0.0,screener
GCSL,Mar 2023,2023-03-31,annual,14.0,5.0,9.0,62.0,16.0,0.0,0.0,24.0,9.0,22.0,9.83,2.0,screener
GCSL,Mar 2024,2024-03-31,annual,113.0,65.0,48.0,43.0,2.0,1.0,2.0,47.0,22.0,37.0,12.4,1.0,screener
GCSL,Mar 2025,2025-03-31,annual,262.0,257.0,5.0,1.8,4.0,1.0,3.0,5.0,64.0,2.0,0.58,55.0,screener
GCSL,Mar 2026,2026-03-31,annual,179.0,136.0,43.0,24.0,0.0,2.0,2.0,39.0,30.0,28.0,9.84,7.0,screener
GCSL,TTM,,annual,194.0,136.0,58.0,30.0,1.0,2.0,2.0,55.0,,40.0,11.7,,screener
GEMAROMA,Mar 2022,2022-03-31,annual,314.0,265.0,49.0,16.0,3.0,3.0,4.0,44.0,30.0,31.0,174.74,0.0,screener
GEMAROMA,Mar 2023,2023-03-31,annual,425.0,359.0,66.0,16.0,0.0,6.0,5.0,56.0,20.0,45.0,250.27,0.0,screener
