score_date,symbol,enhanced_fund_score,earnings_quality,sales_growth,financial_strength,institutional_backing,processed_date,source_file
2026-07-06,PHOENIXLTD,79.18,83.0,78.33,71.25,81.0,2026-07-06,tracker_enrich_derived
2026-08-15,PHOENIXLTD,73.5,80.0,85.0,60.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,PICCADIL,79.19,80.0,91.67,73.75,63.5,2026-06-24,tracker_enrich_derived
2026-08-15,PICCADIL,83.98,90.0,92.5,76.67,63.5,2026-08-15,compute_fund_scores_from_db
2026-06-23,PIDILITIND,75.13,76.0,60.0,89.75,78.5,2026-06-23,tracker_enrich_derived
2026-07-03,PIGL,74.77,74.0,91.67,66.25,60.0,2026-07-03,tracker_enrich_derived
2026-06-29,PIIND,55.22,42.0,51.67,66.75,81.0,2026-06-29,tracker_enrich_derived
2026-08-15,PIIND,55.98,46.25,40.0,76.67,81.0,2026-08-15,compute_fund_scores_from_db
2026-06-25,PINELABS,76.7,88.25,70.0,65.5,72.0,2026-06-25,tracker_enrich_derived
2026-07-17,PIONRINV,64.84,70.0,51.67,68.25,68.5,2026-07-17,tracker_enrich_derived
2026-06-29,PIRAMALFIN,77.23,92.5,83.33,40.0,76.0,2026-06-29,tracker_enrich_derived
2026-08-13,PITTIENG,69.72,69.6,68.33,67.75,75.0,2026-08-13,tracker_enrich_derived
2026-06-25,PIXTRANS,62.16,51.6,60.0,85.0,63.5,2026-06-25,tracker_enrich_derived
2026-06-23,PLASTIBLEN,57.27,55.0,55.0,60.0,63.5,2026-06-23,tracker_enrich_derived
2026-07-06,PLATIND,72.72,68.6,85.0,68.75,68.5,2026-07-06,tracker_enrich_derived
2026-06-25,PNB,58.86,57.5,55.0,51.67,78.5,2026-06-25,tracker_enrich_derived
2026-07-07,PNBHOUSING,70.48,87.5,55.0,51.67,76.0,2026-07-07,tracker_enrich_derived
2026-08-15,PNBHOUSING,74.42,86.67,70.0,70.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,PNCINFRA,63.27,67.6,48.33,60.75,80.0,2026-06-24,tracker_enrich_derived
2026-06-29,PNGJL,72.67,70.0,85.0,65.75,68.5,2026-06-29,tracker_enrich_derived
2026-08-15,PNGJL,84.78,85.0,95.0,80.0,73.5,2026-08-15,compute_fund_scores_from_db
2026-06-29,PNGSREVA,63.93,55.0,55.0,82.0,78.5,2026-06-29,tracker_enrich_derived
2026-06-24,POCL,78.0,80.0,90.0,71.75,61.0,2026-06-24,tracker_enrich_derived
2026-06-23,POKARNA,60.33,60.0,43.33,71.25,75.0,2026-06-23,tracker_enrich_derived
2026-06-29,POLICYBZR,83.32,85.0,91.67,63.0,92.0,2026-06-29,tracker_enrich_derived
2026-08-15,POLICYBZR,84.68,81.67,95.0,72.33,92.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,POLYCAB,60.69,58.26,67.5,61.3,55.0,,organized/data/fundamental_scores_database.csv
2026-07-07,POLYCAB,87.6,87.6,88.33,89.75,83.5,2026-07-07,tracker_enrich_derived
2026-08-15,POLYCAB,84.25,87.0,90.0,93.5,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,POLYMED,52.53,54.13,44.17,57.95,55.0,,organized/data/fundamental_scores_database.csv
2026-06-25,POLYMED,67.98,58.0,75.0,71.25,78.5,2026-06-25,tracker_enrich_derived
2026-08-15,POLYMED,71.24,62.5,80.0,72.33,78.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,POLYPLEX,66.8,70.0,76.0,57.73,55.0,,organized/data/fundamental_scores_database.csv
2026-06-20,POLYPLEX,52.32,41.0,56.67,63.0,61.0,2026-06-20,tracker_enrich_derived
2026-06-24,POONAWALLA,66.92,81.25,55.0,43.33,80.0,2026-06-24,tracker_enrich_derived
2026-08-15,POONAWALLA,75.92,76.67,95.0,47.5,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,POWERGRID,54.35,55.87,47.0,60.0,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,POWERGRID,63.6,64.0,50.0,63.75,85.0,2026-07-08,tracker_enrich_derived
2026-08-15,POWERGRID,58.5,63.75,55.0,55.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,POWERICA,68.23,59.0,65.0,83.0,78.5,2026-06-29,tracker_enrich_derived
2025-08-11,POWERINDIA,54.8,53.7,53.0,59.13,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,POWERINDIA,63.93,55.0,55.0,82.0,78.5,2026-07-08,tracker_enrich_derived
2026-06-16,POWERMECH,81.98,80.0,88.33,79.5,80.0,2026-06-16,tracker_enrich_derived
2026-07-09,PPAP,70.41,81.67,66.67,54.0,68.5,2026-07-09,tracker_enrich_derived
2026-06-24,PPL,56.15,55.0,55.0,60.0,56.0,2026-06-24,tracker_enrich_derived
2026-06-24,PPLPHARMA,60.35,53.25,65.0,57.0,76.0,2026-06-24,tracker_enrich_derived
2026-08-15,PPLPHARMA,48.27,35.0,52.5,52.5,71.0,2026-08-15,compute_fund_scores_from_db
2026-07-03,PRABHA,56.01,56.0,48.33,60.0,63.5,2026-07-03,tracker_enrich_derived
2026-06-24,PRAJIND,52.05,42.0,45.0,66.75,71.0,2026-06-24,tracker_enrich_derived
2026-08-15,PRAJIND,43.95,28.75,40.0,59.0,71.0,2026-08-15,compute_fund_scores_from_db
2026-06-18,PRAKASH,61.03,55.0,55.0,80.67,61.0,2026-06-18,tracker_enrich_derived
2026-07-17,PRAVEG,54.57,38.75,71.67,60.0,61.0,2026-07-17,tracker_enrich_derived
2026-06-24,PRECAM,56.03,55.6,41.67,69.25,63.5,2026-06-24,tracker_enrich_derived
2025-08-11,PRECWIRE,51.48,50.2,46.43,57.71,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,PRECWIRE,72.22,87.0,51.67,77.5,60.0,2026-07-08,tracker_enrich_derived
2026-08-15,PRECWIRE,69.25,85.0,40.0,85.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-16,PREMEXPLN,71.7,78.0,65.0,71.75,66.0,2026-06-16,tracker_enrich_derived
2026-08-15,PREMEXPLN,76.95,85.0,65.0,84.0,66.0,2026-08-15,compute_fund_scores_from_db
2026-07-08,PREMIERENE,86.28,91.25,90.0,77.5,78.5,2026-07-08,tracker_enrich_derived
2026-08-15,PREMIERENE,81.01,93.33,92.5,61.5,55.0,2026-08-15,compute_fund_scores_from_db
2026-07-08,PRESTIGE,78.79,84.0,81.67,61.25,83.5,2026-07-08,tracker_enrich_derived
2026-08-15,PRESTIGE,73.55,83.75,90.0,46.5,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,PRICOLLTD,49.98,51.3,38.12,58.41,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,PRICOLLTD,81.22,84.6,83.33,79.5,71.0,2026-07-08,tracker_enrich_derived
2026-08-15,PRICOLLTD,83.18,87.0,92.5,85.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-07-24,PRIMESECU,57.48,50.0,68.33,55.5,62.0,2026-07-24,tracker_enrich_derived
2026-06-24,PRINCEPIPE,56.52,55.0,55.0,45.0,78.5,2026-06-24,tracker_enrich_derived
2026-06-22,PRIVISCL,85.49,91.0,86.67,82.0,73.5,2026-06-22,tracker_enrich_derived
2026-06-29,PROSTARM,58.36,54.0,58.33,63.25,63.5,2026-06-29,tracker_enrich_derived
2026-06-24,PROTEAN,74.94,66.6,85.0,73.75,82.0,2026-06-24,tracker_enrich_derived
2026-07-09,PRSMJOHNSN,53.74,36.25,66.67,57.75,73.5,2026-07-09,tracker_enrich_derived
2026-07-28,PRUDENT,77.65,82.0,60.0,89.25,80.0,2026-07-28,tracker_enrich_derived
2026-06-22,PSPPROJECT,65.73,49.0,90.0,66.75,68.5,2026-06-22,tracker_enrich_derived
2026-06-29,PSUBANK,55.0,55.0,55.0,55.0,55.0,2026-06-29,tracker_enrich_derived
2025-08-11,PTC,53.31,54.78,47.0,57.0,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,PTC,56.57,41.0,61.67,74.25,66.0,2026-07-08,tracker_enrich_derived
2026-07-31,PUNJABCHEM,67.92,67.6,68.33,77.0,56.0,2026-07-31,tracker_enrich_derived
2026-07-10,PURVA,77.43,81.0,95.0,47.5,78.5,2026-07-10,tracker_enrich_derived
2026-06-29,PVRINOX,75.88,91.25,63.33,60.75,76.0,2026-06-29,tracker_enrich_derived
2026-07-20,PVSL,47.86,28.75,63.33,43.75,78.5,2026-07-20,tracker_enrich_derived
2026-06-29,PWL,68.54,63.75,71.67,63.0,83.5,2026-06-29,tracker_enrich_derived
2026-07-28,PYRAMID,58.02,55.0,55.0,60.0,68.5,2026-07-28,tracker_enrich_derived
2026-06-25,QGOLDHALF,55.0,55.0,55.0,55.0,55.0,2026-06-25,tracker_enrich_derived
2026-08-13,QPOWER,69.48,64.6,61.67,86.0,73.5,2026-08-13,tracker_enrich_derived
2026-08-15,QPOWER,88.68,88.25,95.0,93.0,73.5,2026-08-15,compute_fund_scores_from_db
2026-06-16,QUADFUTURE,54.27,55.0,55.0,45.0,63.5,2026-06-16,tracker_enrich_derived
2026-06-17,QUESS,68.0,71.0,45.0,85.5,75.0,2026-06-17,tracker_enrich_derived
2026-06-29,RACLGEAR,70.77,72.0,66.67,77.0,66.0,2026-06-29,tracker_enrich_derived
2026-06-29,RADICO,82.62,87.6,73.33,85.5,81.0,2026-06-29,tracker_enrich_derived
2026-06-29,RAILTEL,77.4,77.6,83.33,76.25,68.5,2026-06-29,tracker_enrich_derived
2026-07-06,RAIN,68.03,88.25,53.33,47.5,66.0,2026-07-06,tracker_enrich_derived
2026-08-15,RAIN,61.91,70.75,57.5,46.67,66.0,2026-08-15,compute_fund_scores_from_db
2026-06-20,RAINBOW,74.88,76.0,68.33,80.0,76.0,2026-06-20,tracker_enrich_derived
2026-08-15,RAINBOW,76.18,78.75,75.0,72.67,76.0,2026-08-15,compute_fund_scores_from_db
2026-07-06,RAJRATAN,63.52,55.0,70.0,65.0,73.5,2026-07-06,tracker_enrich_derived
2026-06-29,RALLIS,52.52,34.0,51.67,73.75,75.0,2026-06-29,tracker_enrich_derived
2026-07-24,RAMAPHO,59.27,55.0,55.0,70.0,63.5,2026-07-24,tracker_enrich_derived
2026-06-25,RAMCOCEM,71.89,75.6,70.0,63.75,76.0,2026-06-25,tracker_enrich_derived
2026-08-15,RAMCOCEM,71.9,88.25,60.0,51.0,76.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,RAMCOIND,71.42,75.6,73.33,65.5,65.0,2026-06-24,tracker_enrich_derived
2026-06-24,RAMCOSYS,80.92,91.25,71.67,80.0,70.0,2026-06-24,tracker_enrich_derived
2026-07-10,RAMKY,56.53,56.0,50.0,60.5,63.5,2026-07-10,tracker_enrich_derived
2026-06-17,RAMRAT,78.56,83.0,93.33,62.5,63.5,2026-06-17,tracker_enrich_derived
2025-08-11,RANEENGINE,50.88,51.96,40.83,58.18,55.0,,organized/data/fundamental_scores_database.csv
2026-06-16,RATEGAIN,77.3,70.0,95.0,70.75,76.0,2026-06-16,tracker_enrich_derived
2026-08-07,RATNAMANI,54.29,42.6,35.0,82.5,80.0,2026-08-07,tracker_enrich_derived
2026-06-17,RATNAVEER,67.6,73.0,70.0,55.0,66.0,2026-06-17,tracker_enrich_derived
2026-08-15,RATNAVEER,74.4,77.5,85.0,65.0,61.0,2026-08-15,compute_fund_scores_from_db
2026-06-16,RAYMOND,59.04,61.6,55.0,53.75,66.0,2026-06-16,tracker_enrich_derived
2026-06-29,RAYMONDLSL,59.47,57.0,56.67,60.0,70.0,2026-06-29,tracker_enrich_derived
2026-06-18,RAYMONDREL,84.25,90.0,95.0,70.0,70.0,2026-06-18,tracker_enrich_derived
2025-08-11,RBLBANK,50.62,49.05,47.0,55.0,55.0,,organized/data/fundamental_scores_database.csv
2026-07-06,RBLBANK,67.11,71.25,55.0,61.67,83.5,2026-07-06,tracker_enrich_derived
2026-08-15,RBLBANK,62.83,73.33,65.0,45.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-07-08,RBZJEWEL,61.68,55.0,55.0,82.0,63.5,2026-07-08,tracker_enrich_derived
2026-06-24,RCF,66.29,73.0,66.67,54.5,63.5,2026-06-24,tracker_enrich_derived
2026-06-24,RECLTD,57.88,52.5,55.0,55.67,80.0,2026-06-24,tracker_enrich_derived
2026-08-15,RECLTD,67.37,61.67,70.0,66.0,80.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,REDINGTON,59.4,34.0,75.0,66.25,92.0,2026-06-24,tracker_enrich_derived
2026-08-15,REDINGTON,62.83,36.25,80.0,72.67,92.0,2026-08-15,compute_fund_scores_from_db
2026-06-17,REDTAPE,71.86,73.6,65.0,75.75,73.5,2026-06-17,tracker_enrich_derived
2026-06-18,REFEX,75.49,86.6,70.0,71.75,60.0,2026-06-18,tracker_enrich_derived
2026-06-24,RELAXO,58.77,55.0,55.0,60.0,73.5,2026-06-24,tracker_enrich_derived
2026-07-09,RELIANCE,70.77,68.6,68.33,71.25,80.0,2026-07-09,tracker_enrich_derived
2026-06-24,RELIGARE,61.33,45.0,83.33,63.0,66.0,2026-06-24,tracker_enrich_derived
2026-08-15,RELIGARE,53.49,28.75,82.5,57.33,66.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,RELTD,76.23,78.0,80.0,73.75,68.5,2026-06-24,tracker_enrich_derived
2026-06-25,REPCOHOME,62.73,67.5,55.0,56.67,71.0,2026-06-25,tracker_enrich_derived
2026-08-04,REPRO,66.5,84.0,55.0,46.25,66.0,2026-08-04,tracker_enrich_derived
2026-06-25,RESPONIND,62.0,51.0,70.0,60.5,80.0,2026-06-25,tracker_enrich_derived
2026-06-24,RGL,61.69,65.0,61.67,53.75,63.5,2026-06-24,tracker_enrich_derived
2026-06-29,RHIM,51.35,32.5,55.0,66.75,75.0,2026-06-29,tracker_enrich_derived
2026-08-15,RHIM,55.22,35.0,70.0,62.33,75.0,2026-08-15,compute_fund_scores_from_db
2026-07-16,RHL,54.27,55.0,55.0,45.0,63.5,2026-07-16,tracker_enrich_derived
2025-08-11,RICOAUTO,49.07,50.22,39.29,54.55,55.0,,organized/data/fundamental_scores_database.csv
2026-07-07,RICOAUTO,63.4,65.0,65.0,60.75,60.0,2026-07-07,tracker_enrich_derived
2026-06-29,RIIL,48.2,48.0,30.0,65.5,56.0,2026-06-29,tracker_enrich_derived
2026-06-29,RISHABH,74.93,76.6,71.67,76.75,73.5,2026-06-29,tracker_enrich_derived
2026-07-06,RITCO,53.31,38.0,73.33,51.25,63.5,2026-07-06,tracker_enrich_derived
2026-06-29,RITES,70.88,68.0,65.0,82.0,73.5,2026-06-29,tracker_enrich_derived
2026-06-18,RKFORGE,59.67,47.6,68.33,60.75,76.0,2026-06-18,tracker_enrich_derived
2026-08-15,RKFORGE,52.15,35.75,65.0,51.0,76.0,2026-08-15,compute_fund_scores_from_db
2026-07-03,RKSWAMY,72.88,74.0,75.0,71.25,68.5,2026-07-03,tracker_enrich_derived
2026-06-20,RML,74.34,85.0,71.67,64.5,63.5,2026-06-20,tracker_enrich_derived
2026-06-20,ROLEXRINGS,61.75,55.0,55.0,70.0,80.0,2026-06-20,tracker_enrich_derived
2026-06-24,ROSSARI,72.84,71.0,81.67,61.25,78.5,2026-06-24,tracker_enrich_derived
2026-06-17,ROSSTECH,76.33,87.0,85.0,50.0,68.5,2026-06-17,tracker_enrich_derived
2026-06-25,ROUTE,58.75,46.6,53.33,82.5,68.5,2026-06-25,tracker_enrich_derived
2026-06-16,RPEL,82.68,88.0,85.0,83.5,63.5,2026-06-16,tracker_enrich_derived
2026-08-15,RPEL,86.46,91.25,90.0,89.67,63.5,2026-08-15,compute_fund_scores_from_db
2026-07-10,RPGLIFE,60.58,47.6,56.67,81.75,73.5,2026-07-10,tracker_enrich_derived
2026-07-08,RPSGVENT,62.66,53.25,78.33,57.5,68.5,2026-07-08,tracker_enrich_derived
2025-08-11,RPTECH,55.77,57.14,56.0,53.33,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,RPTECH,77.56,82.0,78.33,67.0,78.5,2026-06-29,tracker_enrich_derived
2026-08-15,RPTECH,74.25,81.25,80.0,67.5,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,RRKABEL,48.48,49.57,38.12,54.38,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,RRKABEL,83.76,87.0,88.33,75.5,78.5,2026-06-29,tracker_enrich_derived
2026-07-31,RSDFIN,53.33,36.25,55.0,61.67,85.0,2026-07-31,tracker_enrich_derived
2026-06-29,RSL,61.9,55.0,55.0,82.0,65.0,2026-06-29,tracker_enrich_derived
2026-06-16,RSWM,63.03,73.0,53.33,57.5,60.0,2026-06-16,tracker_enrich_derived
2026-06-29,RSYSTEMS,73.76,79.6,61.67,80.0,70.0,2026-06-29,tracker_enrich_derived
2026-06-16,RUBICON,83.0,83.75,85.0,85.0,75.0,2026-06-16,tracker_enrich_derived
2026-08-15,RUBICON,86.87,90.0,95.0,79.33,75.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,RUCHIRA,57.27,55.0,55.0,60.0,63.5,2026-06-29,tracker_enrich_derived
2026-06-24,RUPA,61.75,57.6,68.33,56.75,68.5,2026-06-24,tracker_enrich_derived
2026-06-29,RUSTOMJEE,64.78,50.0,95.0,46.25,78.5,2026-06-29,tracker_enrich_derived
2026-06-29,RVNL,50.81,28.0,68.33,57.5,73.5,2026-06-29,tracker_enrich_derived
2026-08-15,RVNL,49.27,28.75,55.0,65.0,73.5,2026-08-15,compute_fund_scores_from_db
2026-06-24,SAATVIKGL,77.56,73.0,93.33,70.0,73.5,2026-06-24,tracker_enrich_derived
2025-08-11,SAFARI,55.07,53.04,57.0,56.74,55.0,,organized/data/fundamental_scores_database.csv
2026-07-07,SAFARI,75.34,77.6,70.0,77.0,76.0,2026-07-07,tracker_enrich_derived
2026-06-29,SAGCEM,74.57,85.0,81.67,47.5,71.0,2026-06-29,tracker_enrich_derived
2026-08-13,SAHYADRI,54.27,55.0,55.0,45.0,63.5,2026-08-13,tracker_enrich_derived
2025-08-11,SAIL,50.86,50.22,44.17,57.39,55.0,,organized/data/fundamental_scores_database.csv
2026-07-09,SAIL,75.81,87.6,65.0,63.75,78.5,2026-07-09,tracker_enrich_derived
2026-08-15,SAIL,67.05,82.5,60.0,54.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,SAILIFE,80.82,84.0,81.67,77.0,76.0,2026-06-29,tracker_enrich_derived
2026-08-15,SAILIFE,81.95,91.25,90.0,73.5,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,SAIPARENT,74.19,67.6,95.0,60.75,75.0,2026-06-29,tracker_enrich_derived
2025-08-11,SAKAR,52.27,56.74,45.0,50.38,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,SAKAR,81.5,90.0,80.0,71.25,75.0,2026-06-29,tracker_enrich_derived
2026-08-15,SAKAR,79.88,91.25,92.5,60.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-25,SAKSOFT,76.8,84.6,63.33,88.0,63.5,2026-06-25,tracker_enrich_derived
2026-08-10,SALZERELEC,50.73,34.0,68.33,58.25,56.0,2026-08-10,tracker_enrich_derived
2026-06-24,SAMBHV,83.91,89.6,91.67,77.0,65.0,2026-06-24,tracker_enrich_derived
2026-06-24,SAMHI,83.22,93.75,71.67,70.0,92.0,2026-06-24,tracker_enrich_derived
2026-06-18,SAMMAANCAP,45.22,25.0,55.0,38.33,92.0,2026-06-18,tracker_enrich_derived
2026-07-21,SANATHAN,58.67,45.0,70.0,60.75,73.5,2026-07-21,tracker_enrich_derived
2026-08-07,SANDESH,72.38,70.0,95.0,55.5,63.5,2026-08-07,tracker_enrich_derived
2025-08-11,SANDHAR,47.8,48.48,35.0,57.05,55.0,,organized/data/fundamental_scores_database.csv
2026-07-03,SANDHAR,80.31,87.0,83.33,64.5,78.5,2026-07-03,tracker_enrich_derived
2026-08-15,SANDHAR,77.72,85.0,87.5,68.0,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-24,SANDUMA,86.16,92.0,93.33,82.5,63.5,2026-06-24,tracker_enrich_derived
2026-06-24,SANGAMIND,70.08,75.6,71.67,62.0,63.5,2026-06-24,tracker_enrich_derived
2026-06-16,SANGHVIMOV,82.95,90.0,95.0,74.0,56.0,2026-06-16,tracker_enrich_derived
2026-07-29,SANOFI,61.88,46.0,50.0,92.25,83.5,2026-07-29,tracker_enrich_derived
2026-07-29,SANOFICONR,58.52,55.0,55.0,55.0,78.5,2026-07-29,tracker_enrich_derived
2025-08-11,SANSERA,48.59,49.57,39.29,53.48,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,SANSERA,81.07,89.6,78.33,71.25,76.0,2026-06-29,tracker_enrich_derived
2026-06-16,SANSTAR,66.66,72.0,53.33,75.0,63.5,2026-06-16,tracker_enrich_derived
2026-06-24,SAPPHIRE,51.45,35.75,60.0,53.75,76.0,2026-06-24,tracker_enrich_derived
2026-08-15,SAPPHIRE,53.93,39.33,70.0,46.5,76.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,SARDAEN,58.23,58.91,61.0,55.8,55.0,,organized/data/fundamental_scores_database.csv
2026-07-09,SARDAEN,73.56,77.0,68.33,77.0,68.5,2026-07-09,tracker_enrich_derived
2026-06-16,SAREGAMA,68.86,70.0,58.33,72.5,78.5,2026-06-16,tracker_enrich_derived
2026-08-15,SAREGAMA,65.78,63.75,50.0,80.0,78.5,2026-08-15,compute_fund_scores_from_db
2026-07-06,SARLAPOLY,50.25,28.75,60.0,73.75,60.0,2026-07-06,tracker_enrich_derived
2026-06-18,SASKEN,72.25,65.0,95.0,59.25,71.0,2026-06-18,tracker_enrich_derived
2025-08-11,SATIN,53.26,51.9,53.0,55.0,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,SATIN,72.23,95.0,55.0,56.67,61.0,2026-06-29,tracker_enrich_derived
2026-06-16,SBCL,77.72,82.0,76.67,79.25,66.0,2026-06-16,tracker_enrich_derived
2026-08-15,SBCL,76.7,81.25,70.0,84.0,66.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,SBICARD,62.27,55.0,55.0,70.0,83.5,2026-06-29,tracker_enrich_derived
2026-06-29,SBIETFPB,55.0,55.0,55.0,55.0,55.0,2026-06-29,tracker_enrich_derived
2026-07-09,SBILIFE,62.5,55.0,55.0,70.0,85.0,2026-07-09,tracker_enrich_derived
2026-06-29,SBILIQETF,55.0,55.0,55.0,55.0,55.0,2026-06-29,tracker_enrich_derived
2026-06-24,SBIN,59.58,58.75,55.0,51.67,80.0,2026-06-24,tracker_enrich_derived
2026-06-24,SBISILVER,55.0,55.0,55.0,55.0,55.0,2026-06-24,tracker_enrich_derived
2026-06-20,SCHAEFFLER,68.58,62.6,56.67,88.0,78.5,2026-06-20,tracker_enrich_derived
2026-08-15,SCHAEFFLER,80.54,78.25,80.0,87.33,78.5,2026-08-15,compute_fund_scores_from_db
2026-07-09,SCHNEIDER,64.43,55.0,55.0,92.0,68.5,2026-07-09,tracker_enrich_derived
2025-08-11,SCI,56.67,54.13,61.0,57.61,55.0,,organized/data/fundamental_scores_database.csv
2026-07-09,SCI,69.23,84.0,45.0,66.75,73.5,2026-07-09,tracker_enrich_derived
2026-08-15,SCI,71.33,91.25,47.5,73.5,55.0,2026-08-15,compute_fund_scores_from_db
2026-06-25,SCODATUBES,61.52,55.0,55.0,70.0,78.5,2026-06-25,tracker_enrich_derived
2026-07-03,SCPL,59.27,55.0,55.0,70.0,63.5,2026-07-03,tracker_enrich_derived
2026-08-13,SEAMECLTD,81.93,86.0,80.0,82.5,73.5,2026-08-13,tracker_enrich_derived
2026-08-15,SEAMECLTD,88.45,93.75,92.5,84.0,73.5,2026-08-15,compute_fund_scores_from_db
2026-06-29,SEDEMAC,65.55,55.0,55.0,92.0,76.0,2026-06-29,tracker_enrich_derived
2026-07-03,SEIL,63.67,55.0,76.67,59.25,71.0,2026-07-03,tracker_enrich_derived
2026-06-18,SENCO,72.52,75.6,70.0,65.0,78.5,2026-06-18,tracker_enrich_derived
2026-08-15,SENCO,85.2,88.25,92.5,75.0,78.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,SENORES,51.12,50.65,47.5,53.7,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,SENORES,78.12,86.0,81.67,67.0,66.0,2026-06-29,tracker_enrich_derived
2026-06-18,SERVOTECH,57.83,54.0,63.33,57.0,60.0,2026-06-18,tracker_enrich_derived
2026-06-29,SESHAPAPER,55.13,42.0,58.33,69.25,66.0,2026-06-29,tracker_enrich_derived
2026-06-25,SETFGOLD,55.0,55.0,55.0,55.0,55.0,2026-06-25,tracker_enrich_derived
2026-06-25,SETFNIF50,55.0,55.0,55.0,55.0,55.0,2026-06-25,tracker_enrich_derived
2026-06-29,SETFNIFBK,55.0,55.0,55.0,55.0,55.0,2026-06-29,tracker_enrich_derived
2026-06-29,SETL,75.88,79.6,86.67,64.25,63.5,2026-06-29,tracker_enrich_derived
2026-06-18,SFL,70.53,76.0,60.0,66.75,78.5,2026-06-18,tracker_enrich_derived
2025-08-11,SGFIN,53.34,51.84,55.0,53.0,55.0,,organized/data/fundamental_scores_database.csv
2026-07-03,SGFIN,57.5,55.0,55.0,60.0,65.0,2026-07-03,tracker_enrich_derived
2026-06-18,SGMART,68.88,67.0,78.33,70.5,56.0,2026-06-18,tracker_enrich_derived
2026-06-29,SHADOWFAX,79.25,85.0,85.0,70.5,66.0,2026-06-29,tracker_enrich_derived
2026-08-15,SHADOWFAX,77.12,76.67,95.0,64.0,66.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,SHAILY,52.91,52.39,50.83,55.0,55.0,,organized/data/fundamental_scores_database.csv
2026-07-06,SHAILY,81.32,86.0,71.67,88.0,76.0,2026-07-06,tracker_enrich_derived
2026-06-25,SHAKTIPUMP,70.4,57.0,85.0,79.25,70.0,2026-06-25,tracker_enrich_derived
2026-08-15,SHAKTIPUMP,67.85,53.25,80.0,84.0,65.0,2026-08-15,compute_fund_scores_from_db
2026-07-08,SHALBY,65.73,73.0,65.0,50.0,68.5,2026-07-08,tracker_enrich_derived
2026-07-17,SHANKARA,42.2,42.0,25.0,46.25,66.0,2026-07-17,tracker_enrich_derived
2026-07-29,SHANTIGEAR,62.43,55.0,55.0,82.0,68.5,2026-07-29,tracker_enrich_derived
2026-06-17,SHANTIGOLD,64.43,55.0,55.0,92.0,68.5,2026-06-17,tracker_enrich_derived
2026-08-15,SHANTIGOLD,57.02,55.0,55.0,55.0,68.5,2026-08-15,compute_fund_scores_from_db
2026-07-10,SHARDACROP,84.96,91.0,83.33,83.5,73.5,2026-07-10,tracker_enrich_derived
2025-08-11,SHARDAMOTR,49.87,52.62,36.88,56.75,55.0,,organized/data/fundamental_scores_database.csv
2026-08-06,SHARDAMOTR,76.07,69.6,75.0,92.25,73.5,2026-08-06,tracker_enrich_derived
2026-06-29,SHAREINDIA,56.73,45.0,68.33,66.25,56.0,2026-06-29,tracker_enrich_derived
2026-06-18,SHEMAROO,37.77,28.75,35.0,40.0,63.5,2026-06-18,tracker_enrich_derived
2026-08-13,SHILCTECH,57.02,55.0,55.0,55.0,68.5,2026-08-13,tracker_enrich_derived
2026-06-29,SHILPAMED,81.17,91.25,76.67,74.25,71.0,2026-06-29,tracker_enrich_derived
2026-07-03,SHINDL,64.38,70.0,68.33,54.5,56.0,2026-07-03,tracker_enrich_derived
2026-07-07,SHIVAUM,55.03,42.0,53.33,60.75,85.0,2026-07-07,tracker_enrich_derived
2026-06-29,SHK,58.6,43.0,75.0,60.75,70.0,2026-06-29,tracker_enrich_derived
