symbol,period_label,period_end,period_type,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,net_debt,source
BALKRISIND,Mar 2024,2024-03-31,annual,39.0,8815.0,3099.0,1731.0,13685.0,6317.0,944.0,2686.0,3737.0,13685.0,413.0,screener
BALKRISIND,Mar 2025,2025-03-31,annual,39.0,10349.0,3267.0,1980.0,15635.0,6941.0,986.0,3264.0,4443.0,15635.0,3.0,screener
BALKRISIND,Mar 2026,2026-03-31,annual,39.0,10917.0,4111.0,2700.0,17766.0,7409.0,2472.0,3124.0,4761.0,17766.0,987.0,screener
BALLARPUR,Mar 2022,2022-03-31,annual,259.0,-3915.0,3943.0,7642.0,7929.0,1237.0,0.0,3935.0,2758.0,7929.0,8.0,screener
BALLARPUR,Mar 2023,2023-03-31,annual,259.0,575.0,1854.0,4470.0,7157.0,610.0,0.0,4498.0,2050.0,7157.0,-2644.0,screener
BALLARPUR,Mar 2024,2024-03-31,annual,55.0,295.0,1960.0,4781.0,7091.0,598.0,0.0,4580.0,1913.0,7091.0,-2620.0,screener
BALLARPUR,Mar 2025,2025-03-31,annual,55.0,-174.0,2054.0,5292.0,7227.0,589.0,83.0,4642.0,1913.0,7227.0,-2588.0,screener
BALLARPUR,Mar 2026,2026-03-31,annual,55.0,-766.0,2262.0,6171.0,7722.0,747.0,0.0,5021.0,1955.0,7722.0,-2759.0,screener
BALMLAWRIE,Mar 2022,2022-03-31,annual,171.0,1416.0,122.0,736.0,2445.0,767.0,11.0,436.0,1231.0,2445.0,-314.0,screener
BALMLAWRIE,Mar 2023,2023-03-31,annual,171.0,1510.0,121.0,860.0,2662.0,760.0,28.0,518.0,1356.0,2662.0,-397.0,screener
BALMLAWRIE,Mar 2024,2024-03-31,annual,171.0,1650.0,113.0,939.0,2873.0,751.0,52.0,565.0,1505.0,2873.0,-452.0,screener
BALMLAWRIE,Mar 2025,2025-03-31,annual,171.0,1798.0,106.0,966.0,3040.0,737.0,67.0,632.0,1604.0,3040.0,-526.0,screener
BALMLAWRIE,Mar 2026,2026-03-31,annual,171.0,1898.0,220.0,1061.0,3349.0,883.0,34.0,730.0,1702.0,3349.0,-510.0,screener
BALRAMCHIN,Mar 2022,2022-03-31,annual,20.0,2749.0,1211.0,512.0,4492.0,1634.0,204.0,173.0,2482.0,4492.0,1038.0,screener_yfinance_fallback_normalized
BALRAMCHIN,Mar 2023,2023-03-31,annual,20.0,2875.0,1880.0,653.0,5429.0,2599.0,24.0,263.0,2543.0,5429.0,1617.0,screener_yfinance_fallback_normalized
BALRAMCHIN,Mar 2024,2024-03-31,annual,20.0,3381.0,2009.0,678.0,6088.0,2639.0,46.0,339.0,3064.0,6088.0,1670.0,screener_yfinance_fallback_normalized
BALRAMCHIN,Mar 2025,2025-03-31,annual,20.0,3775.0,2627.0,707.0,7129.0,2645.0,106.0,431.0,3947.0,7129.0,2196.0,screener_yfinance_fallback_normalized
BALRAMCHIN,Mar 2026,2026-03-31,annual,20.0,4118.0,3170.0,1098.0,8406.0,2604.0,1747.0,468.0,3587.0,8406.0,2702.0,screener_yfinance_fallback_normalized
BALUFORGE,Mar 2022,2022-03-31,annual,82.0,76.0,47.0,78.0,284.0,42.0,7.0,0.0,235.0,284.0,47.0,screener
BALUFORGE,Mar 2023,2023-03-31,annual,83.0,114.0,52.0,121.0,371.0,48.0,7.0,0.0,316.0,371.0,52.0,screener
BALUFORGE,Mar 2024,2024-03-31,annual,103.0,450.0,49.0,111.0,712.0,57.0,130.0,0.0,525.0,712.0,49.0,screener
BALUFORGE,Mar 2025,2025-03-31,annual,111.0,942.0,40.0,159.0,1252.0,183.0,417.0,0.0,652.0,1252.0,40.0,screener
BALUFORGE,Mar 2026,2026-03-31,annual,121.0,1473.0,152.0,104.0,1851.0,547.0,277.0,0.0,1027.0,1851.0,152.0,screener
BANCOINDIA,Mar 2022,2022-03-31,annual,14.0,967.0,115.0,405.0,1502.0,297.0,15.0,1.0,1190.0,1502.0,114.0,screener
BANCOINDIA,Mar 2023,2023-03-31,annual,14.0,987.0,418.0,435.0,1855.0,359.0,18.0,0.0,1477.0,1855.0,418.0,screener
BANCOINDIA,Mar 2024,2024-03-31,annual,14.0,1037.0,423.0,508.0,1982.0,454.0,10.0,0.0,1518.0,1982.0,423.0,screener
BANCOINDIA,Mar 2025,2025-03-31,annual,29.0,1274.0,573.0,868.0,2744.0,516.0,5.0,38.0,2185.0,2744.0,535.0,screener
BANCOINDIA,Mar 2026,2026-03-31,annual,29.0,1656.0,614.0,760.0,3058.0,472.0,11.0,79.0,2496.0,3058.0,535.0,screener
BANKBARODA,Mar 2022,2022-03-31,annual,1036.0,90833.0,,62922.0,1340121.0,11098.0,1.0,347587.0,981435.0,1340121.0,,screener
BANKBARODA,Mar 2023,2023-03-31,annual,1036.0,104019.0,,78224.0,1525871.0,9865.0,3.0,397487.0,1118516.0,1525871.0,,screener
BANKBARODA,Mar 2024,2024-03-31,annual,1036.0,118677.0,,73123.0,1654775.0,9054.0,6.0,407136.0,1238580.0,1654775.0,,screener
BANKBARODA,Mar 2025,2025-03-31,annual,1036.0,145467.0,,82762.0,1861766.0,13544.0,1.0,427380.0,1420842.0,1861766.0,,screener
BANKBARODA,Mar 2026,2026-03-31,annual,1036.0,164833.0,,89425.0,2101485.0,13107.0,1.0,435778.0,1652599.0,2101485.0,,screener
BANKINDIA,Mar 2022,2022-03-31,annual,4104.0,52418.0,,29807.0,743131.0,9570.0,286.0,180274.0,553001.0,743131.0,,screener
BANKINDIA,Mar 2023,2023-03-31,annual,4104.0,56329.0,,28393.0,826036.0,9950.0,110.0,211324.0,604652.0,826036.0,,screener
BANKINDIA,Mar 2024,2024-03-31,annual,4553.0,66028.0,,32127.0,924280.0,10178.0,150.0,234592.0,679361.0,924280.0,,screener
BANKINDIA,Mar 2025,2025-03-31,annual,4553.0,76172.0,,32024.0,1056425.0,11865.0,182.0,268002.0,776376.0,1056425.0,,screener
BANKINDIA,Mar 2026,2026-03-31,annual,4553.0,85405.0,,39980.0,1179538.0,11670.0,207.0,279084.0,888577.0,1179538.0,,screener
BANSALWIRE,Mar 2022,2022-03-31,annual,9.0,214.0,413.0,59.0,695.0,116.0,0.0,23.0,557.0,695.0,390.0,screener
BANSALWIRE,Mar 2023,2023-03-31,annual,9.0,273.0,422.0,44.0,749.0,116.0,38.0,23.0,573.0,749.0,399.0,screener
BANSALWIRE,Mar 2024,2024-03-31,annual,64.0,359.0,681.0,160.0,1264.0,229.0,212.0,1.0,821.0,1264.0,680.0,screener
BANSALWIRE,Mar 2025,2025-03-31,annual,78.0,1191.0,608.0,291.0,2168.0,693.0,178.0,1.0,1296.0,2168.0,607.0,screener
BANSALWIRE,Mar 2026,2026-03-31,annual,78.0,1352.0,555.0,532.0,2517.0,831.0,214.0,1.0,1471.0,2517.0,554.0,screener
BANSWRAS,Mar 2022,2022-03-31,annual,17.0,382.0,262.0,222.0,882.0,314.0,29.0,3.0,536.0,882.0,259.0,screener
BANSWRAS,Mar 2023,2023-03-31,annual,17.0,492.0,373.0,186.0,1069.0,370.0,22.0,6.0,671.0,1069.0,367.0,screener
BANSWRAS,Mar 2024,2024-03-31,annual,17.0,518.0,355.0,180.0,1070.0,424.0,20.0,8.0,618.0,1070.0,347.0,screener
BANSWRAS,Mar 2025,2025-03-31,annual,17.0,542.0,454.0,183.0,1197.0,521.0,20.0,10.0,646.0,1197.0,444.0,screener
BANSWRAS,Mar 2026,2026-03-31,annual,17.0,568.0,475.0,212.0,1272.0,555.0,30.0,14.0,673.0,1272.0,461.0,screener
BASF,Mar 2010,2010-03-31,annual,41.0,802.0,0.0,465.0,1308.0,254.0,10.0,0.0,1043.0,1308.0,0.0,screener
BASF,Mar 2024,2024-03-31,annual,43.0,3180.0,156.0,3853.0,7233.0,759.0,61.0,0.0,6413.0,7233.0,156.0,screener
BASF,Mar 2025,2025-03-31,annual,43.0,3591.0,190.0,4638.0,8462.0,777.0,97.0,2.0,7587.0,8462.0,188.0,screener
BASF,Mar 2026,2026-03-31,annual,43.0,3914.0,133.0,4346.0,8436.0,725.0,160.0,8.0,7542.0,8436.0,125.0,screener
BASML,Mar 2022,2022-03-31,annual,32.0,420.0,520.0,263.0,1235.0,599.0,30.0,2.0,604.0,1235.0,518.0,screener
BASML,Mar 2023,2023-03-31,annual,32.0,388.0,621.0,243.0,1284.0,638.0,6.0,7.0,633.0,1284.0,614.0,screener
BASML,Mar 2024,2024-03-31,annual,32.0,367.0,507.0,322.0,1228.0,482.0,10.0,4.0,732.0,1228.0,503.0,screener
BASML,Mar 2025,2025-03-31,annual,32.0,383.0,467.0,123.0,1005.0,478.0,15.0,4.0,509.0,1005.0,463.0,screener
BASML,Mar 2026,2026-03-31,annual,40.0,434.0,397.0,114.0,984.0,522.0,11.0,6.0,445.0,984.0,391.0,screener
BATAINDIA,Mar 2022,2022-03-31,annual,64.0,1750.0,1094.0,616.0,3525.0,1226.0,5.0,0.0,2294.0,3525.0,1094.0,screener
BATAINDIA,Mar 2023,2023-03-31,annual,64.0,1374.0,1246.0,587.0,3272.0,1392.0,4.0,0.0,1876.0,3272.0,1246.0,screener
BATAINDIA,Mar 2024,2024-03-31,annual,64.0,1463.0,1357.0,466.0,3350.0,1509.0,4.0,0.0,1837.0,3350.0,1357.0,screener
BATAINDIA,Mar 2025,2025-03-31,annual,64.0,1511.0,1446.0,801.0,3823.0,1800.0,14.0,1.0,2008.0,3823.0,1445.0,screener
BATAINDIA,Mar 2026,2026-03-31,annual,64.0,1531.0,1387.0,796.0,3778.0,1651.0,4.0,36.0,2087.0,3778.0,1351.0,screener
BATLIBOI,Mar 2022,2022-03-31,annual,14.0,111.0,75.0,87.0,287.0,194.0,2.0,0.0,91.0,287.0,75.0,screener
BATLIBOI,Mar 2023,2023-03-31,annual,14.0,122.0,75.0,77.0,289.0,193.0,0.0,0.0,96.0,289.0,75.0,screener
BATLIBOI,Mar 2024,2024-03-31,annual,21.0,134.0,93.0,145.0,393.0,196.0,1.0,0.0,196.0,393.0,93.0,screener
BATLIBOI,Mar 2025,2025-03-31,annual,24.0,173.0,82.0,106.0,384.0,200.0,4.0,29.0,152.0,384.0,53.0,screener
BATLIBOI,Mar 2026,2026-03-31,annual,24.0,167.0,80.0,115.0,385.0,212.0,1.0,14.0,158.0,385.0,66.0,screener
BAYERCROP,Dec 2005,2005-12-31,annual,40.0,250.0,120.0,436.0,846.0,161.0,8.0,4.0,674.0,846.0,116.0,screener
BAYERCROP,Dec 2006,2006-12-31,annual,40.0,294.0,112.0,468.0,914.0,153.0,4.0,4.0,754.0,914.0,108.0,screener
BBOX,Mar 2022,2022-03-31,annual,33.0,228.0,481.0,1911.0,2652.0,732.0,0.0,0.0,1920.0,2652.0,481.0,screener
BBOX,Mar 2023,2023-03-31,annual,34.0,262.0,628.0,2078.0,3002.0,794.0,2.0,30.0,2175.0,3002.0,598.0,screener
BBOX,Mar 2024,2024-03-31,annual,34.0,447.0,712.0,1607.0,2800.0,808.0,0.0,32.0,1960.0,2800.0,680.0,screener
BBOX,Mar 2025,2025-03-31,annual,34.0,725.0,942.0,1371.0,3072.0,769.0,0.0,33.0,2271.0,3072.0,909.0,screener
BBOX,Mar 2026,2026-03-31,annual,36.0,1251.0,1153.0,1854.0,4294.0,883.0,0.0,0.0,3410.0,4294.0,1153.0,screener
BBTC,Mar 2022,2022-03-31,annual,14.0,5483.0,5880.0,3874.0,15251.0,2763.0,561.0,3818.0,8109.0,15251.0,2062.0,screener
BBTC,Mar 2023,2023-03-31,annual,14.0,4018.0,6542.0,5103.0,15677.0,3638.0,108.0,4795.0,7136.0,15677.0,1747.0,screener
BBTC,Mar 2024,2024-03-31,annual,14.0,4614.0,2161.0,5121.0,11911.0,3751.0,189.0,4281.0,3690.0,11911.0,-2120.0,screener
BBTC,Mar 2025,2025-03-31,annual,14.0,5618.0,1574.0,5515.0,12721.0,3880.0,90.0,5332.0,3419.0,12721.0,-3758.0,screener
BBTC,Mar 2026,2026-03-31,annual,14.0,7028.0,1590.0,5906.0,14539.0,3814.0,42.0,6751.0,3931.0,14539.0,-5161.0,screener
BBTCL,Mar 2022,2022-03-31,annual,21.0,68.0,59.0,33.0,180.0,55.0,7.0,0.0,118.0,180.0,59.0,screener
BBTCL,Mar 2023,2023-03-31,annual,21.0,84.0,131.0,39.0,274.0,59.0,60.0,0.0,155.0,274.0,131.0,screener
BBTCL,Mar 2024,2024-03-31,annual,21.0,99.0,189.0,56.0,364.0,67.0,150.0,0.0,148.0,364.0,189.0,screener
BBTCL,Mar 2025,2025-03-31,annual,21.0,91.0,240.0,72.0,423.0,239.0,0.0,0.0,184.0,423.0,240.0,screener
BBTCL,Mar 2026,2026-03-31,annual,21.0,112.0,235.0,72.0,439.0,212.0,4.0,1.0,223.0,439.0,234.0,screener
BECTORFOOD,Mar 2022,2022-03-31,annual,59.0,410.0,136.0,117.0,722.0,411.0,12.0,11.0,288.0,722.0,125.0,screener
BECTORFOOD,Mar 2023,2023-03-31,annual,59.0,486.0,127.0,160.0,831.0,426.0,49.0,11.0,345.0,831.0,116.0,screener
BECTORFOOD,Mar 2024,2024-03-31,annual,59.0,604.0,245.0,192.0,1100.0,524.0,94.0,4.0,478.0,1100.0,241.0,screener
BECTORFOOD,Mar 2025,2025-03-31,annual,61.0,1104.0,184.0,216.0,1565.0,623.0,238.0,4.0,700.0,1565.0,180.0,screener
BECTORFOOD,Mar 2026,2026-03-31,annual,61.0,1210.0,191.0,226.0,1687.0,931.0,90.0,7.0,660.0,1687.0,184.0,screener
BEL,Mar 2022,2022-03-31,annual,244.0,12042.0,53.0,21574.0,33912.0,2675.0,1006.0,1572.0,28659.0,33912.0,-1519.0,screener
BEL,Mar 2023,2023-03-31,annual,731.0,13131.0,61.0,21567.0,35490.0,2963.0,855.0,650.0,31022.0,35490.0,-589.0,screener
BEL,Mar 2024,2024-03-31,annual,731.0,15595.0,63.0,23136.0,39524.0,3035.0,894.0,682.0,34913.0,39524.0,-619.0,screener
BEL,Mar 2025,2025-03-31,annual,731.0,19243.0,61.0,20788.0,40824.0,3419.0,1052.0,743.0,35610.0,40824.0,-682.0,screener
BEL,Mar 2026,2026-03-31,annual,731.0,23257.0,65.0,20473.0,44527.0,4121.0,731.0,800.0,38876.0,44527.0,-735.0,screener
BELRISE,Mar 2022,2022-03-31,annual,20.0,1715.0,2466.0,770.0,4972.0,0.0,0.0,59.0,4913.0,4972.0,2407.0,screener
BELRISE,Mar 2023,2023-03-31,annual,20.0,2024.0,2353.0,1281.0,5679.0,2429.0,80.0,41.0,3130.0,5679.0,2312.0,screener
BELRISE,Mar 2024,2024-03-31,annual,326.0,2015.0,2504.0,1197.0,6042.0,2460.0,179.0,9.0,3393.0,6042.0,2495.0,screener
BELRISE,Mar 2025,2025-03-31,annual,326.0,2371.0,2964.0,1565.0,7225.0,2900.0,263.0,109.0,3954.0,7225.0,2855.0,screener
BELRISE,Mar 2026,2026-03-31,annual,445.0,4781.0,1521.0,1803.0,8550.0,3104.0,240.0,113.0,5093.0,8550.0,1408.0,screener
BEML,Mar 2022,2022-03-31,annual,42.0,2315.0,832.0,2624.0,5813.0,621.0,14.0,0.0,5178.0,5813.0,832.0,screener
BEML,Mar 2023,2023-03-31,annual,42.0,2380.0,381.0,2304.0,5107.0,505.0,23.0,0.0,4579.0,5107.0,381.0,screener
BEML,Mar 2024,2024-03-31,annual,42.0,2626.0,71.0,2852.0,5591.0,528.0,37.0,0.0,5026.0,5591.0,71.0,screener
BEML,Mar 2025,2025-03-31,annual,42.0,2846.0,229.0,2928.0,6044.0,580.0,107.0,6.0,5351.0,6044.0,223.0,screener
BEML,Mar 2026,2026-03-31,annual,42.0,2892.0,309.0,3768.0,7011.0,705.0,276.0,8.0,6022.0,7011.0,301.0,screener
BEPL,Mar 2022,2022-03-31,annual,17.0,965.0,0.0,127.0,1108.0,145.0,0.0,2.0,962.0,1108.0,-2.0,screener
BEPL,Mar 2023,2023-03-31,annual,17.0,1051.0,0.0,99.0,1167.0,140.0,0.0,3.0,1024.0,1167.0,-3.0,screener
BEPL,Mar 2024,2024-03-31,annual,25.0,898.0,0.0,133.0,1056.0,133.0,19.0,3.0,902.0,1056.0,-3.0,screener
BEPL,Mar 2025,2025-03-31,annual,25.0,977.0,0.0,102.0,1104.0,137.0,11.0,3.0,953.0,1104.0,-3.0,screener
BEPL,Mar 2026,2026-03-31,annual,25.0,1058.0,0.0,202.0,1285.0,133.0,31.0,2.0,1119.0,1285.0,-2.0,screener
BERGEPAINT,Mar 2022,2022-03-31,annual,97.0,3830.0,1014.0,2271.0,7211.0,2187.0,606.0,234.0,4185.0,7211.0,780.0,screener
BERGEPAINT,Mar 2023,2023-03-31,annual,97.0,4397.0,1189.0,2283.0,7966.0,3332.0,111.0,183.0,4341.0,7966.0,1006.0,screener
BERGEPAINT,Mar 2024,2024-03-31,annual,117.0,5262.0,753.0,2236.0,8368.0,3500.0,189.0,255.0,4424.0,8368.0,498.0,screener
BERGEPAINT,Mar 2025,2025-03-31,annual,117.0,6038.0,670.0,2300.0,9125.0,3677.0,125.0,533.0,4790.0,9125.0,137.0,screener
BERGEPAINT,Mar 2026,2026-03-31,annual,117.0,6800.0,635.0,2484.0,10035.0,3841.0,316.0,1189.0,4689.0,10035.0,-554.0,screener
BETA,Mar 2022,2022-03-31,annual,10.0,83.0,21.0,45.0,158.0,55.0,0.0,1.0,102.0,158.0,20.0,screener
BETA,Mar 2023,2023-03-31,annual,10.0,113.0,20.0,55.0,198.0,63.0,0.0,1.0,135.0,198.0,19.0,screener
BETA,Mar 2024,2024-03-31,annual,10.0,148.0,15.0,82.0,254.0,65.0,0.0,0.0,190.0,254.0,15.0,screener
BETA,Mar 2025,2025-03-31,annual,10.0,187.0,138.0,101.0,436.0,89.0,0.0,0.0,347.0,436.0,138.0,screener
BETA,Mar 2026,2026-03-31,annual,10.0,235.0,148.0,103.0,496.0,125.0,0.0,0.0,371.0,496.0,148.0,screener
BFINVEST,Mar 2022,2022-03-31,annual,19.0,4019.0,0.0,345.0,4382.0,16.0,0.0,4177.0,189.0,4382.0,-4177.0,screener
BFINVEST,Mar 2023,2023-03-31,annual,19.0,4671.0,0.0,418.0,5108.0,15.0,0.0,4838.0,255.0,5108.0,-4838.0,screener
BFINVEST,Mar 2024,2024-03-31,annual,19.0,6182.0,0.0,612.0,6814.0,15.0,0.0,6459.0,340.0,6814.0,-6459.0,screener
BFINVEST,Mar 2025,2025-03-31,annual,19.0,6881.0,0.0,700.0,7600.0,14.0,0.0,7128.0,457.0,7600.0,-7128.0,screener
BFINVEST,Mar 2026,2026-03-31,annual,19.0,8520.0,0.0,855.0,9394.0,14.0,0.0,8764.0,616.0,9394.0,-8764.0,screener
BFUTILITIE,Mar 2021,2021-03-31,annual,19.0,-242.0,1715.0,656.0,2147.0,1108.0,44.0,226.0,769.0,2147.0,1489.0,screener
BFUTILITIE,Mar 2022,2022-03-31,annual,19.0,-190.0,1631.0,690.0,2150.0,1124.0,53.0,161.0,813.0,2150.0,1470.0,screener
BFUTILITIE,Mar 2023,2023-03-31,annual,19.0,-111.0,1482.0,841.0,2232.0,1098.0,133.0,55.0,946.0,2232.0,1427.0,screener
BFUTILITIE,Mar 2024,2024-03-31,annual,19.0,37.0,1298.0,1070.0,2423.0,1354.0,54.0,62.0,953.0,2423.0,1236.0,screener
BFUTILITIE,Mar 2025,2025-03-31,annual,19.0,183.0,932.0,1294.0,2427.0,1291.0,78.0,66.0,991.0,2427.0,866.0,screener
BGLOBAL,Mar 2022,2022-03-31,annual,15.84,74.97,4.47,34.88,130.16,25.33,32.19,0.05,72.59,130.16,4.42,screener
BGLOBAL,Mar 2023,2023-03-31,annual,15.84,72.25,4.05,28.88,121.02,24.53,32.19,0.05,64.25,121.02,4.0,screener
BGLOBAL,Mar 2024,2024-03-31,annual,15.84,69.75,2.53,29.91,118.03,18.3,32.19,0.09,67.45,118.03,2.44,screener
BGLOBAL,Mar 2025,2025-03-31,annual,15.84,65.32,2.48,31.76,115.4,49.7,0.0,0.11,65.59,115.4,2.37,screener
BGLOBAL,Mar 2026,2026-03-31,annual,15.84,68.16,4.72,19.49,108.21,49.22,0.0,0.14,58.85,108.21,4.58,screener
BHAGCHEM,Mar 2022,2022-03-31,annual,8.0,182.0,81.0,71.0,342.0,157.0,5.0,0.0,181.0,342.0,81.0,screener
BHAGCHEM,Mar 2023,2023-03-31,annual,10.0,303.0,50.0,83.0,447.0,173.0,28.0,0.0,246.0,447.0,50.0,screener
BHAGCHEM,Mar 2024,2024-03-31,annual,10.0,403.0,62.0,101.0,576.0,214.0,68.0,38.0,256.0,576.0,24.0,screener
BHAGCHEM,Mar 2025,2025-03-31,annual,13.0,669.0,89.0,162.0,933.0,245.0,289.0,0.0,399.0,933.0,89.0,screener
BHAGCHEM,Mar 2026,2026-03-31,annual,13.0,685.0,235.0,187.0,1120.0,581.0,94.0,0.0,445.0,1120.0,235.0,screener
BHAGYANGR,Mar 2022,2022-03-31,annual,6.0,131.0,179.0,35.0,351.0,77.0,0.0,0.0,275.0,351.0,179.0,screener
BHAGYANGR,Mar 2023,2023-03-31,annual,6.0,141.0,220.0,56.0,424.0,80.0,0.0,0.0,344.0,424.0,220.0,screener
BHAGYANGR,Mar 2024,2024-03-31,annual,6.0,187.0,101.0,39.0,334.0,77.0,0.0,0.0,256.0,334.0,101.0,screener
BHAGYANGR,Mar 2025,2025-03-31,annual,6.0,201.0,275.0,38.0,521.0,80.0,0.0,0.0,440.0,521.0,275.0,screener
BHAGYANGR,Mar 2026,2026-03-31,annual,6.0,251.0,259.0,118.0,635.0,84.0,0.0,0.0,551.0,635.0,259.0,screener
BHANDARI,Mar 2003,2003-03-31,annual,4.56,7.23,3.06,3.73,18.58,6.76,0.0,3.75,8.07,18.58,-0.69,screener
BHANDARI,Mar 2004,2004-03-31,annual,4.56,3.9,3.09,4.35,15.9,6.5,0.0,0.0,9.4,15.9,3.09,screener
BHARATFORG,Mar 2022,2022-03-31,annual,93.0,6478.0,5972.0,2950.0,15492.0,4870.0,1125.0,2604.0,6893.0,15492.0,3368.0,screener
BHARATFORG,Mar 2023,2023-03-31,annual,93.0,6612.0,7313.0,4216.0,18235.0,6161.0,701.0,2569.0,8804.0,18235.0,4744.0,screener
BHARATFORG,Mar 2024,2024-03-31,annual,93.0,7077.0,7948.0,4066.0,19184.0,6309.0,991.0,1849.0,10034.0,19184.0,6099.0,screener
BHARATFORG,Mar 2025,2025-03-31,annual,96.0,9158.0,6698.0,4017.0,19968.0,6627.0,1732.0,2063.0,9547.0,19968.0,4635.0,screener
BHARATFORG,Mar 2026,2026-03-31,annual,96.0,9484.0,7309.0,5350.0,22238.0,8215.0,1298.0,1738.0,10987.0,22238.0,5571.0,screener
BHARATIDIL,Mar 2012,2012-03-31,annual,32.0,1013.0,4350.0,2233.0,7628.0,1128.0,767.0,976.0,4758.0,7628.0,3374.0,screener
BHARATIDIL,Mar 2013,2013-03-31,annual,38.0,841.0,5475.0,2872.0,9225.0,1315.0,536.0,953.0,6421.0,9225.0,4522.0,screener
BHARATIDIL,Mar 2014,2014-03-31,annual,50.0,-216.0,5610.0,3096.0,8540.0,1212.0,244.0,920.0,6164.0,8540.0,4690.0,screener
BHARATIDIL,Mar 2015,2015-03-31,annual,50.0,-1231.0,6098.0,2835.0,7752.0,1132.0,257.0,831.0,5532.0,7752.0,5267.0,screener
BHARATIDIL,Mar 2016,2016-03-31,annual,50.0,-3437.0,7825.0,2536.0,6974.0,1054.0,192.0,507.0,5220.0,6974.0,7318.0,screener
BHARATWIRE,Mar 2022,2022-03-31,annual,64.0,5.0,652.0,53.0,774.0,492.0,0.0,0.0,282.0,774.0,652.0,screener
BHARATWIRE,Mar 2023,2023-03-31,annual,68.0,110.0,564.0,39.0,781.0,481.0,3.0,2.0,294.0,781.0,562.0,screener
BHARATWIRE,Mar 2024,2024-03-31,annual,68.0,210.0,515.0,42.0,835.0,475.0,13.0,2.0,345.0,835.0,513.0,screener
BHARTIARTL,Mar 2022,2022-03-31,annual,2795.0,63759.0,169678.0,124975.0,361207.0,244083.0,5955.0,29349.0,81820.0,361207.0,140329.0,screener
BHARTIARTL,Mar 2023,2023-03-31,annual,2837.0,74726.0,226020.0,140974.0,444557.0,277394.0,49425.0,32954.0,84784.0,444557.0,193066.0,screener
BHARTIARTL,Mar 2024,2024-03-31,annual,2877.0,79142.0,215592.0,144408.0,442019.0,303303.0,16904.0,31602.0,90210.0,442019.0,183990.0,screener
BHARTIARTL,Mar 2025,2025-03-31,annual,2900.0,110772.0,213642.0,177692.0,505006.0,388468.0,10999.0,5838.0,99700.0,505006.0,207804.0,screener
BHARTIARTL,Mar 2026,2026-03-31,annual,3047.0,146010.0,195412.0,207683.0,552152.0,406662.0,12613.0,18901.0,113976.0,552152.0,176511.0,screener
BHEL,Mar 2022,2022-03-31,annual,696.0,25810.0,4830.0,25654.0,56991.0,2398.0,431.0,205.0,53956.0,56991.0,4625.0,screener
BHEL,Mar 2023,2023-03-31,annual,696.0,23682.0,5454.0,27832.0,57664.0,2476.0,354.0,235.0,54599.0,57664.0,5219.0,screener
BHEL,Mar 2024,2024-03-31,annual,696.0,23742.0,8856.0,26489.0,59784.0,2574.0,308.0,256.0,56646.0,59784.0,8600.0,screener
BHEL,Mar 2025,2025-03-31,annual,696.0,24026.0,9015.0,35112.0,68849.0,2947.0,195.0,276.0,65431.0,68849.0,8739.0,screener
BHEL,Mar 2026,2026-03-31,annual,696.0,25450.0,8187.0,41852.0,76186.0,3094.0,399.0,302.0,72390.0,76186.0,7885.0,screener
BIKAJI,Mar 2022,2022-03-31,annual,25.0,796.0,160.0,122.0,1102.0,511.0,49.0,126.0,416.0,1102.0,34.0,screener
BIKAJI,Mar 2023,2023-03-31,annual,25.0,931.0,170.0,146.0,1271.0,661.0,70.0,20.0,520.0,1271.0,150.0,screener
BIKAJI,Mar 2024,2024-03-31,annual,25.0,1193.0,166.0,145.0,1530.0,812.0,12.0,31.0,674.0,1530.0,135.0,screener
BIKAJI,Mar 2025,2025-03-31,annual,25.0,1358.0,231.0,313.0,1927.0,986.0,98.0,56.0,787.0,1927.0,175.0,screener
BIKAJI,Mar 2026,2026-03-31,annual,25.0,1582.0,299.0,333.0,2240.0,1034.0,150.0,44.0,1011.0,2240.0,255.0,screener
BILVYAPAR,Mar 2022,2022-03-31,annual,31.38,-163.36,187.78,38.17,93.97,3.57,0.0,0.0,90.4,93.97,187.78,screener
BILVYAPAR,Mar 2023,2023-03-31,annual,31.38,-218.43,173.52,33.09,19.56,0.0,0.0,0.0,19.56,19.56,173.52,screener
BILVYAPAR,Mar 2024,2024-03-31,annual,31.38,-224.46,172.03,36.79,15.74,0.0,0.0,0.0,15.74,15.74,172.03,screener
BILVYAPAR,Mar 2025,2025-03-31,annual,31.38,-217.63,173.46,28.1,15.31,0.0,0.0,0.0,15.31,15.31,173.46,screener
BILVYAPAR,Mar 2026,2026-03-31,annual,31.38,-217.66,174.75,36.77,25.24,0.0,0.0,0.0,25.24,25.24,174.75,screener
BIOCON,Mar 2022,2022-03-31,annual,600.0,7832.0,5147.0,6763.0,20342.0,6569.0,4110.0,1588.0,8074.0,20342.0,3559.0,screener
BIOCON,Mar 2023,2023-03-31,annual,600.0,17267.0,18019.0,15856.0,51742.0,29468.0,7317.0,2069.0,12888.0,51742.0,15950.0,screener
BIOCON,Mar 2024,2024-03-31,annual,600.0,19183.0,16277.0,19693.0,55753.0,30644.0,7993.0,1000.0,16117.0,55753.0,15277.0,screener
