symbol,period_label,period_end,period_type,operating_cf,investing_cf,financing_cf,net_cf,source
EMKAY,Mar 2022,2022-03-31,annual,60.0,-4.0,-7.0,48.0,screener
EMKAY,Mar 2023,2023-03-31,annual,-63.0,5.0,-7.0,-65.0,screener
EMKAY,Mar 2024,2024-03-31,annual,24.0,-8.0,2.0,18.0,screener
EMKAY,Mar 2025,2025-03-31,annual,-2.0,-10.0,11.0,-1.0,screener
EMKAY,Mar 2026,2026-03-31,annual,-72.0,-13.0,86.0,1.0,screener
EMMBI,Mar 2025,2025-03-31,annual,25.0,-19.0,-5.0,1.0,screener
EMMBI,Mar 2026,2026-03-31,annual,9.0,-11.0,4.0,2.0,screener
EMMVEE,Mar 2022,2022-03-31,annual,129.0,20.0,-84.0,65.0,screener
EMMVEE,Mar 2023,2023-03-31,annual,59.0,-131.0,80.0,8.0,screener
EMMVEE,Mar 2024,2024-03-31,annual,234.0,-1000.0,894.0,129.0,screener
EMMVEE,Mar 2025,2025-03-31,annual,614.0,-986.0,408.0,36.0,screener
EMMVEE,Mar 2026,2026-03-31,annual,200.0,-304.0,130.0,26.0,screener
EMSLIMITED,Mar 2022,2022-03-31,annual,23.0,-15.0,3.0,11.0,screener
EMSLIMITED,Mar 2023,2023-03-31,annual,4.0,-21.0,38.0,21.0,screener
EMSLIMITED,Mar 2024,2024-03-31,annual,-116.0,-83.0,176.0,-23.0,screener
EMSLIMITED,Mar 2025,2025-03-31,annual,34.0,19.0,1.0,54.0,screener
EMSLIMITED,Mar 2026,2026-03-31,annual,-15.0,-60.0,-2.0,-77.0,screener
EMUDHRA,Mar 2022,2022-03-31,annual,22.0,-37.0,16.0,1.0,screener
EMUDHRA,Mar 2023,2023-03-31,annual,34.0,-102.0,127.0,59.0,screener
EMUDHRA,Mar 2024,2024-03-31,annual,73.0,-90.0,176.0,158.0,screener
EMUDHRA,Mar 2025,2025-03-31,annual,102.0,-204.0,-21.0,-124.0,screener
EMUDHRA,Mar 2026,2026-03-31,annual,133.0,-198.0,22.0,-43.0,screener
ENDURANCE,Mar 2022,2022-03-31,annual,742.0,-550.0,-302.0,-111.0,screener
ENDURANCE,Mar 2023,2023-03-31,annual,862.0,-905.0,-72.0,-115.0,screener
ENDURANCE,Mar 2024,2024-03-31,annual,1057.0,-945.0,105.0,217.0,screener
ENDURANCE,Mar 2025,2025-03-31,annual,1532.0,-988.0,-29.0,514.0,screener
ENDURANCE,Mar 2026,2026-03-31,annual,1851.0,-1781.0,-214.0,-144.0,screener
ENGINERSIN,Mar 2022,2022-03-31,annual,48.0,61.0,-149.0,-39.0,screener
ENGINERSIN,Mar 2023,2023-03-31,annual,-113.0,322.0,-176.0,34.0,screener
ENGINERSIN,Mar 2024,2024-03-31,annual,222.0,145.0,-180.0,187.0,screener
ENGINERSIN,Mar 2025,2025-03-31,annual,109.0,-36.0,-185.0,-112.0,screener
ENGINERSIN,Mar 2026,2026-03-31,annual,319.0,-101.0,-269.0,-51.0,screener
ENIL,Mar 2022,2022-03-31,annual,40.0,6.0,-45.0,1.0,screener
ENIL,Mar 2023,2023-03-31,annual,93.0,-40.0,-43.0,10.0,screener
ENIL,Mar 2024,2024-03-31,annual,127.0,-41.0,-40.0,47.0,screener
ENIL,Mar 2025,2025-03-31,annual,26.0,-30.0,-47.0,-52.0,screener
ENIL,Mar 2026,2026-03-31,annual,86.0,-17.0,-52.0,17.0,screener
ENTERO,Mar 2022,2022-03-31,annual,-35.0,-162.0,211.0,14.0,screener
ENTERO,Mar 2023,2023-03-31,annual,-45.0,-49.0,73.0,-21.0,screener
ENTERO,Mar 2024,2024-03-31,annual,-37.0,-704.0,863.0,122.0,screener
ENTERO,Mar 2025,2025-03-31,annual,-77.0,232.0,-74.0,82.0,screener
ENTERO,Mar 2026,2026-03-31,annual,96.0,-303.0,124.0,-83.0,screener
EPACK,Mar 2022,2022-03-31,annual,-29.0,-204.0,254.0,20.0,screener
EPACK,Mar 2023,2023-03-31,annual,19.0,-218.0,235.0,36.0,screener
EPACK,Mar 2024,2024-03-31,annual,257.0,-377.0,167.0,47.0,screener
EPACK,Mar 2025,2025-03-31,annual,31.0,-95.0,-29.0,-93.0,screener
EPACK,Mar 2026,2026-03-31,annual,-140.0,-113.0,254.0,2.0,screener
EPACKPEB,Mar 2022,2022-03-31,annual,29.0,-64.0,32.0,-4.0,screener
EPACKPEB,Mar 2023,2023-03-31,annual,2.0,-34.0,33.0,1.0,screener
EPACKPEB,Mar 2024,2024-03-31,annual,72.0,-95.0,23.0,0.0,screener
EPACKPEB,Mar 2025,2025-03-31,annual,62.0,-151.0,166.0,78.0,screener
EPACKPEB,Mar 2026,2026-03-31,annual,136.0,-303.0,155.0,-13.0,screener
EPIGRAL,Mar 2022,2022-03-31,annual,284.0,-455.0,195.0,24.0,screener
EPIGRAL,Mar 2023,2023-03-31,annual,626.0,-437.0,-200.0,-11.0,screener
EPIGRAL,Mar 2024,2024-03-31,annual,398.0,-401.0,-8.0,-11.0,screener
EPIGRAL,Mar 2025,2025-03-31,annual,441.0,-262.0,-164.0,15.0,screener
EPIGRAL,Mar 2026,2026-03-31,annual,436.0,-355.0,-94.0,-14.0,screener
EPL,Mar 2022,2022-03-31,annual,312.0,-266.0,-95.0,-50.0,screener
EPL,Mar 2023,2023-03-31,annual,602.0,-412.0,-138.0,52.0,screener
EPL,Mar 2024,2024-03-31,annual,586.0,-361.0,-263.0,-37.0,screener
EPL,Mar 2025,2025-03-31,annual,795.0,-374.0,-431.0,-10.0,screener
EPL,Mar 2026,2026-03-31,annual,723.0,-452.0,-274.0,-3.0,screener
ERIS,Mar 2022,2022-03-31,annual,378.0,-320.0,-45.0,14.0,screener
ERIS,Mar 2023,2023-03-31,annual,292.0,-975.0,688.0,5.0,screener
ERIS,Mar 2024,2024-03-31,annual,486.0,-1828.0,1380.0,38.0,screener
ERIS,Mar 2025,2025-03-31,annual,1065.0,-78.0,-881.0,105.0,screener
ERIS,Mar 2026,2026-03-31,annual,538.0,-369.0,-314.0,-145.0,screener
EROSMEDIA,Mar 2022,2022-03-31,annual,116.0,-8.0,-130.0,-22.0,screener
EROSMEDIA,Mar 2023,2023-03-31,annual,179.0,261.0,-352.0,88.0,screener
EROSMEDIA,Mar 2024,2024-03-31,annual,-39.0,-34.0,-11.0,-84.0,screener
EROSMEDIA,Mar 2025,2025-03-31,annual,3.0,75.0,-85.0,-6.0,screener
EROSMEDIA,Mar 2026,2026-03-31,annual,-114.0,1.0,-2.0,-115.0,screener
ESCONET,Mar 2023,2023-03-31,annual,-2.0,0.0,2.0,0.0,screener
ESCONET,Mar 2024,2024-03-31,annual,-1.0,-1.0,18.0,15.0,screener
ESCONET,Mar 2025,2025-03-31,annual,2.0,-3.0,20.0,19.0,screener
ESCONET,Mar 2026,2026-03-31,annual,-9.0,-16.0,16.0,-9.0,screener
ESCORTS,Mar 2022,2022-03-31,annual,32.0,-1856.0,1810.0,-14.0,screener
ESCORTS,Mar 2023,2023-03-31,annual,224.0,-62.0,-71.0,91.0,screener
ESCORTS,Mar 2024,2024-03-31,annual,789.0,-759.0,25.0,54.0,screener
ESCORTS,Mar 2025,2025-03-31,annual,1003.0,-194.0,-702.0,107.0,screener
ESCORTS,Mar 2026,2026-03-31,annual,1381.0,-1127.0,-420.0,-166.0,screener
ESSENTIA,Mar 2022,2022-03-31,annual,0.0,0.0,0.0,0.0,screener
ESSENTIA,Mar 2023,2023-03-31,annual,47.0,-140.0,98.0,5.0,screener
ESSENTIA,Mar 2024,2024-03-31,annual,-10.0,3.0,4.0,-4.0,screener
ESSENTIA,Mar 2025,2025-03-31,annual,-91.0,23.0,66.0,-2.0,screener
ESSENTIA,Mar 2026,2026-03-31,annual,0.0,0.0,0.0,0.0,screener
ESTER,Mar 2022,2022-03-31,annual,62.0,-392.0,384.0,54.0,screener
ESTER,Mar 2023,2023-03-31,annual,58.0,-199.0,114.0,-28.0,screener
ESTER,Mar 2024,2024-03-31,annual,44.0,42.0,-14.0,72.0,screener
ESTER,Mar 2025,2025-03-31,annual,112.0,-56.0,-133.0,-77.0,screener
ESTER,Mar 2026,2026-03-31,annual,89.0,-116.0,6.0,-21.0,screener
ETERNAL,Mar 2022,2022-03-31,annual,-693.0,-7971.0,8750.0,86.0,screener
ETERNAL,Mar 2023,2023-03-31,annual,-844.0,797.0,-127.0,-174.0,screener
ETERNAL,Mar 2024,2024-03-31,annual,646.0,-348.0,-207.0,91.0,screener
ETERNAL,Mar 2025,2025-03-31,annual,308.0,-7993.0,8042.0,357.0,screener
ETERNAL,Mar 2026,2026-03-31,annual,632.0,540.0,-842.0,330.0,screener
ETHOSLTD,Mar 2022,2022-03-31,annual,17.0,-24.0,26.0,19.0,screener
ETHOSLTD,Mar 2023,2023-03-31,annual,-2.0,-256.0,249.0,-10.0,screener
ETHOSLTD,Mar 2024,2024-03-31,annual,31.0,-123.0,125.0,33.0,screener
ETHOSLTD,Mar 2025,2025-03-31,annual,-20.0,47.0,-58.0,-32.0,screener
ETHOSLTD,Mar 2026,2026-03-31,annual,90.0,-476.0,502.0,116.0,screener
EUREKAFORB,Mar 2022,2022-03-31,annual,37.0,12.0,-31.0,18.0,screener
EUREKAFORB,Mar 2023,2023-03-31,annual,181.0,-26.0,-154.0,1.0,screener
EUREKAFORB,Mar 2024,2024-03-31,annual,194.0,-32.0,-120.0,43.0,screener
EUREKAFORB,Mar 2025,2025-03-31,annual,246.0,-168.0,-43.0,34.0,screener
EUREKAFORB,Mar 2026,2026-03-31,annual,250.0,-198.0,-22.0,30.0,screener
EUROPRATIK,Mar 2024,2024-03-31,annual,75.0,-28.0,-42.0,4.0,screener
EUROPRATIK,Mar 2025,2025-03-31,annual,-31.0,36.0,-2.0,4.0,screener
EUROPRATIK,Mar 2026,2026-03-31,annual,41.0,-39.0,0.0,2.0,screener
EVEREADY,Mar 2022,2022-03-31,annual,134.0,-55.0,-108.0,-29.0,screener
EVEREADY,Mar 2023,2023-03-31,annual,37.0,-19.0,-59.0,-42.0,screener
EVEREADY,Mar 2024,2024-03-31,annual,154.0,-23.0,-127.0,4.0,screener
EVEREADY,Mar 2025,2025-03-31,annual,130.0,-95.0,-36.0,-1.0,screener
EVEREADY,Mar 2026,2026-03-31,annual,83.0,63.0,-146.0,1.0,screener
EVERESTIND,Mar 2022,2022-03-31,annual,32.0,36.0,-18.0,50.0,screener
EVERESTIND,Mar 2023,2023-03-31,annual,-168.0,40.0,42.0,-85.0,screener
EVERESTIND,Mar 2024,2024-03-31,annual,182.0,-93.0,-39.0,50.0,screener
EVERESTIND,Mar 2025,2025-03-31,annual,-90.0,-59.0,96.0,-53.0,screener
EVERESTIND,Mar 2026,2026-03-31,annual,109.0,-10.0,-64.0,35.0,screener
EXICOM,Mar 2022,2022-03-31,annual,56.0,-10.0,-17.0,29.0,screener
EXICOM,Mar 2023,2023-03-31,annual,3.0,8.0,-16.0,-5.0,screener
EXICOM,Mar 2024,2024-03-31,annual,28.0,-286.0,317.0,60.0,screener
EXICOM,Mar 2025,2025-03-31,annual,-169.0,-489.0,614.0,-44.0,screener
EXICOM,Mar 2026,2026-03-31,annual,-87.0,-155.0,224.0,-18.0,screener
EXIDEIND,Mar 2022,2022-03-31,annual,61.0,66.0,-172.0,-45.0,screener
EXIDEIND,Mar 2023,2023-03-31,annual,768.0,-799.0,-30.0,-61.0,screener
EXIDEIND,Mar 2024,2024-03-31,annual,1533.0,-1458.0,108.0,183.0,screener
EXIDEIND,Mar 2025,2025-03-31,annual,1273.0,-1934.0,515.0,-146.0,screener
EXIDEIND,Mar 2026,2026-03-31,annual,2413.0,-1551.0,-805.0,57.0,screener
EXPLEOSOL,Mar 2022,2022-03-31,annual,24.0,3.0,-10.0,17.0,screener
EXPLEOSOL,Mar 2023,2023-03-31,annual,23.0,-37.0,-7.0,-21.0,screener
EXPLEOSOL,Mar 2024,2024-03-31,annual,71.0,-33.0,-15.0,24.0,screener
EXPLEOSOL,Mar 2025,2025-03-31,annual,179.0,-51.0,-87.0,41.0,screener
EXPLEOSOL,Mar 2026,2026-03-31,annual,119.0,32.0,-9.0,142.0,screener
FABTECH,Mar 2022,2022-03-31,annual,-3.0,-9.0,8.0,-4.0,screener
FABTECH,Mar 2023,2023-03-31,annual,-14.0,2.0,12.0,0.0,screener
FABTECH,Mar 2024,2024-03-31,annual,60.0,-30.0,-12.0,18.0,screener
FABTECH,Mar 2025,2025-03-31,annual,-36.0,-20.0,36.0,-20.0,screener
FABTECH,Mar 2026,2026-03-31,annual,0.0,-112.0,190.0,78.0,screener
FACT,Mar 2021,2021-03-31,annual,1021.0,-854.0,-36.0,130.0,screener
FACT,Mar 2022,2022-03-31,annual,152.0,-158.0,8.0,3.0,screener
FACT,Mar 2023,2023-03-31,annual,638.0,-765.0,-5.0,-132.0,screener
FACT,Mar 2024,2024-03-31,annual,280.0,213.0,-107.0,386.0,screener
FACT,Mar 2025,2025-03-31,annual,140.0,-282.0,-75.0,-217.0,screener
FAZE3Q,Mar 2022,2022-03-31,annual,-7.0,-51.0,61.0,3.0,screener
FAZE3Q,Mar 2023,2023-03-31,annual,110.0,-44.0,-6.0,60.0,screener
FAZE3Q,Mar 2024,2024-03-31,annual,37.0,-44.0,-19.0,-26.0,screener
FAZE3Q,Mar 2025,2025-03-31,annual,12.0,-43.0,4.0,-27.0,screener
FAZE3Q,Mar 2026,2026-03-31,annual,58.0,-119.0,63.0,2.0,screener
FDC,Mar 2022,2022-03-31,annual,162.0,-145.0,-10.0,7.0,screener
FDC,Mar 2023,2023-03-31,annual,155.0,11.0,-180.0,-14.0,screener
FDC,Mar 2024,2024-03-31,annual,221.0,-17.0,-202.0,2.0,screener
FDC,Mar 2025,2025-03-31,annual,318.0,-199.0,-92.0,26.0,screener
FDC,Mar 2026,2026-03-31,annual,200.0,-110.0,-93.0,-3.0,screener
FEDERALBNK,Mar 2022,2022-03-31,annual,-7774.0,901.0,8193.0,1320.0,screener
FEDERALBNK,Mar 2023,2023-03-31,annual,489.0,-9860.0,6038.0,-3332.0,screener
FEDERALBNK,Mar 2024,2024-03-31,annual,6431.0,-8912.0,3871.0,1390.0,screener
FEDERALBNK,Mar 2025,2025-03-31,annual,8801.0,-3799.0,7401.0,12403.0,screener
FEDERALBNK,Mar 2026,2026-03-31,annual,4349.0,-11118.0,2069.0,-4700.0,screener
FERMENTA,Mar 2022,2022-03-31,annual,43.0,-26.0,-22.0,-4.0,screener
FERMENTA,Mar 2023,2023-03-31,annual,116.0,-55.0,-41.0,19.0,screener
FERMENTA,Mar 2024,2024-03-31,annual,105.0,-16.0,-91.0,-1.0,screener
FERMENTA,Mar 2025,2025-03-31,annual,41.0,0.0,-51.0,-10.0,screener
FERMENTA,Mar 2026,2026-03-31,annual,93.0,-43.0,-42.0,8.0,screener
FIEMIND,Mar 2022,2022-03-31,annual,92.0,-74.0,-61.0,-42.0,screener
FIEMIND,Mar 2023,2023-03-31,annual,131.0,39.0,-55.0,115.0,screener
FIEMIND,Mar 2024,2024-03-31,annual,135.0,-69.0,-43.0,23.0,screener
FIEMIND,Mar 2025,2025-03-31,annual,233.0,-86.0,-55.0,92.0,screener
FIEMIND,Mar 2026,2026-03-31,annual,161.0,-96.0,-84.0,-19.0,screener
FINCABLES,Mar 2022,2022-03-31,annual,473.0,-378.0,-87.0,8.0,screener
FINCABLES,Mar 2023,2023-03-31,annual,356.0,-225.0,-97.0,35.0,screener
FINCABLES,Mar 2024,2024-03-31,annual,577.0,-440.0,-112.0,26.0,screener
FINCABLES,Mar 2025,2025-03-31,annual,207.0,-82.0,-128.0,-3.0,screener
FINCABLES,Mar 2026,2026-03-31,annual,49.0,153.0,-129.0,73.0,screener
FINEORG,Mar 2022,2022-03-31,annual,67.0,-32.0,-68.0,-33.0,screener
FINEORG,Mar 2023,2023-03-31,annual,485.0,-128.0,-69.0,289.0,screener
FINEORG,Mar 2024,2024-03-31,annual,635.0,-396.0,-59.0,180.0,screener
FINEORG,Mar 2025,2025-03-31,annual,204.0,-675.0,-35.0,-506.0,screener
FINEORG,Mar 2026,2026-03-31,annual,430.0,-430.0,0.0,-1.0,screener
FINPIPE,Mar 2022,2022-03-31,annual,622.0,-440.0,-190.0,-8.0,screener
FINPIPE,Mar 2023,2023-03-31,annual,308.0,-294.0,-29.0,-15.0,screener
FINPIPE,Mar 2024,2024-03-31,annual,353.0,-83.0,-277.0,-6.0,screener
FINPIPE,Mar 2025,2025-03-31,annual,383.0,8.0,-349.0,42.0,screener
FINPIPE,Mar 2026,2026-03-31,annual,192.0,-156.0,-49.0,-13.0,screener
FIRSTCRY,Mar 2022,2022-03-31,annual,-132.0,-491.0,644.0,22.0,screener
FIRSTCRY,Mar 2023,2023-03-31,annual,-399.0,304.0,-51.0,-146.0,screener
FIRSTCRY,Mar 2024,2024-03-31,annual,-42.0,63.0,81.0,102.0,screener
FIRSTCRY,Mar 2025,2025-03-31,annual,-83.0,-1438.0,1431.0,-91.0,screener
FIRSTCRY,Mar 2026,2026-03-31,annual,365.0,-108.0,-282.0,-25.0,screener
FIVESTAR,Mar 2015,2015-03-31,annual,-20.0,0.0,38.0,17.0,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2016,2016-03-31,annual,-51.0,-5.0,46.0,-10.0,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2017,2017-03-31,annual,-271.0,-2.0,440.0,167.0,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2018,2018-03-31,annual,-476.0,16.0,408.0,-53.0,screener_yfinance_fallback_normalized
FIVESTAR,Mar 2019,2019-03-31,annual,-951.0,14.0,1025.0,88.0,screener_yfinance_fallback_normalized
FLAIR,Mar 2022,2022-03-31,annual,34.0,-19.0,-16.0,0.0,screener
FLAIR,Mar 2023,2023-03-31,annual,96.0,-74.0,-22.0,0.0,screener
FLAIR,Mar 2024,2024-03-31,annual,78.0,-285.0,259.0,51.0,screener
FLAIR,Mar 2025,2025-03-31,annual,54.0,-24.0,-25.0,5.0,screener
FLAIR,Mar 2026,2026-03-31,annual,137.0,-161.0,-22.0,-45.0,screener
FLUOROCHEM,Mar 2022,2022-03-31,annual,741.0,-584.0,-144.0,14.0,screener
FLUOROCHEM,Mar 2023,2023-03-31,annual,739.0,-476.0,-264.0,-2.0,screener
FLUOROCHEM,Mar 2024,2024-03-31,annual,626.0,-966.0,348.0,7.0,screener
FLUOROCHEM,Mar 2025,2025-03-31,annual,545.0,-1121.0,599.0,24.0,screener
FLUOROCHEM,Mar 2026,2026-03-31,annual,961.0,-1168.0,367.0,160.0,screener
FMGOETZE,Mar 2022,2022-03-31,annual,111.0,-130.0,-8.0,-27.0,screener
FMGOETZE,Mar 2023,2023-03-31,annual,210.0,-58.0,-8.0,144.0,screener
FMGOETZE,Mar 2024,2024-03-31,annual,160.0,-62.0,-10.0,88.0,screener
FMGOETZE,Mar 2025,2025-03-31,annual,221.0,-17.0,-12.0,192.0,screener
FMGOETZE,Mar 2026,2026-03-31,annual,321.0,-211.0,-14.0,96.0,screener
FOCE,Mar 2022,2022-03-31,annual,-9.0,-14.0,20.0,-2.0,screener
FOCE,Mar 2023,2023-03-31,annual,45.0,-44.0,0.0,1.0,screener
FOCE,Mar 2024,2024-03-31,annual,0.0,0.0,0.0,0.0,screener
FOCE,Mar 2025,2025-03-31,annual,15.0,-16.0,0.0,-1.0,screener
FOCE,Mar 2026,2026-03-31,annual,1.0,-7.0,5.0,0.0,screener
FORCEMOT,Mar 2022,2022-03-31,annual,18.0,-356.0,375.0,37.0,screener
FORCEMOT,Mar 2023,2023-03-31,annual,532.0,-256.0,-207.0,68.0,screener
FORCEMOT,Mar 2024,2024-03-31,annual,1014.0,-198.0,-509.0,308.0,screener
FORCEMOT,Mar 2025,2025-03-31,annual,971.0,-351.0,-562.0,58.0,screener
FORCEMOT,Mar 2026,2026-03-31,annual,1297.0,-900.0,-73.0,324.0,screener
FORTIS,Mar 2022,2022-03-31,annual,865.0,-501.0,-517.0,-153.0,screener
FORTIS,Mar 2023,2023-03-31,annual,822.0,-372.0,-471.0,-21.0,screener
FORTIS,Mar 2024,2024-03-31,annual,1100.0,-889.0,-86.0,125.0,screener
FORTIS,Mar 2025,2025-03-31,annual,1424.0,-780.0,-714.0,-70.0,screener
FORTIS,Mar 2026,2026-03-31,annual,1601.0,-1537.0,164.0,228.0,screener
FOSECOIND,Dec 2024,2024-12-31,annual,42.0,-143.0,-16.0,-117.0,screener
FOSECOIND,Dec 2025,2025-12-31,annual,98.0,-75.0,-17.0,6.0,screener
FRACTAL,Mar 2022,2022-03-31,annual,-117.0,-797.0,724.0,-190.0,screener
FRACTAL,Mar 2023,2023-03-31,annual,-31.0,118.0,-57.0,30.0,screener
FRACTAL,Mar 2024,2024-03-31,annual,160.0,-146.0,-145.0,-132.0,screener
FRACTAL,Mar 2025,2025-03-31,annual,397.0,-191.0,-22.0,184.0,screener
FRACTAL,Mar 2026,2026-03-31,annual,409.0,-1422.0,938.0,-76.0,screener
FSL,Mar 2022,2022-03-31,annual,704.0,-594.0,-158.0,-49.0,screener
FSL,Mar 2023,2023-03-31,annual,795.0,17.0,-743.0,69.0,screener
FSL,Mar 2024,2024-03-31,annual,644.0,-57.0,-563.0,23.0,screener
FSL,Mar 2025,2025-03-31,annual,701.0,-744.0,23.0,-21.0,screener
FSL,Mar 2026,2026-03-31,annual,1214.0,-443.0,-667.0,104.0,screener
GABRIEL,Mar 2024,2024-03-31,annual,177.0,-129.0,-28.0,20.0,screener_yfinance_fallback_normalized
GABRIEL,Mar 2025,2025-03-31,annual,204.0,-149.0,-81.0,-26.0,screener_yfinance_fallback_normalized
GABRIEL,Mar 2026,2026-03-31,annual,345.0,-248.0,-19.0,78.0,screener_yfinance_fallback_normalized
GAEL,Mar 2022,2022-03-31,annual,596.0,-777.0,100.0,-81.0,screener
GAEL,Mar 2023,2023-03-31,annual,241.0,-72.0,-76.0,93.0,screener
GAEL,Mar 2024,2024-03-31,annual,213.0,-253.0,-55.0,-95.0,screener
GAEL,Mar 2025,2025-03-31,annual,341.0,-336.0,-13.0,-8.0,screener
GAEL,Mar 2026,2026-03-31,annual,228.0,-401.0,176.0,4.0,screener
GAIL,Mar 2022,2022-03-31,annual,9420.0,-5490.0,-3917.0,13.0,screener
GAIL,Mar 2023,2023-03-31,annual,3205.0,-7453.0,2972.0,-1276.0,screener
GAIL,Mar 2024,2024-03-31,annual,12586.0,-8226.0,-3457.0,902.0,screener
GAIL,Mar 2025,2025-03-31,annual,15735.0,-6623.0,-8941.0,171.0,screener
GAIL,Mar 2026,2026-03-31,annual,11249.0,-9154.0,-2750.0,-655.0,screener
GALAPREC,Mar 2022,2022-03-31,annual,12.0,-7.0,-7.0,-2.0,screener
GALAPREC,Mar 2023,2023-03-31,annual,16.0,-12.0,-4.0,0.0,screener
GALAPREC,Mar 2024,2024-03-31,annual,16.0,-3.0,-12.0,1.0,screener
GALAPREC,Mar 2025,2025-03-31,annual,3.0,-92.0,89.0,0.0,screener
GALAPREC,Mar 2026,2026-03-31,annual,10.0,-11.0,11.0,10.0,screener
GALLANTT,Mar 2022,2022-03-31,annual,234.0,-209.0,-19.0,6.0,screener
GALLANTT,Mar 2023,2023-03-31,annual,96.0,-225.0,126.0,-3.0,screener
GALLANTT,Mar 2024,2024-03-31,annual,344.0,-248.0,-102.0,-5.0,screener
GALLANTT,Mar 2025,2025-03-31,annual,579.0,-460.0,-114.0,5.0,screener
GALLANTT,Mar 2026,2026-03-31,annual,602.0,-627.0,121.0,96.0,screener
GANDHAR,Mar 2022,2022-03-31,annual,167.0,-116.0,-4.0,47.0,screener
GANDHAR,Mar 2023,2023-03-31,annual,88.0,-72.0,-29.0,-13.0,screener
GANDHAR,Mar 2024,2024-03-31,annual,-69.0,-66.0,160.0,25.0,screener
GANDHAR,Mar 2025,2025-03-31,annual,15.0,-48.0,13.0,-21.0,screener
GANDHAR,Mar 2026,2026-03-31,annual,128.0,-62.0,-88.0,-22.0,screener
GANECOS,Mar 2022,2022-03-31,annual,65.0,-253.0,208.0,20.0,screener
GANECOS,Mar 2023,2023-03-31,annual,20.0,-166.0,128.0,-18.0,screener
GANECOS,Mar 2024,2024-03-31,annual,43.0,-227.0,223.0,39.0,screener
GANECOS,Mar 2025,2025-03-31,annual,41.0,-125.0,157.0,73.0,screener
GANECOS,Mar 2026,2026-03-31,annual,171.0,-158.0,-9.0,4.0,screener
GANESHBE,Mar 2022,2022-03-31,annual,86.0,-59.0,-25.0,2.0,screener
GANESHBE,Mar 2023,2023-03-31,annual,41.0,-62.0,15.0,-7.0,screener
GANESHBE,Mar 2024,2024-03-31,annual,83.0,-147.0,73.0,10.0,screener
GANESHBE,Mar 2025,2025-03-31,annual,55.0,-60.0,-1.0,-6.0,screener
GANESHBE,Mar 2026,2026-03-31,annual,79.0,-79.0,-2.0,-1.0,screener
GANESHHOU,Mar 2022,2022-03-31,annual,41.0,39.0,-85.0,-5.0,screener
GANESHHOU,Mar 2023,2023-03-31,annual,31.0,278.0,1.0,310.0,screener
GANESHHOU,Mar 2024,2024-03-31,annual,638.0,-489.0,-244.0,-95.0,screener
GANESHHOU,Mar 2025,2025-03-31,annual,410.0,-389.0,-94.0,-73.0,screener
GANESHHOU,Mar 2026,2026-03-31,annual,213.0,-543.0,232.0,-99.0,screener
GANGESSECU,Mar 2022,2022-03-31,annual,16.67,-22.26,-0.07,-5.66,screener
GANGESSECU,Mar 2023,2023-03-31,annual,23.13,-21.3,-2.83,-0.99,screener
GANGESSECU,Mar 2024,2024-03-31,annual,-5.22,-0.85,-0.04,-6.11,screener
GANGESSECU,Mar 2025,2025-03-31,annual,21.3,-19.1,-0.04,2.16,screener
GANGESSECU,Mar 2026,2026-03-31,annual,22.06,-23.76,-0.03,-1.73,screener
GARFIBRES,Mar 2022,2022-03-31,annual,64.0,8.0,-38.0,34.0,screener
GARFIBRES,Mar 2023,2023-03-31,annual,189.0,-102.0,-85.0,3.0,screener
GARFIBRES,Mar 2024,2024-03-31,annual,219.0,-73.0,-39.0,108.0,screener
GARFIBRES,Mar 2025,2025-03-31,annual,195.0,-3.0,-331.0,-139.0,screener
GARFIBRES,Mar 2026,2026-03-31,annual,162.0,64.0,-152.0,73.0,screener
GARUDA,Mar 2025,2025-03-31,annual,-111.0,-50.0,162.0,2.0,screener
GARUDA,Mar 2026,2026-03-31,annual,78.0,-82.0,9.0,6.0,screener
GAYAHWS,Mar 2022,2022-03-31,annual,813.22,-164.47,-647.08,1.67,screener
GAYAHWS,Mar 2023,2023-03-31,annual,93.46,22.07,-113.93,1.6,screener
GAYAHWS,Mar 2024,2024-03-31,annual,311.76,19.66,-328.0,3.42,screener
GAYAHWS,Mar 2025,2025-03-31,annual,174.98,-3.24,-161.43,10.31,screener
GAYAHWS,Mar 2026,2026-03-31,annual,-27.09,56.34,-32.18,-2.94,screener
GCSL,Mar 2022,2022-03-31,annual,2.0,-4.0,3.0,0.0,screener
GCSL,Mar 2023,2023-03-31,annual,10.0,-8.0,-2.0,1.0,screener
GCSL,Mar 2024,2024-03-31,annual,-19.0,-37.0,67.0,12.0,screener
GCSL,Mar 2025,2025-03-31,annual,-31.0,2.0,28.0,-2.0,screener
GCSL,Mar 2026,2026-03-31,annual,-28.0,-9.0,26.0,-11.0,screener
GEMAROMA,Mar 2022,2022-03-31,annual,-5.0,-15.0,18.0,-2.0,screener
GEMAROMA,Mar 2023,2023-03-31,annual,15.0,-18.0,6.0,4.0,screener
GEMAROMA,Mar 2024,2024-03-31,annual,40.0,-50.0,15.0,5.0,screener
GEMAROMA,Mar 2025,2025-03-31,annual,-25.0,-92.0,103.0,-15.0,screener
GEMAROMA,Mar 2026,2026-03-31,annual,30.0,-101.0,78.0,6.0,screener
