symbol,period_label,period_end,period_type,operating_cf,investing_cf,financing_cf,net_cf,source
GENCON,Mar 2024,2024-03-31,annual,6.0,-7.0,-2.0,-3.0,screener
GENCON,Mar 2025,2025-03-31,annual,9.0,11.0,-15.0,5.0,screener
GENCON,Mar 2026,2026-03-31,annual,24.0,-14.0,-10.0,0.0,screener
GENESYS,Mar 2022,2022-03-31,annual,28.0,-20.0,12.0,20.0,screener
GENESYS,Mar 2023,2023-03-31,annual,-35.0,-188.0,215.0,-9.0,screener
GENESYS,Mar 2024,2024-03-31,annual,19.0,-80.0,71.0,11.0,screener
GENESYS,Mar 2025,2025-03-31,annual,-53.0,-18.0,50.0,-20.0,screener
GENESYS,Mar 2026,2026-03-31,annual,16.0,-150.0,139.0,5.0,screener
GENUSPOWER,Mar 2022,2022-03-31,annual,28.0,-108.0,-15.0,-95.0,screener
GENUSPOWER,Mar 2023,2023-03-31,annual,86.0,-79.0,86.0,93.0,screener
GENUSPOWER,Mar 2024,2024-03-31,annual,-152.0,-431.0,523.0,-60.0,screener
GENUSPOWER,Mar 2025,2025-03-31,annual,-443.0,-142.0,350.0,-235.0,screener
GENUSPOWER,Mar 2026,2026-03-31,annual,-203.0,-466.0,205.0,-465.0,screener
GENXAI,Mar 2023,2023-03-31,annual,1.0,-1.0,1.0,0.0,screener
GENXAI,Mar 2024,2024-03-31,annual,0.0,-3.0,3.0,1.0,screener
GENXAI,Mar 2025,2025-03-31,annual,4.0,-6.0,3.0,1.0,screener
GENXAI,Mar 2026,2026-03-31,annual,-6.0,-13.0,19.0,0.0,screener
GEOJITFSL,Mar 2022,2022-03-31,annual,83.0,-15.0,-26.0,42.0,screener
GEOJITFSL,Mar 2023,2023-03-31,annual,38.0,-16.0,-61.0,-39.0,screener
GEOJITFSL,Mar 2024,2024-03-31,annual,-124.0,-15.0,210.0,71.0,screener
GEOJITFSL,Mar 2025,2025-03-31,annual,167.0,-20.0,-125.0,22.0,screener
GEOJITFSL,Mar 2026,2026-03-31,annual,236.0,-144.0,-109.0,-16.0,screener
GESHIP,Mar 2022,2022-03-31,annual,1323.0,-337.0,-1189.0,-203.0,screener
GESHIP,Mar 2023,2023-03-31,annual,2975.0,39.0,-1893.0,1120.0,screener
GESHIP,Mar 2024,2024-03-31,annual,2808.0,-868.0,-1330.0,610.0,screener
GESHIP,Mar 2025,2025-03-31,annual,2647.0,-148.0,-1675.0,824.0,screener
GESHIP,Mar 2026,2026-03-31,annual,2854.0,-860.0,-1769.0,225.0,screener
GFLLIMITED,Mar 2022,2022-03-31,annual,89.0,-160.0,85.0,15.0,screener
GFLLIMITED,Mar 2023,2023-03-31,annual,402.0,-241.0,-184.0,-23.0,screener
GFLLIMITED,Mar 2024,2024-03-31,annual,0.0,0.0,0.0,0.0,screener
GFLLIMITED,Mar 2025,2025-03-31,annual,0.0,-1.0,0.0,0.0,screener
GFLLIMITED,Mar 2026,2026-03-31,annual,0.0,0.0,0.0,0.0,screener
GHCL,Mar 2022,2022-03-31,annual,643.0,-337.0,-98.0,209.0,screener
GHCL,Mar 2023,2023-03-31,annual,856.0,-409.0,-530.0,-83.0,screener
GHCL,Mar 2024,2024-03-31,annual,797.0,-534.0,-338.0,-75.0,screener
GHCL,Mar 2025,2025-03-31,annual,638.0,-358.0,-230.0,50.0,screener
GHCL,Mar 2026,2026-03-31,annual,687.0,-291.0,-451.0,-55.0,screener
GICHSGFIN,Mar 2022,2022-03-31,annual,1286.0,-3.0,-892.0,391.0,screener
GICHSGFIN,Mar 2023,2023-03-31,annual,1043.0,-213.0,-1238.0,-408.0,screener
GICHSGFIN,Mar 2024,2024-03-31,annual,522.0,64.0,-619.0,-34.0,screener
GICHSGFIN,Mar 2025,2025-03-31,annual,-18.0,-87.0,122.0,18.0,screener
GICHSGFIN,Mar 2026,2026-03-31,annual,-320.0,52.0,255.0,-14.0,screener
GICRE,Mar 2022,2022-03-31,annual,9051.0,-6188.0,0.0,2863.0,screener
GICRE,Mar 2023,2023-03-31,annual,11722.0,-9076.0,-395.0,2251.0,screener
GICRE,Mar 2024,2024-03-31,annual,-212.0,1749.0,-1263.0,274.0,screener
GICRE,Mar 2025,2025-03-31,annual,1976.0,-275.0,-1754.0,-53.0,screener
GICRE,Mar 2026,2026-03-31,annual,466.0,-2075.0,-1754.0,-3363.0,screener
GIPCL,Mar 2015,2015-03-31,annual,342.0,-61.0,-230.0,50.0,screener
GIPCL,Mar 2016,2016-03-31,annual,232.0,-178.0,-228.0,-174.0,screener
GIPCL,Mar 2017,2017-03-31,annual,433.0,-459.0,-161.0,-187.0,screener
GIPCL,Mar 2018,2018-03-31,annual,331.0,-383.0,103.0,51.0,screener
GIPCL,Mar 2019,2019-03-31,annual,582.0,-231.0,-142.0,208.0,screener
GKENERGY,Mar 2024,2024-03-31,annual,-5.0,-10.0,15.0,0.0,screener
GKENERGY,Mar 2025,2025-03-31,annual,-99.0,-53.0,152.0,0.0,screener
GKENERGY,Mar 2026,2026-03-31,annual,50.0,-136.0,420.0,334.0,screener
GKSL,Mar 2023,2023-03-31,annual,0.0,0.0,0.0,0.0,screener
GKSL,Mar 2024,2024-03-31,annual,1.0,0.0,0.0,1.0,screener
GKSL,Mar 2025,2025-03-31,annual,14.0,-18.0,6.0,2.0,screener
GKSL,Mar 2026,2026-03-31,annual,-4.0,-214.0,228.0,11.0,screener
GLAND,Mar 2022,2022-03-31,annual,791.0,-999.0,35.0,-174.0,screener
GLAND,Mar 2023,2023-03-31,annual,364.0,1211.0,15.0,1590.0,screener
GLAND,Mar 2024,2024-03-31,annual,997.0,-1749.0,-799.0,-1552.0,screener
GLAND,Mar 2025,2025-03-31,annual,915.0,1718.0,-433.0,2199.0,screener
GLAND,Mar 2026,2026-03-31,annual,1031.0,188.0,-417.0,803.0,screener
GLAXO,Mar 2022,2022-03-31,annual,811.0,-406.0,-524.0,-119.0,screener
GLAXO,Mar 2023,2023-03-31,annual,484.0,808.0,-1543.0,-251.0,screener
GLAXO,Mar 2024,2024-03-31,annual,582.0,9.0,-562.0,29.0,screener
GLAXO,Mar 2025,2025-03-31,annual,1290.0,-46.0,-769.0,475.0,screener
GLAXO,Mar 2026,2026-03-31,annual,903.0,397.0,-737.0,563.0,screener
GLENMARK,Mar 2022,2022-03-31,annual,1109.0,-316.0,-520.0,272.0,screener
GLENMARK,Mar 2023,2023-03-31,annual,625.0,-515.0,-77.0,32.0,screener
GLENMARK,Mar 2024,2024-03-31,annual,-265.0,4387.0,-3906.0,215.0,screener
GLENMARK,Mar 2025,2025-03-31,annual,-828.0,58.0,787.0,17.0,screener
GLENMARK,Mar 2026,2026-03-31,annual,3445.0,-1283.0,-2709.0,-547.0,screener
GLOBAL,Mar 2022,2022-03-31,annual,21.0,-14.0,-4.0,3.0,screener
GLOBAL,Mar 2023,2023-03-31,annual,26.0,-16.0,-4.0,6.0,screener
GLOBAL,Mar 2024,2024-03-31,annual,22.0,-13.0,-10.0,-1.0,screener
GLOBAL,Mar 2025,2025-03-31,annual,24.0,-20.0,-7.0,-3.0,screener
GLOBAL,Mar 2026,2026-03-31,annual,18.0,-13.0,-5.0,-1.0,screener
GLOBUSSPR,Mar 2021,2021-03-31,annual,148.0,-87.0,-23.0,38.0,screener
GLOBUSSPR,Mar 2023,2023-03-31,annual,102.0,-197.0,71.0,-24.0,screener
GLOBUSSPR,Mar 2024,2024-03-31,annual,168.0,-163.0,-6.0,-1.0,screener
GLOBUSSPR,Mar 2025,2025-03-31,annual,67.0,-208.0,142.0,1.0,screener
GLOBUSSPR,Mar 2026,2026-03-31,annual,268.0,-185.0,-88.0,-5.0,screener
GMBREW,Mar 2025,2025-03-31,annual,162.0,-149.0,-13.0,0.0,screener
GMBREW,Mar 2026,2026-03-31,annual,-96.0,114.0,-17.0,1.0,screener
GMDCLTD,Mar 2022,2022-03-31,annual,481.0,-674.0,-7.0,-199.0,screener
GMDCLTD,Mar 2023,2023-03-31,annual,933.0,-787.0,-137.0,8.0,screener
GMDCLTD,Mar 2024,2024-03-31,annual,110.0,254.0,-365.0,0.0,screener
GMDCLTD,Mar 2025,2025-03-31,annual,1059.0,-808.0,-183.0,68.0,screener
GMDCLTD,Mar 2026,2026-03-31,annual,744.0,-613.0,-154.0,-23.0,screener
GMMPFAUDLR,Mar 2022,2022-03-31,annual,236.0,-134.0,-55.0,47.0,screener
GMMPFAUDLR,Mar 2023,2023-03-31,annual,185.0,-294.0,130.0,21.0,screener
GMMPFAUDLR,Mar 2024,2024-03-31,annual,284.0,-32.0,-244.0,8.0,screener
GMMPFAUDLR,Mar 2025,2025-03-31,annual,378.0,-52.0,-201.0,125.0,screener
GMMPFAUDLR,Mar 2026,2026-03-31,annual,389.0,-154.0,-44.0,191.0,screener
GMRAIRPORT,Mar 2022,2022-03-31,annual,3256.0,-2043.0,-3894.0,-2681.0,screener
GMRAIRPORT,Mar 2023,2023-03-31,annual,2199.0,-2310.0,1731.0,1620.0,screener
GMRAIRPORT,Mar 2024,2024-03-31,annual,3880.0,-5792.0,467.0,-1445.0,screener
GMRAIRPORT,Mar 2025,2025-03-31,annual,3443.0,-3673.0,-1010.0,-1241.0,screener
GMRAIRPORT,Mar 2026,2026-03-31,annual,4884.0,-3577.0,-1238.0,69.0,screener
GMRP&UI,Mar 2022,2022-03-31,annual,1215.0,1267.0,-2213.0,269.0,screener
GMRP&UI,Mar 2023,2023-03-31,annual,1230.0,3120.0,-3840.0,510.0,screener
GMRP&UI,Mar 2024,2024-03-31,annual,1690.0,-902.0,-1324.0,-535.0,screener
GMRP&UI,Mar 2025,2025-03-31,annual,2833.0,-157.0,-2417.0,259.0,screener
GMRP&UI,Mar 2026,2026-03-31,annual,1260.0,-809.0,-583.0,-132.0,screener
GNA,Mar 2022,2022-03-31,annual,41.0,-46.0,4.0,0.0,screener
GNA,Mar 2023,2023-03-31,annual,105.0,-66.0,-39.0,0.0,screener
GNA,Mar 2024,2024-03-31,annual,98.0,-86.0,-13.0,0.0,screener
GNA,Mar 2025,2025-03-31,annual,92.0,-111.0,26.0,7.0,screener
GNA,Mar 2026,2026-03-31,annual,214.0,-155.0,-66.0,-7.0,screener
GNFC,Mar 2022,2022-03-31,annual,1967.0,-1899.0,-130.0,-62.0,screener
GNFC,Mar 2023,2023-03-31,annual,1373.0,-1229.0,-160.0,-16.0,screener
GNFC,Mar 2024,2024-03-31,annual,31.0,1235.0,-1281.0,-14.0,screener
GNFC,Mar 2025,2025-03-31,annual,605.0,-466.0,-262.0,-123.0,screener
GNFC,Mar 2026,2026-03-31,annual,654.0,-231.0,-269.0,154.0,screener
GNRL,Mar 2022,2022-03-31,annual,-17.78,-1.12,17.49,-1.41,screener
GNRL,Mar 2023,2023-03-31,annual,8.86,-11.21,3.52,1.16,screener
GNRL,Mar 2024,2024-03-31,annual,-2.03,0.72,0.74,-0.58,screener
GNRL,Mar 2025,2025-03-31,annual,-30.43,-2.09,33.9,1.38,screener
GNRL,Mar 2026,2026-03-31,annual,66.91,-77.63,6.0,-4.73,screener
GOCLCORP,Mar 2022,2022-03-31,annual,-62.0,-322.0,387.0,4.0,screener
GOCLCORP,Mar 2023,2023-03-31,annual,-77.0,173.0,-90.0,6.0,screener
GOCLCORP,Mar 2024,2024-03-31,annual,40.0,734.0,-800.0,-26.0,screener
GOCLCORP,Mar 2025,2025-03-31,annual,16.0,222.0,-230.0,8.0,screener
GOCLCORP,Mar 2026,2026-03-31,annual,-34.0,1082.0,-1046.0,2.0,screener
GOCOLORS,Mar 2016,2016-03-31,annual,-21.0,16.0,16.0,11.0,screener
GOCOLORS,Mar 2017,2017-03-31,annual,3.0,-12.0,0.0,-9.0,screener
GOCOLORS,Mar 2018,2018-03-31,annual,-8.0,-86.0,99.0,5.0,screener
GODAVARIB,Mar 2022,2022-03-31,annual,45.0,-48.0,6.0,3.0,screener
GODAVARIB,Mar 2023,2023-03-31,annual,197.0,-214.0,28.0,11.0,screener
GODAVARIB,Mar 2024,2024-03-31,annual,185.0,-44.0,-151.0,-10.0,screener
GODAVARIB,Mar 2025,2025-03-31,annual,6.0,-69.0,64.0,1.0,screener
GODAVARIB,Mar 2026,2026-03-31,annual,171.0,-163.0,-6.0,3.0,screener
GODFRYPHLP,Mar 2022,2022-03-31,annual,479.0,-234.0,-238.0,6.0,screener
GODFRYPHLP,Mar 2023,2023-03-31,annual,736.0,-541.0,-206.0,-11.0,screener
GODFRYPHLP,Mar 2024,2024-03-31,annual,290.0,55.0,-359.0,-13.0,screener
GODFRYPHLP,Mar 2025,2025-03-31,annual,107.0,402.0,-491.0,18.0,screener
GODFRYPHLP,Mar 2026,2026-03-31,annual,518.0,27.0,-619.0,-73.0,screener
GODREJAGRO,Mar 2022,2022-03-31,annual,-120.0,-208.0,311.0,-17.0,screener
GODREJAGRO,Mar 2023,2023-03-31,annual,874.0,-284.0,-594.0,-5.0,screener
GODREJAGRO,Mar 2024,2024-03-31,annual,678.0,-327.0,-328.0,23.0,screener
GODREJAGRO,Mar 2025,2025-03-31,annual,969.0,-82.0,-901.0,-13.0,screener
GODREJAGRO,Mar 2026,2026-03-31,annual,1281.0,-150.0,-869.0,262.0,screener
GODREJCP,Mar 2022,2022-03-31,annual,1451.0,-844.0,-380.0,227.0,screener
GODREJCP,Mar 2023,2023-03-31,annual,2151.0,-1754.0,-794.0,-398.0,screener
GODREJCP,Mar 2024,2024-03-31,annual,2070.0,-3431.0,1406.0,45.0,screener
GODREJCP,Mar 2025,2025-03-31,annual,2577.0,-343.0,-2181.0,52.0,screener
GODREJCP,Mar 2026,2026-03-31,annual,2488.0,355.0,-2388.0,456.0,screener
GODREJIND,Mar 2022,2022-03-31,annual,-1756.0,46.0,1916.0,206.0,screener
GODREJIND,Mar 2023,2023-03-31,annual,-4409.0,1851.0,3535.0,977.0,screener
GODREJIND,Mar 2024,2024-03-31,annual,-4284.0,-2646.0,7219.0,288.0,screener
GODREJIND,Mar 2025,2025-03-31,annual,-5151.0,-4562.0,10689.0,976.0,screener
GODREJIND,Mar 2026,2026-03-31,annual,-8855.0,244.0,8056.0,-555.0,screener
GODREJPROP,Mar 2022,2022-03-31,annual,-452.0,127.0,235.0,-90.0,screener
GODREJPROP,Mar 2023,2023-03-31,annual,-2861.0,2564.0,832.0,536.0,screener
GODREJPROP,Mar 2024,2024-03-31,annual,-693.0,-1974.0,3258.0,591.0,screener
GODREJPROP,Mar 2025,2025-03-31,annual,-2242.0,-4273.0,6710.0,194.0,screener
GODREJPROP,Mar 2026,2026-03-31,annual,-2003.0,664.0,938.0,-402.0,screener
GOENKA,Mar 2022,2022-03-31,annual,2.7,-0.29,-1.62,0.8,screener
GOENKA,Mar 2023,2023-03-31,annual,-0.55,-0.43,0.37,-0.62,screener
GOENKA,Mar 2024,2024-03-31,annual,0.1,0.0,-0.05,0.05,screener
GOENKA,Mar 2025,2025-03-31,annual,-0.02,0.0,0.01,-0.01,screener
GOENKA,Mar 2026,2026-03-31,annual,0.24,0.0,0.0,0.24,screener
GOKEX,Mar 2022,2022-03-31,annual,117.0,-52.0,-43.0,22.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2023,2023-03-31,annual,369.0,-291.0,-75.0,2.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2024,2024-03-31,annual,-177.0,-537.0,753.0,40.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2025,2025-03-31,annual,57.0,-420.0,473.0,110.0,screener_yfinance_fallback_normalized
GOKEX,Mar 2026,2026-03-31,annual,52.0,-286.0,203.0,-32.0,screener_yfinance_fallback_normalized
GOKULAGRO,Mar 2022,2022-03-31,annual,60.0,-46.0,60.0,74.0,screener
GOKULAGRO,Mar 2023,2023-03-31,annual,20.0,-199.0,143.0,-37.0,screener
GOKULAGRO,Mar 2024,2024-03-31,annual,355.0,-297.0,2.0,61.0,screener
GOKULAGRO,Mar 2025,2025-03-31,annual,467.0,-217.0,-247.0,4.0,screener
GOKULAGRO,Mar 2026,2026-03-31,annual,325.0,-186.0,-131.0,8.0,screener
GOLDIAM,Mar 2022,2022-03-31,annual,-10.0,95.0,-90.0,-5.0,screener
GOLDIAM,Mar 2023,2023-03-31,annual,65.0,-2.0,-31.0,32.0,screener
GOLDIAM,Mar 2024,2024-03-31,annual,107.0,-28.0,-54.0,26.0,screener
GOLDIAM,Mar 2025,2025-03-31,annual,-13.0,63.0,-13.0,37.0,screener
GOLDIAM,Mar 2026,2026-03-31,annual,24.0,-71.0,171.0,124.0,screener
GOLDSTAR,Mar 2025,2025-03-31,annual,9.0,0.0,-9.0,0.0,screener
GOLDSTAR,Mar 2026,2026-03-31,annual,-108.0,68.0,45.0,5.0,screener
GOODLUCK,Mar 2022,2022-03-31,annual,78.0,-85.0,6.0,-1.0,screener
GOODLUCK,Mar 2023,2023-03-31,annual,65.0,-78.0,13.0,0.0,screener
GOODLUCK,Mar 2024,2024-03-31,annual,-46.0,-186.0,337.0,104.0,screener
GOODLUCK,Mar 2025,2025-03-31,annual,158.0,-473.0,212.0,-103.0,screener
GOODLUCK,Mar 2026,2026-03-31,annual,200.0,-333.0,132.0,-1.0,screener
GPIL,Mar 2022,2022-03-31,annual,1330.0,-1095.0,-233.0,2.0,screener
GPIL,Mar 2023,2023-03-31,annual,962.0,-220.0,-246.0,496.0,screener
GPIL,Mar 2024,2024-03-31,annual,1044.0,-754.0,-679.0,-388.0,screener
GPIL,Mar 2025,2025-03-31,annual,895.0,-436.0,-250.0,210.0,screener
GPIL,Mar 2026,2026-03-31,annual,1157.0,-1336.0,156.0,-23.0,screener
GPPL,Mar 2022,2022-03-31,annual,380.0,-166.0,-220.0,-6.0,screener
GPPL,Mar 2023,2023-03-31,annual,370.0,-82.0,-273.0,15.0,screener
GPPL,Mar 2024,2024-03-31,annual,489.0,-111.0,-370.0,8.0,screener
GPPL,Mar 2025,2025-03-31,annual,446.0,-56.0,-401.0,-11.0,screener
GPPL,Mar 2026,2026-03-31,annual,510.0,-18.0,-495.0,-3.0,screener
GPTHEALTH,Mar 2020,2020-03-31,annual,41.0,-54.0,12.0,-1.0,screener
GPTHEALTH,Mar 2021,2021-03-31,annual,43.0,-16.0,-22.0,4.0,screener
GPTHEALTH,Mar 2022,2022-03-31,annual,66.0,-5.0,-57.0,3.0,screener
GPTINFRA,Mar 2022,2022-03-31,annual,72.0,-14.0,-58.0,1.0,screener
GPTINFRA,Mar 2023,2023-03-31,annual,119.0,-60.0,-56.0,3.0,screener
GPTINFRA,Mar 2024,2024-03-31,annual,113.0,-8.0,-108.0,-2.0,screener
GPTINFRA,Mar 2025,2025-03-31,annual,29.0,-74.0,51.0,6.0,screener
GPTINFRA,Mar 2026,2026-03-31,annual,64.0,-170.0,98.0,-8.0,screener
GRANULES,Mar 2022,2022-03-31,annual,332.0,-379.0,190.0,143.0,screener
GRANULES,Mar 2023,2023-03-31,annual,739.0,-192.0,-440.0,107.0,screener
GRANULES,Mar 2024,2024-03-31,annual,439.0,-358.0,8.0,90.0,screener
GRANULES,Mar 2025,2025-03-31,annual,867.0,-689.0,-93.0,85.0,screener
GRANULES,Mar 2026,2026-03-31,annual,793.0,-758.0,379.0,414.0,screener
GRAPHITE,Mar 2022,2022-03-31,annual,-488.0,222.0,105.0,-162.0,screener
GRAPHITE,Mar 2023,2023-03-31,annual,-160.0,328.0,-213.0,-45.0,screener
GRAPHITE,Mar 2024,2024-03-31,annual,680.0,-239.0,-427.0,14.0,screener
GRAPHITE,Mar 2025,2025-03-31,annual,500.0,-202.0,-226.0,72.0,screener
GRAPHITE,Mar 2026,2026-03-31,annual,82.0,-123.0,-47.0,-88.0,screener
GRASIM,Mar 2022,2022-03-31,annual,7038.0,-1053.0,-6733.0,-748.0,screener
GRASIM,Mar 2023,2023-03-31,annual,-12685.0,-13712.0,26469.0,72.0,screener
GRASIM,Mar 2024,2024-03-31,annual,-10719.0,-23114.0,33908.0,75.0,screener
GRASIM,Mar 2025,2025-03-31,annual,-17170.0,-23313.0,42978.0,2495.0,screener
GRASIM,Mar 2026,2026-03-31,annual,-17810.0,-17803.0,33523.0,-2090.0,screener
GRAVITA,Mar 2022,2022-03-31,annual,10.0,-69.0,72.0,12.0,screener
GRAVITA,Mar 2023,2023-03-31,annual,200.0,-105.0,-87.0,7.0,screener
GRAVITA,Mar 2024,2024-03-31,annual,42.0,-158.0,121.0,5.0,screener
GRAVITA,Mar 2025,2025-03-31,annual,282.0,-864.0,640.0,59.0,screener
GRAVITA,Mar 2026,2026-03-31,annual,169.0,-364.0,178.0,-17.0,screener
GREAVESCOT,Mar 2022,2022-03-31,annual,-56.0,-238.0,210.0,-84.0,screener
GREAVESCOT,Mar 2023,2023-03-31,annual,-135.0,-758.0,889.0,-4.0,screener
GREAVESCOT,Mar 2024,2024-03-31,annual,-153.0,246.0,-32.0,61.0,screener
GREAVESCOT,Mar 2025,2025-03-31,annual,-23.0,50.0,-40.0,-13.0,screener
GREAVESCOT,Mar 2026,2026-03-31,annual,33.0,-99.0,123.0,56.0,screener
GREENLAM,Mar 2022,2022-03-31,annual,71.0,-136.0,62.0,-3.0,screener
GREENLAM,Mar 2023,2023-03-31,annual,169.0,-535.0,366.0,0.0,screener
GREENLAM,Mar 2024,2024-03-31,annual,194.0,-527.0,350.0,17.0,screener
GREENLAM,Mar 2025,2025-03-31,annual,205.0,-167.0,-28.0,10.0,screener
GREENLAM,Mar 2026,2026-03-31,annual,292.0,-80.0,-191.0,21.0,screener
GREENPANEL,Mar 2020,2020-03-31,annual,100.0,-22.0,-86.0,-8.0,screener
GREENPANEL,Mar 2021,2021-03-31,annual,155.0,-11.0,-142.0,2.0,screener
GREENPANEL,Mar 2022,2022-03-31,annual,366.0,-136.0,-185.0,44.0,screener
GREENPANEL,Mar 2023,2023-03-31,annual,337.0,-248.0,-134.0,-44.0,screener
GREENPANEL,Mar 2024,2024-03-31,annual,135.0,-158.0,50.0,27.0,screener
GREENPLY,Mar 2022,2022-03-31,annual,92.0,-130.0,80.0,42.0,screener
GREENPLY,Mar 2023,2023-03-31,annual,62.0,-410.0,318.0,-30.0,screener
GREENPLY,Mar 2024,2024-03-31,annual,111.0,-144.0,47.0,14.0,screener
GREENPLY,Mar 2025,2025-03-31,annual,219.0,-147.0,-83.0,-11.0,screener
GREENPLY,Mar 2026,2026-03-31,annual,247.0,-152.0,-78.0,16.0,screener
GRINDWELL,Mar 2022,2022-03-31,annual,187.0,-54.0,-114.0,19.0,screener
GRINDWELL,Mar 2023,2023-03-31,annual,393.0,-251.0,-140.0,1.0,screener
GRINDWELL,Mar 2024,2024-03-31,annual,368.0,-184.0,-175.0,9.0,screener
GRINDWELL,Mar 2025,2025-03-31,annual,458.0,-215.0,-221.0,22.0,screener
GRINDWELL,Mar 2026,2026-03-31,annual,542.0,-315.0,-215.0,12.0,screener
GRINFRA,Mar 2022,2022-03-31,annual,166.0,-257.0,311.0,220.0,screener
GRINFRA,Mar 2023,2023-03-31,annual,-363.0,-9.0,-20.0,-393.0,screener
GRINFRA,Mar 2024,2024-03-31,annual,-1590.0,793.0,1120.0,323.0,screener
GRINFRA,Mar 2025,2025-03-31,annual,-2032.0,433.0,1724.0,126.0,screener
GRINFRA,Mar 2026,2026-03-31,annual,-2811.0,1623.0,1523.0,334.0,screener
GROWW,Mar 2022,2022-03-31,annual,-349.0,-1512.0,1874.0,14.0,screener
GROWW,Mar 2023,2023-03-31,annual,548.0,-363.0,-5.0,179.0,screener
GROWW,Mar 2024,2024-03-31,annual,885.0,-910.0,4.0,-21.0,screener
GROWW,Mar 2025,2025-03-31,annual,-962.0,140.0,876.0,53.0,screener
GROWW,Mar 2026,2026-03-31,annual,-21.0,-1351.0,2175.0,804.0,screener
GRWRHITECH,Mar 2022,2022-03-31,annual,172.0,-141.0,6.0,37.0,screener
GRWRHITECH,Mar 2023,2023-03-31,annual,218.0,-168.0,-89.0,-39.0,screener
GRWRHITECH,Mar 2024,2024-03-31,annual,172.0,46.0,-169.0,48.0,screener
GRWRHITECH,Mar 2025,2025-03-31,annual,330.0,-275.0,-52.0,2.0,screener
GRWRHITECH,Mar 2026,2026-03-31,annual,275.0,-208.0,-60.0,8.0,screener
GSFC,Mar 2022,2022-03-31,annual,237.0,-18.0,-126.0,92.0,screener
GSFC,Mar 2023,2023-03-31,annual,924.0,-39.0,-114.0,770.0,screener
GSFC,Mar 2024,2024-03-31,annual,-268.0,106.0,-403.0,-566.0,screener
GSFC,Mar 2025,2025-03-31,annual,83.0,-172.0,-159.0,-247.0,screener
GSFC,Mar 2026,2026-03-31,annual,136.0,-46.0,-184.0,-94.0,screener
GSPCROP,Mar 2022,2022-03-31,annual,-43.0,-42.0,157.0,71.0,screener
GSPCROP,Mar 2023,2023-03-31,annual,104.0,-47.0,-159.0,-102.0,screener
GSPCROP,Mar 2024,2024-03-31,annual,207.0,-19.0,-178.0,10.0,screener
GSPCROP,Mar 2025,2025-03-31,annual,38.0,-80.0,30.0,-12.0,screener
GSPCROP,Mar 2026,2026-03-31,annual,59.0,-75.0,152.0,137.0,screener
GUFICBIO,Mar 2024,2024-03-31,annual,-7.0,-102.0,82.0,-27.0,screener
GUFICBIO,Mar 2025,2025-03-31,annual,123.0,-71.0,-37.0,15.0,screener
GUFICBIO,Mar 2026,2026-03-31,annual,45.0,-31.0,32.0,46.0,screener
GUJALKALI,Mar 2022,2022-03-31,annual,735.0,-804.0,12.0,-58.0,screener
GUJALKALI,Mar 2023,2023-03-31,annual,960.0,-662.0,-140.0,158.0,screener
GUJALKALI,Mar 2024,2024-03-31,annual,67.0,-90.0,-277.0,-301.0,screener
GUJALKALI,Mar 2025,2025-03-31,annual,381.0,-264.0,-145.0,-28.0,screener
GUJALKALI,Mar 2026,2026-03-31,annual,406.0,-228.0,-150.0,28.0,screener
GUJGASLTD,Mar 2022,2022-03-31,annual,1662.0,-1294.0,-628.0,-260.0,screener
GUJGASLTD,Mar 2023,2023-03-31,annual,2375.0,-1039.0,-678.0,658.0,screener
GUJGASLTD,Mar 2024,2024-03-31,annual,1634.0,-879.0,-514.0,241.0,screener
GUJGASLTD,Mar 2025,2025-03-31,annual,1806.0,-1921.0,-474.0,-589.0,screener
GUJGASLTD,Mar 2026,2026-03-31,annual,2721.0,-2097.0,-417.0,206.0,screener
GULFOILLUB,Mar 2022,2022-03-31,annual,-24.0,-17.0,98.0,57.0,screener
GULFOILLUB,Mar 2023,2023-03-31,annual,273.0,30.0,-202.0,102.0,screener
GULFOILLUB,Mar 2024,2024-03-31,annual,341.0,-51.0,-238.0,53.0,screener
GULFOILLUB,Mar 2025,2025-03-31,annual,395.0,77.0,-150.0,323.0,screener
GULFOILLUB,Mar 2026,2026-03-31,annual,350.0,11.0,-251.0,110.0,screener
GULPOLY,Mar 2022,2022-03-31,annual,61.0,-136.0,170.0,95.0,screener
GULPOLY,Mar 2023,2023-03-31,annual,15.0,-247.0,124.0,-107.0,screener
GULPOLY,Mar 2024,2024-03-31,annual,66.0,-158.0,88.0,-4.0,screener
GULPOLY,Mar 2025,2025-03-31,annual,42.0,-54.0,13.0,1.0,screener
GVPIL,Mar 2022,2022-03-31,annual,49.0,-5.0,-79.0,-35.0,screener
GVPIL,Mar 2023,2023-03-31,annual,90.0,6.0,-48.0,48.0,screener
GVPIL,Mar 2024,2024-03-31,annual,182.0,-3.0,-226.0,-47.0,screener
GVPIL,Mar 2025,2025-03-31,annual,379.0,56.0,-128.0,308.0,screener
GVPIL,Mar 2026,2026-03-31,annual,469.0,-436.0,-47.0,-14.0,screener
GVT&D,Dec 2010,2010-12-31,annual,108.0,-113.0,-7.0,-13.0,screener
HAL,Mar 2022,2022-03-31,annual,10033.0,-12760.0,-1349.0,-4076.0,screener
