SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,ENHANCED_FUND_SCORE,TREND_SIGNAL,TRADING_SIGNAL
PGEL,PGEL,MID_CAP,609.25,-0.85,-2.47,4.15,30.7,47.6,,7,8,,STRONG_BULLISH,SELL
NATCOPHARM,NATCOPHARM,LARGE_CAP,1019.7,1.89,4.89,23.01,30.7,84.6,,13,8,,STRONG_BULLISH,SELL
BANDHANBNK,BANDHANBNK,MICRO_CAP,183.03,-1.08,-1.65,15.99,30.7,70.2,,13,8,,BULLISH,SELL
SKYGOLD,SKYGOLD,MICRO_CAP,338.85,1.71,-5.9,8.03,30.7,28.7,,8,11,,STRONG_BULLISH,SELL
AVANTIFEED,AVANTIFEED,SMALL_CAP,1165.1,-3.89,-12.76,7.76,30.7,18.5,,15,6,,STRONG_BULLISH,SELL
JSWSTEEL,JSW Steel Limited,LARGE_CAP,1233.7,-1.15,-3.66,-0.49,30.7,50.4,,8,6,,STRONG_BULLISH,SELL
TVSMOTOR,TVS Motor Company Limited,LARGE_CAP,3784.0,-0.9,-4.3,1.92,30.7,44.1,,6,8,,STRONG_BULLISH,SELL
GROWWLIQID,GROWWLIQID,MICRO_CAP,108.13,0.04,0.12,0.37,30.7,100.0,,6,12,,STRONG_BULLISH,SELL
ONESOURCE,ONESOURCE,MID_CAP,1480.5,3.95,11.93,27.4,30.7,76.4,,9,11,,STRONG_BEARISH,SELL
TRIVENI,TRIVENI,MICRO_CAP,390.55,-1.85,-1.26,4.45,30.0,54.1,,7,6,,STRONG_BULLISH,SELL
LGEINDIA,LGEINDIA,MID_CAP,1579.7,-0.01,1.3,4.1,30.0,66.9,,3,10,,BULLISH,SELL
MFSL,MFSL,LARGE_CAP,1701.5,-2.69,-8.37,0.0,30.0,29.2,,2,6,,STRONG_BULLISH,SELL
GRASIM,GRASIM,LARGE_CAP,2718.4,-0.21,-5.07,-5.08,30.0,31.6,,5,8,,STRONG_BULLISH,SELL
