"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN"
787,"YASHO","YASHO INDUSTRIES LIMITED","MICRO_CAP",1816.1,-4.04,6.8,-7.79,33.3,49,"BEARISH",-2.52,5,6,0,NA,NA,NA,NA,NA,66200179.1,"SELL","2025-08-29",1,0.333,0.3,0.5232,0.61856,-0.07848,6,-0.136061026352288
798,"DHANUKA","DHANUKA AGRITECH LTD","MICRO_CAP",1600.1,1.79,-0.26,-15.4,33.3,44.1,"BEARISH",-0.95,0,13,0,NA,NA,NA,NA,NA,63033416.1,"SELL","2025-08-29",1,0.333,0.3,0.5232,0.61856,-0.07848,6,-0.136061026352288
814,"PNGJL","P N GADGIL JEWELLERS LTD","MICRO_CAP",572.15,0.98,-1.73,-2.56,33.3,48,"BULLISH",2.54,1,12,0,NA,NA,NA,NA,NA,58867501.5,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
815,"HIRECT","HIND RECTIFIER LIMITED","MICRO_CAP",1510.2,-1.83,-8.64,-22.61,33.3,38.6,"BULLISH",21.58,8,0,0,NA,NA,NA,NA,NA,58404984.2,"SELL","2025-08-29",0.7,0.333,1,0.6432,0.71456,-0.09648,7,-0.211208406304729
956,"KIRLOSIND","KIRLOSKAR INDUSTRIES LTD","MICRO_CAP",3687.1,-2.21,-4.08,-12.92,33.3,30.2,"BEARISH",4.71,2,10,0,NA,NA,NA,NA,NA,36129371.8,"SELL","2025-08-29",0.7,0.333,0.5,0.4932,0.59456,-0.07398,6,-0.121918259723138
958,"EPIGRAL","EPIGRAL LIMITED","MICRO_CAP",1811.4,-0.4,-1.84,-13.28,33.3,45.3,"BULLISH",5.24,3,10,0,NA,NA,NA,NA,NA,35886663.6,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
981,"INGERRAND","INGERSOLL-RAND INDIA LTD","MICRO_CAP",3807.6,1.27,0.84,-2.93,33.3,52.1,"BULLISH",1.85,1,9,0,NA,NA,NA,NA,NA,33709581,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
1030,"JAGSNPHARM","JAGSONPAL PHARMACEUTICALS","MICRO_CAP",233.85,0.54,-0.51,-17.24,33.3,39.1,"BULLISH",8.12,3,11,0,NA,NA,NA,NA,NA,27344248.7,"SELL","2025-08-29",0.7,0.333,0.5,0.4932,0.59456,-0.07398,6,-0.121918259723138
1239,"AUTOAXLES","AUTOMOTIVE AXLES LIMITED","MICRO_CAP",1731.3,1.36,-2.14,-6.86,33.3,47.5,"BEARISH",-0.98,0,10,15,58.77,53.91,65,57.5,63,13838990.8,"SELL","2025-08-29",1,0.333,0.3,0.5232,0.61856,-0.07848,6,-0.136061026352288
1252,"DALMIASUG","DALMIA BHARAT SUG IN LTD","MICRO_CAP",375.2,-0.23,-1.64,0.31,33.3,51.9,"BEARISH",-4.81,1,8,20,69.58,73.7,84,58.64,49.17,13107266.1,"SELL","2025-08-29",1,0.333,0.3,0.5232,0.61856,-0.07848,6,-0.136061026352288
1369,"DEN","DEN NETWORKS LTD","MICRO_CAP",35.04,-0.74,-3.79,-6.88,33.3,38.2,"BEARISH",2.96,1,8,15,52.64,53.1,47,55.5,57,8510719.69,"SELL","2025-08-29",0.7,0.333,0.5,0.4932,0.59456,-0.07398,6,-0.121918259723138
1427,"SGIL","SYNERGY GREEN IND. LTD","MICRO_CAP",533.5,-1.46,-5.48,2.36,33.3,47.9,"STRONG_BULLISH",2.48,2,10,0,NA,NA,NA,NA,NA,6447561.15,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
1692,"RVHL","RAVINDER HEIGHTS LIMITED","MICRO_CAP",46.8,1.98,6.36,11.61,33.3,58.8,"BEARISH",-5.51,6,13,0,NA,NA,NA,NA,NA,1827196.89,"SELL","2025-08-29",1,0.333,0.3,0.5232,0.61856,-0.07848,6,-0.136061026352288
1707,"GTPL","GTPL HATHWAY LIMITED","MICRO_CAP",115.25,2.12,-1.45,-2.37,33.3,45.3,"BEARISH",6.2,3,10,0,NA,NA,NA,NA,NA,1667100.01,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
1729,"BBETF0432","EDELAMC - BBETF0432","MICRO_CAP",1281.59,-0.16,-0.11,-0.31,33.3,44.6,"BULLISH",3.51,1,12,0,10,10,10,10,10,1506142.77,"SELL","2025-08-29",1,0.333,0.5,0.5832,0.66656,-0.08748,7,-0.169272445820433
1934,"ASHOKAMET","ASHOKA METCAST LIMITED","MICRO_CAP",16.42,0.61,-3.98,-11.63,33.3,39.8,"BEARISH",-1.07,0,8,25,72.83,78.26,86,61.36,51.67,384232.59,"SELL","2025-08-29",0.7,0.333,0.3,0.4332,0.54656,-0.06498,5,-0.0974505098980204
1977,"ASPINWALL","ASPINWALL & CO LTD","MICRO_CAP",266.05,-0.56,-2.15,-7.24,33.3,38,"BEARISH",-2.54,0,12,20,68.53,74.35,76,58.64,53.75,256841.55,"SELL","2025-08-29",0.7,0.333,0.3,0.4332,0.54656,-0.06498,5,-0.0974505098980204
60,"JINDWORLD","JINDAL WORLDWIDE LTD","MID_CAP",37.19,7.55,3.02,-9.31,32.7,42.8,"STRONG_BEARISH",-31.73,5,16,0,NA,NA,NA,NA,NA,1941293884.1,"SELL","2025-08-29",1,0.327,0.3,0.5208,0.61664,-0.07812,6,-0.134875690607735
126,"NIFTYBEES","NIP IND ETF NIFTY BEES","MID_CAP",276.06,-0.31,-1.67,-1.45,32.7,39.3,"BULLISH",2.8,2,8,0,NA,NA,NA,NA,NA,1172224258.4,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
393,"GRMOVER","GRM OVERSEAS LIMITED","MICRO_CAP",366.15,0.04,-2.29,-1.78,32.7,47.4,"BULLISH",2.58,1,13,0,NA,NA,NA,NA,NA,276461110.35,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
448,"NETWORK18","NETWORK18 MEDIA & INV LTD","MICRO_CAP",52.83,0.15,-5.69,-5.95,32.7,36.8,"BEARISH",3.5,1,7,0,NA,NA,NA,NA,NA,219994255.23,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
526,"SKFINDIA","SKF INDIA LTD","MICRO_CAP",4440,-1.16,-1.47,-9.5,32.7,34.4,"BEARISH",-0.41,1,12,0,NA,NA,NA,NA,NA,166071550.7,"SELL","2025-08-29",0.7,0.327,0.3,0.4308,0.54464,-0.06462,5,-0.0965630603705917
548,"SETFNIF50","SBI-ETF NIFTY 50","MICRO_CAP",260.99,-0.31,-1.68,-1.45,32.7,39.4,"BULLISH",2.81,2,8,0,NA,NA,NA,NA,NA,151549877.02,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
727,"JSFB","JANA SMALL FIN BANK LTD","MICRO_CAP",490.65,-0.01,-1.14,5.82,32.7,57,"BEARISH",2.77,4,8,0,NA,NA,NA,NA,NA,82197811.75,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
829,"NIFTYETF","MIRAEAMC - MAN50ETF","MICRO_CAP",263.77,-0.16,-1.7,-1.36,32.7,39.8,"BULLISH",2.81,2,8,0,NA,NA,NA,NA,NA,55893869.01,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
847,"ADSL","ALLIED DIGITAL SERV. LTD","MICRO_CAP",163.92,3.21,4.38,1.27,32.7,48.8,"STRONG_BEARISH",-5.6,1,18,0,10,10,10,10,10,52081530.6,"SELL","2025-08-29",1,0.327,0.3,0.5208,0.61664,-0.07812,6,-0.134875690607735
868,"DCW","DCW LTD","MICRO_CAP",72.65,-0.9,-8.73,-7.57,32.7,39.1,"BEARISH",0.12,1,6,20,64.46,66.22,74.6,56.14,54,48345606.6,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
936,"AARTIDRUGS","AARTI DRUGS LTD.","MICRO_CAP",469.55,-0.17,-2.79,-10.09,32.7,41,"BEARISH",8.77,4,6,0,27.96,23.33,35,41.88,10,38953251.1,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1012,"SETFNN50","SBI-ETF NIFTY NEXT 50","MICRO_CAP",700.6,-0.35,-2.65,-1.95,32.7,37.8,"BULLISH",2.61,2,8,0,NA,NA,NA,NA,NA,28663021.09,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
1171,"NPST","NETWORK PEOPLE SRV TECH L","MICRO_CAP",2136.9,-1.88,-8.79,3.13,32.7,49.2,"BULLISH",6.32,4,6,0,NA,NA,NA,NA,NA,17192583.5,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1178,"HDFCNIFTY","HDFCAMC - HDFCNIFTY","MICRO_CAP",273.04,-0.31,-1.83,-1.43,32.7,38.9,"BULLISH",2.68,2,8,0,NA,NA,NA,NA,NA,16788415.5,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
1340,"SOTL","SAVITA OIL TECHNOLO. LTD","MICRO_CAP",408.9,1.09,0.41,0.63,32.7,49.9,"BEARISH",1.66,2,12,0,NA,NA,NA,NA,NA,9568719.2,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1403,"JAGRAN","JAGRAN PRAKASHAN LIMITED","MICRO_CAP",71.77,1.27,-1.17,-3.07,32.7,45.7,"BEARISH",3.3,1,8,0,NA,NA,NA,NA,NA,7213573.23,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1449,"TOUCHWOOD","TOUCHWOOD ENTERTAIN LTD.","MICRO_CAP",104.13,4.09,-6.53,7.47,32.7,52.7,"NEUTRAL",-9.41,6,12,0,NA,NA,NA,NA,NA,5963067.14,"SELL","2025-08-29",1,0.327,0.3,0.5208,0.61664,-0.07812,6,-0.134875690607735
1540,"SATIA","SATIA INDUSTRIES LIMITED","MICRO_CAP",81.65,-1.83,-2.55,-2.75,32.7,44.6,"BULLISH",5.4,3,6,0,NA,NA,NA,NA,NA,3829572.96,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1555,"DENORA","DE NORA INDIA LIMITED","MICRO_CAP",835.95,0.01,-5.11,-13.86,32.7,41,"BULLISH",0.23,1,9,0,NA,NA,NA,NA,NA,3587340,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1704,"STEELCITY","STEEL CITY SECURITIES LTD","MICRO_CAP",102.86,-1.11,-2.16,-5.32,32.7,41.3,"BULLISH",2.93,1,6,0,NA,NA,NA,NA,NA,1689205.89,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1919,"CELEBRITY","CELEBRITY FASHIONS LTD","MICRO_CAP",12.46,-2.2,-4.74,-7.5,32.7,45,"BEARISH",-1.31,0,8,20,69.76,73.04,86,57.73,50,445706.23,"SELL","2025-08-29",1,0.327,0.3,0.5208,0.61664,-0.07812,6,-0.134875690607735
1936,"EQUAL50ADD","DSPAMC - DSPNEWETF","MICRO_CAP",322.63,-0.15,-1.42,0.53,32.7,45.8,"BULLISH",3.9,2,10,0,NA,NA,NA,NA,NA,383650.55,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1937,"UTISXN50","UTIAMC - UTISXN50","MICRO_CAP",87.62,-0.25,-2.6,-1.51,32.7,39.6,"BULLISH",1.9,2,8,0,NA,NA,NA,NA,NA,377717.99,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
1942,"RETAIL","JHS SVENDGAARD RETAIL V L","MICRO_CAP",36.1,-6.79,-11,4.24,32.7,41,"BULLISH",2.38,2,6,0,NA,NA,NA,NA,NA,367288.73,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1952,"SBIBPB","SBIAMC - SBIBPB","MICRO_CAP",38.9,-1.34,-4.61,-3.43,32.7,30.9,"BULLISH",0.35,2,6,0,NA,NA,NA,NA,NA,338866.38,"SELL","2025-08-29",0.7,0.327,0.5,0.4908,0.59264,-0.07362,6,-0.120847012475378
1958,"SBIETFQLTY","SBIAMC - SBIETFQLTY","MICRO_CAP",220.36,0.07,-0.57,1.1,32.7,48.6,"BULLISH",2.58,2,10,0,NA,NA,NA,NA,NA,309799.95,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
1960,"AROGRANITE","ARO GRANITE IND. LTD.","MICRO_CAP",35.33,-0.31,-0.93,-5.31,32.7,40.1,"BEARISH",-9.19,0,10,15,58.63,55.87,73,55.45,46.25,304763.75,"SELL","2025-08-29",1,0.327,0.3,0.5208,0.61664,-0.07812,6,-0.134875690607735
1973,"GROWWLOVOL","GROWWAMC - GROWWLOVOL","MICRO_CAP",10.09,-0.2,-1.08,1.1,32.7,51.9,"NEUTRAL",4.48,2,12,0,NA,NA,NA,NA,NA,267276.36,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
2031,"MAHESHWARI","MAHESHWARI LOGISTICS LTD.","MICRO_CAP",58.83,-1.19,-0.31,-2.62,32.7,42.4,"BEARISH",5.71,3,12,0,NA,NA,NA,NA,NA,96453.06,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
2038,"BBNPNBETF","BARODABNP - BBNPNBETF","MICRO_CAP",54.2,-0.26,-2.32,-3.71,32.7,29.6,"BEARISH",1.01,6,6,0,10,10,10,10,10,90352.51,"SELL","2025-08-29",0.3,0.327,0.5,0.3708,0.49664,-0.05562,5,-0.0762753702687877
2045,"IVZINNIFTY","INVESCO INDIA NIFTY ETF","MICRO_CAP",2780.61,-0.51,NA,-1.55,32.7,42.1,"BEARISH",1.92,1,6,0,NA,NA,NA,NA,NA,72473.53,"SELL","2025-08-29",1,0.327,0.5,0.5808,0.66464,-0.08712,7,-0.167796610169492
102,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",126.98,-2.19,-3.22,4.17,32,34.1,"BEARISH",-42.15,1,10,25,71.08,74.57,82,59.41,59.17,1368412219.84,"SELL","2025-08-29",0.7,0.32,0.3,0.428,0.5424,-0.0642,5,-0.0955357142857143
509,"RIIL","RELIANCE INDUSTRIAL INFRA","MICRO_CAP",880.1,0.19,-2.7,-0.63,32,47.2,"BULLISH",-4.7,3,11,0,NA,NA,NA,NA,NA,174944848.8,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
667,"JLHL","JUPITER LIFE LINE HOSP L","MICRO_CAP",1410.4,0.17,0.38,-2.01,32,44.8,"STRONG_BEARISH",-2.83,1,15,0,NA,NA,NA,NA,NA,100429476.6,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
707,"SMSPHARMA","SMS PHARMACEUTICALS LTD.","MICRO_CAP",236.85,4.91,-0.21,-0.08,32,52.4,"BEARISH",-1.13,5,10,0,NA,NA,NA,NA,NA,85997564.02,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
728,"63MOONS","63 MOONS TECHNOLOGIES LTD","MICRO_CAP",904.5,-1.75,-5.8,-9.12,32,36.3,"BEARISH",0.74,1,6,15,58.48,63.33,60,54.74,48,82033657.2,"SELL","2025-08-29",0.7,0.32,0.5,0.488,0.5904,-0.0732,6,-0.119607843137255
801,"PARAGMILK","PARAG MILK FOODS LTD.","MICRO_CAP",226.78,-1.64,-3.91,-8.47,32,45.4,"BEARISH",8.05,3,6,0,NA,NA,NA,NA,NA,62722155.22,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
878,"DBL","DILIP BUILDCON LIMITED","MICRO_CAP",465.55,0.03,-0.74,-3.26,32,42.5,"BULLISH",-4.72,0,11,15,59.47,55.65,67,57.27,60,46590773.15,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
975,"MOM100","MOTILAL OS MIDCAP100 ETF","MICRO_CAP",60.01,-0.56,-3.18,-3.69,32,35.5,"BULLISH",-0.25,3,6,0,NA,NA,NA,NA,NA,33896789.38,"SELL","2025-08-29",0.7,0.32,0.3,0.428,0.5424,-0.0642,5,-0.0955357142857143
1038,"SUPRAJIT","SUPRAJIT ENGINEERING LTD","MICRO_CAP",452.2,-0.18,-0.62,-1.64,32,50,"BULLISH",1.97,1,10,0,NA,NA,NA,NA,NA,26543543.85,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1083,"ORCHPHARMA","ORCHID PHARMA LIMITED","MICRO_CAP",734.05,-1.73,-4.94,4.1,32,44.9,"BEARISH",9.76,5,8,0,NA,NA,NA,NA,NA,22681121.6,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1110,"BIRLAMONEY","ADITYA BIRLA MONEY LTD","MICRO_CAP",179.88,-1.28,3.79,7.47,32,55.6,"NEUTRAL",4.09,4,8,0,10,10,10,10,10,20789101.05,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1162,"TCI","TRANSPORT CORPN OF INDIA","MICRO_CAP",1139.3,0.34,-1.44,-4.64,32,43.4,"BEARISH",5.32,3,8,0,NA,NA,NA,NA,NA,17951326.9,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1177,"FINIETF","ICICIPRAMC-ICICIFIN","MICRO_CAP",28.83,-0.38,-4.16,-3.26,32,33.4,"BULLISH",-0.58,3,6,0,NA,NA,NA,NA,NA,16988264.59,"SELL","2025-08-29",0.7,0.32,0.3,0.428,0.5424,-0.0642,5,-0.0955357142857143
1234,"PRSMJOHNSN","PRISM JOHNSON LIMITED","MICRO_CAP",146.11,-0.84,-2.22,-8.08,32,42.5,"BULLISH",0.17,1,10,0,NA,NA,NA,NA,NA,14062699.71,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1280,"CARRARO","CARRARO INDIA LIMITED","MICRO_CAP",410.8,0.09,-3.66,-14.71,32,37.4,"BEARISH",-2.34,0,10,20,61.57,57.17,71,57.5,63,11957239.65,"SELL","2025-08-29",0.7,0.32,0.3,0.428,0.5424,-0.0642,5,-0.0955357142857143
1379,"VAISHALI","VAISHALI PHARMA LIMITED","MICRO_CAP",12.24,-0.81,0.25,-1.53,32,47.9,"BEARISH",2.29,2,8,0,NA,NA,NA,NA,NA,8032149.52,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1424,"KRITIKA","KRITIKA WIRES LIMITED","MICRO_CAP",9.25,19.97,3.82,-3.75,32,53.4,"BEARISH",-4.84,5,10,0,NA,NA,NA,NA,NA,6566120.83,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
1440,"EIHAHOTELS","EIH ASSOCIATED HOTELS LTD","MICRO_CAP",378.75,0.24,-5.8,-2.61,32,44.2,"STRONG_BULLISH",4.75,1,10,0,NA,NA,NA,NA,NA,6215054.35,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1526,"SETF10GILT","SBIAMC - SETF10GILT","MICRO_CAP",255.98,0.17,-0.31,-0.64,32,42.9,"BEARISH",2.65,2,12,0,NA,NA,NA,NA,NA,3990127.38,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1565,"NOVAAGRI","NOVA AGRITECH LIMITED","MICRO_CAP",50.77,-0.1,-2.76,-10,32,42.9,"BEARISH",6.58,3,8,0,NA,NA,NA,NA,NA,3498101.15,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1637,"NIFTY50ADD","DSPAMC - DSPN50ETF","MICRO_CAP",255.22,-0.22,-1.64,-1.47,32,39.9,"BULLISH",2.62,1,8,0,NA,NA,NA,NA,NA,2425306.94,"SELL","2025-08-29",0.7,0.32,0.5,0.488,0.5904,-0.0732,6,-0.119607843137255
1678,"KOHINOOR","KOHINOOR FOODS LIMITED","MICRO_CAP",34.05,-0.82,-2.52,-3.35,32,40.2,"BEARISH",0.34,1,12,0,NA,NA,NA,NA,NA,1961923.94,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1684,"TNIDETF","TATAAML - TNIDETF","MICRO_CAP",91.89,-0.78,-2.29,-0.18,32,47.3,"BULLISH",2.27,1,10,0,NA,NA,NA,NA,NA,1902372.8,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1712,"MUNJALSHOW","MUNJAL SHOWA LTD","MICRO_CAP",135.8,0.53,-2.6,-9.54,32,45.7,"BULLISH",4.5,1,10,0,NA,NA,NA,NA,NA,1632573.14,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1715,"NIPPOBATRY","INDO-NATIONAL LIMITED","MICRO_CAP",462.45,-1.34,-5.17,1.12,32,43.9,"BULLISH",0.83,2,8,0,NA,NA,NA,NA,NA,1617731.5,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
1775,"UTISENSETF","UTIAMC - UTISENSETF","MICRO_CAP",880.41,-0.09,-1.67,-1.66,32,38.9,"BULLISH",2.75,1,8,0,NA,NA,NA,NA,NA,1194868.37,"SELL","2025-08-29",0.7,0.32,0.5,0.488,0.5904,-0.0732,6,-0.119607843137255
1805,"ALPA","ALPA LABORATORIES LTD","MICRO_CAP",94.44,0.03,-3.48,-8.96,32,39.1,"STRONG_BEARISH",-0.62,0,11,20,60.89,60.22,67,59.77,54,1040128.06,"SELL","2025-08-29",0.7,0.32,0.3,0.428,0.5424,-0.0642,5,-0.0955357142857143
1827,"MAKEINDIA","MIRAEAMC - MAMFGETF","MICRO_CAP",144.83,0.03,-1.62,-0.35,32,47.4,"BULLISH",4.61,1,10,0,NA,NA,NA,NA,NA,899253.9,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
2008,"NIF10GETF","UTIAMC - NIF10GETF","MICRO_CAP",25.65,0.23,-0.97,-1.19,32,37.7,"BEARISH",2.42,4,8,0,NA,NA,NA,NA,NA,147356.65,"SELL","2025-08-29",0.7,0.32,0.5,0.488,0.5904,-0.0732,6,-0.119607843137255
2036,"MON50EQUAL","MOTILALAMC - MON50EQUAL","MICRO_CAP",31.32,-0.22,-1.45,0.13,32,45.4,"NEUTRAL",3.8,3,10,0,NA,NA,NA,NA,NA,92974.47,"SELL","2025-08-29",1,0.32,0.5,0.578,0.6624,-0.0867,7,-0.166091954022988
2065,"ARVEE","ARVEE LABORATORIES I LTD","MICRO_CAP",160.8,0.01,-0.01,-7.09,32,41.5,"BEARISH",-1.8,0,12,15,53.5,51.3,55,53.64,56.67,8200.79,"SELL","2025-08-29",1,0.32,0.3,0.518,0.6144,-0.0777,6,-0.133505154639175
165,"EDELWEISS","EDELWEISS FIN SERV LTD","SMALL_CAP",107.16,-3.16,14.17,3.09,31.3,57.5,"BULLISH",3.93,2,2,0,NA,NA,NA,NA,NA,895570339.78,"SELL","2025-08-29",1,0.313,0.5,0.5752,0.66016,-0.08628,7,-0.164405487804878
171,"AJANTPHARM","AJANTA PHARMA LIMITED","SMALL_CAP",2477.6,-1.22,-6.1,-11.53,31.3,31.7,"BEARISH",-0.44,5,6,0,10,10,10,10,10,869735801.3,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,0.54016,-0.06378,5,-0.0945168938944873
378,"ATUL","ATUL LTD","MICRO_CAP",6278.5,-0.52,-3.37,-6.77,31.3,34.8,"BEARISH",-7.33,1,10,15,54.54,56.09,53,55.55,51.67,296048550.5,"SELL","2025-08-29",0.7,0.313,0.3,0.4252,0.54016,-0.06378,5,-0.0945168938944873
480,"OMINFRAL","OM INFRA LIMITED","MICRO_CAP",110.6,8.21,1.52,-5.98,31.3,44.3,"STRONG_BEARISH",-9.34,5,16,0,NA,NA,NA,NA,NA,190341629.66,"SELL","2025-08-29",1,0.313,0.3,0.5152,0.61216,-0.07728,6,-0.132147742818057
640,"BAYERCROP","BAYER CROPSCIENCE LTD","MICRO_CAP",5231.5,-0.71,-5.21,-17.42,31.3,20.3,"BEARISH",-3.98,0,10,15,51.4,50,44.17,54.57,63,108354629.5,"SELL","2025-08-29",0.3,0.313,0.3,0.3052,0.44416,-0.04578,4,-0.0575993960744842
692,"TAJGVK","TAJ GVK HOTELS & RESORTS","MICRO_CAP",408.75,-1.17,-6.92,-1.68,31.3,44.4,"BULLISH",7.24,3,6,0,NA,NA,NA,NA,NA,90592271.6,"SELL","2025-08-29",1,0.313,0.5,0.5752,0.66016,-0.08628,7,-0.164405487804878
712,"CONCORDBIO","CONCORD BIOTECH LIMITED","MICRO_CAP",1681.7,-0.83,-4.86,-7.8,31.3,43.8,"BULLISH",-12.71,0,8,20,68.6,74.78,76,57.95,54,84738361.1,"SELL","2025-08-29",1,0.313,0.3,0.5152,0.61216,-0.07728,6,-0.132147742818057
820,"MIDCAPETF","MIRAEAMC - MAM150ETF","MICRO_CAP",21.14,-0.42,-2.89,-3.51,31.3,36.6,"BULLISH",1.04,2,6,0,NA,NA,NA,NA,NA,57574178.27,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,0.58816,-0.07278,6,-0.118379960962915
912,"ROLEXRINGS","ROLEX RINGS LIMITED","MICRO_CAP",1361.8,-2.35,-1.72,-5.25,31.3,40.3,"BULLISH",-5.52,5,8,0,NA,NA,NA,NA,NA,41815035.8,"SELL","2025-08-29",1,0.313,0.3,0.5152,0.61216,-0.07728,6,-0.132147742818057
1127,"GPTHEALTH","GPT HEALTHCARE LIMITED","MICRO_CAP",148.13,0.08,-6.05,-14.26,31.3,35.1,"BULLISH",3.87,1,10,0,NA,NA,NA,NA,NA,19642384.61,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,0.58816,-0.07278,6,-0.118379960962915
1382,"UTINEXT50","UTIAMC - UTINEXT50","MICRO_CAP",70.46,-0.49,-2.87,-2.41,31.3,36.5,"BULLISH",2.4,2,6,0,NA,NA,NA,NA,NA,7797971.34,"SELL","2025-08-29",0.7,0.313,0.5,0.4852,0.58816,-0.07278,6,-0.118379960962915
