"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN"
1098,"SANSERA","SANSERA ENGINEERING LTD","MICRO_CAP",1270.3,0.89,-2.1,-6.46,21.3,42.6,"BULLISH",-1.25,0,8,0,NA,NA,NA,NA,NA,21660355,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1109,"SETFNIFBK","SBI-ETF NIFTY BANK","MICRO_CAP",550.43,-0.38,-2.64,-4.1,21.3,27.8,"BEARISH",0.48,2,6,0,NA,NA,NA,NA,NA,20818112.36,"SELL","2025-08-29",0.3,0.213,0.5,0.3252,0.46016,-0.04878,4,-0.0629581827568405
1135,"SANGAMIND","SANGAM (INDIA) LTD","MICRO_CAP",372.05,-0.15,2.41,-16.52,21.3,43.2,"BEARISH",-8.61,1,6,0,NA,NA,NA,NA,NA,19287905.75,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1170,"GPTINFRA","GPT INFRAPROJECTS LTD","MICRO_CAP",111.48,-2.97,-4.83,-14.53,21.3,32.4,"STRONG_BEARISH",-8.39,0,10,0,NA,NA,NA,NA,NA,17307615.39,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
1202,"IKIO","IKIO TECHNOLOGIES LIMITED","MICRO_CAP",206.69,-2.32,-9.59,3.72,21.3,49.3,"BEARISH",-0.21,1,6,0,NA,NA,NA,NA,NA,15565575.48,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1209,"LINCOLN","LINCOLN PHARMA LTD","MICRO_CAP",538.65,-0.84,-2.16,-0.54,21.3,44.5,"BEARISH",-2.68,0,12,0,NA,NA,NA,NA,NA,15061384.1,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1235,"MAYURUNIQ","MAYUR UNIQUOTERS LTD","MICRO_CAP",523.45,-0.97,-3.52,-11.83,21.3,40,"BULLISH",-2.61,0,6,0,NA,NA,NA,NA,NA,14042282.8,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1395,"MODISONLTD","MODISON LIMITED","MICRO_CAP",155.73,-1.56,-3.94,-9.08,21.3,40,"BEARISH",-0.59,0,8,0,NA,NA,NA,NA,NA,7368143.65,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1402,"MAGADSUGAR","MAGADH SUGAR & ENERGY LTD","MICRO_CAP",545.1,-1.37,-2.63,-2.43,21.3,45.6,"BEARISH",-14.92,0,6,0,NA,NA,NA,NA,NA,7243998.25,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1522,"SURAKSHA","SURAKSHA DIAGNOSTIC LTD","MICRO_CAP",298.3,-1.71,-5.08,-2.94,21.3,40.3,"BULLISH",-4.27,0,10,0,NA,NA,NA,NA,NA,4087586.4,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1660,"MATRIMONY","MATRIMONY.COM LIMITED","MICRO_CAP",509.05,-0.14,-0.58,-4.19,21.3,44.1,"BEARISH",-3.86,0,12,0,NA,NA,NA,NA,NA,2153745.3,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1726,"BANKBETF","BFAM - BANKBETF","MICRO_CAP",54.45,-0.35,-2.7,-4.14,21.3,32.6,"BEARISH",0.38,1,8,0,10,10,10,10,10,1530108.26,"SELL","2025-08-29",0.7,0.213,0.5,0.4452,0.55616,-0.06678,5,-0.10198533903482
1842,"BALPHARMA","BAL PHARMA LTD.","MICRO_CAP",86.84,1.64,-1.69,-10.58,21.3,37.4,"STRONG_BEARISH",-9.68,0,10,15,57.8,62.17,56,54.32,53.75,787119.53,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
1899,"ASMS","BARTRONICS INDIA LIMITED","MICRO_CAP",12.18,0.33,-3.1,-9.78,21.3,38.7,"STRONG_BEARISH",-10.34,0,10,15,58.36,55.95,65,55.91,57,533367.82,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
1941,"LAXMICOT","LAXMI COTSPIN LIMITED","MICRO_CAP",24.6,-0.81,-3.19,-10.55,21.3,33.5,"BEARISH",-10.59,1,10,0,NA,NA,NA,NA,NA,369690.22,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
1959,"AMBICAAGAR","AMBICA AGAR & AROMAINDLTD","MICRO_CAP",26.47,-0.97,-2.36,-3.29,21.3,40.8,"STRONG_BEARISH",-2.85,0,10,0,10,10,10,10,10,308557.76,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
1961,"COMPUSOFT","COMPUCOM SOFTWARE LTD","MICRO_CAP",18.93,0.69,-5.82,-11.09,21.3,30.8,"BEARISH",-6.41,0,4,15,53.05,53.7,47,56.36,57,300933.26,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
2012,"DBSTOCKBRO","DB (INT) STOCK BROKERS","MICRO_CAP",25.32,-3.47,-0.71,-9.08,21.3,38.3,"STRONG_BEARISH",-13.19,0,10,15,59.25,67.83,56,55.91,46.25,141562.91,"SELL","2025-08-29",0.7,0.213,0.3,0.3852,0.50816,-0.05778,5,-0.0808337996642417
2020,"SMARTLINK","SMARTLINK HOLDINGS LTD","MICRO_CAP",147.01,0.49,-0.45,-1.81,21.3,47,"BEARISH",-3.29,0,12,0,NA,NA,NA,NA,NA,120401.44,"SELL","2025-08-29",1,0.213,0.3,0.4752,0.58016,-0.07128,6,-0.114084507042254
2037,"MOPSE","MOTILALAMC - MOPSE","MICRO_CAP",92.62,-0.41,-3.04,-5.17,21.3,24.1,"BEARISH",-3.1,3,6,0,NA,NA,NA,NA,NA,91915.37,"SELL","2025-08-29",0.3,0.213,0.3,0.2652,0.41216,-0.03978,4,-0.0476521322472448
67,"GRSE","GARDEN REACH SHIP&ENG LTD","MID_CAP",2351.7,0.6,-7.88,-8,20.7,34.1,"BEARISH",-23.59,1,9,0,NA,NA,NA,NA,NA,1842707772.9,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
190,"HUDCO","HSG & URBAN DEV CORPN LTD","SMALL_CAP",204.49,-0.18,-3.47,-5.95,20.7,33.6,"STRONG_BEARISH",-4.97,1,8,0,NA,NA,NA,NA,NA,737237736.78,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
285,"CONCOR","CONTAINER CORP OF IND LTD","SMALL_CAP",527.35,-0.28,-3.75,-9.88,20.7,27.1,"STRONG_BEARISH",-25.71,0,8,15,54,53.7,51,56.36,56.67,437041719.9,"SELL","2025-08-29",0.3,0.207,0.3,0.2628,0.41024,-0.03942,4,-0.0470855231724797
304,"AEGISLOG","AEGIS LOGISTICS LIMITED","MICRO_CAP",672.15,-3.25,-8.56,-7,20.7,34.4,"STRONG_BEARISH",-9.64,3,6,0,10,10,10,10,10,407386478.05,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
355,"NH","NARAYANA HRUDAYALAYA LTD.","MICRO_CAP",1753.8,-0.01,-3.3,-9.5,20.7,37.4,"BEARISH",-4.3,0,10,0,NA,NA,NA,NA,NA,326560641.1,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
488,"KSCL","KAVERI SEED CO. LTD.","MICRO_CAP",1164.8,0.77,-0.02,3.12,20.7,57.5,"BEARISH",-5.82,1,9,0,NA,NA,NA,NA,NA,187013735.3,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
501,"MODEFENCE","MOTILALAMC - MODEFENCE","MICRO_CAP",81.49,0.2,-3.93,-5.26,20.7,30.4,"BEARISH",-12.69,1,9,0,NA,NA,NA,NA,NA,178558607.58,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
535,"RAIN","RAIN INDUSTRIES LIMITED","MICRO_CAP",135.85,-0.18,-8.64,-13.36,20.7,27.8,"BULLISH",-3.43,0,6,0,NA,NA,NA,NA,NA,157531318.33,"SELL","2025-08-29",0.3,0.207,0.3,0.2628,0.41024,-0.03942,4,-0.0470855231724797
634,"RAYMOND","RAYMOND LTD","MICRO_CAP",599.6,-1.06,-3.47,-12.29,20.7,35,"STRONG_BEARISH",3.2,1,6,0,NA,NA,NA,NA,NA,110557700.65,"SELL","2025-08-29",0.7,0.207,0.5,0.4428,0.55424,-0.06642,5,-0.101065124771759
693,"MANORAMA","MANORAMA INDUSTRIES LTD","MICRO_CAP",1355.3,0.04,-4.15,-11.33,20.7,37.7,"BEARISH",-0.75,0,10,0,NA,NA,NA,NA,NA,90277594.9,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
789,"MAHSEAMLES","MAHARASHTRA SEAMLESS LTD","MICRO_CAP",641.45,-2.05,-3.97,-7.03,20.7,33.9,"BEARISH",-2.26,0,8,0,NA,NA,NA,NA,NA,64794483.7,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
802,"CPSEETF","CPSE ETF","MICRO_CAP",87.83,-0.05,-1.94,-3.62,20.7,25.5,"BEARISH",-1.66,1,6,0,10,10,10,10,10,62361587.75,"SELL","2025-08-29",0.3,0.207,0.3,0.2628,0.41024,-0.03942,4,-0.0470855231724797
861,"PARKHOTELS","PARKHOTELS","MICRO_CAP",151.09,0.87,-1.44,-1.56,20.7,45,"BEARISH",-3.37,0,12,0,NA,NA,NA,NA,NA,49904144.31,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
877,"JINDRILL","JINDAL DRILLING IND. LTD","MICRO_CAP",606.35,-0.33,-2.16,-4.71,20.7,43.6,"BEARISH",-4.17,0,8,0,NA,NA,NA,NA,NA,46691583.1,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
1097,"BAJAJHCARE","BAJAJ HEALTHCARE LIMITED","MICRO_CAP",421.75,-2.59,-5.1,-15.31,20.7,26.8,"STRONG_BEARISH",-16.78,0,8,15,52.34,53.04,47,56.36,54,21810605.95,"SELL","2025-08-29",0.3,0.207,0.3,0.2628,0.41024,-0.03942,4,-0.0470855231724797
1130,"TOLINS","TOLINS TYRES LIMITED","MICRO_CAP",153.21,0.35,2.26,1.19,20.7,51.3,"BEARISH",-0.97,1,7,0,NA,NA,NA,NA,NA,19503578.08,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
1297,"OSWALAGRO","OSWAL AGRO MILLS LTD","MICRO_CAP",78.13,0.17,-1.46,-1.45,20.7,47.6,"STRONG_BEARISH",-10.13,0,13,0,NA,NA,NA,NA,NA,11328059.1,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
1316,"BIRLANU","BIRLANU LIMITED","MICRO_CAP",1872.9,-0.59,-1.79,-18.41,20.7,20.4,"BEARISH",-15.45,0,8,20,67.35,71.07,83.75,58.68,41.67,10599671.2,"SELL","2025-08-29",0.3,0.207,0.3,0.2628,0.41024,-0.03942,4,-0.0470855231724797
1370,"SCHAND","S CHAND AND COMPANY LTD","MICRO_CAP",192.45,-0.93,-2.73,-11.72,20.7,33.3,"BEARISH",-19.39,0,10,0,NA,NA,NA,NA,NA,8509671.58,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1373,"MANBA","MANBA FINANCE LIMITED","MICRO_CAP",133.67,-0.81,-4.49,-2.16,20.7,39.9,"BEARISH",-3.81,0,10,0,NA,NA,NA,NA,NA,8430750.48,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1384,"GMBREW","G M BREWERIES LTD","MICRO_CAP",675.55,0.37,-0.69,-2.92,20.7,38.8,"BEARISH",-2.82,0,13,0,NA,NA,NA,NA,NA,7695047.25,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1606,"ALANKIT","ALANKIT LIMITED","MICRO_CAP",14.04,-0.64,-1.89,-7.57,20.7,31.5,"BEARISH",-2.44,0,8,0,10,10,10,10,10,2744306.3,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1636,"KCPSUGIND","KCP SUGAR IND CORP LTD.","MICRO_CAP",32.16,1.1,-1.98,-3.97,20.7,44.3,"STRONG_BEARISH",-5.24,0,11,0,NA,NA,NA,NA,NA,2450170.42,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
1671,"INDOUS","INDO US BIOTECH LTD","MICRO_CAP",149.14,0.02,-1.09,-12.43,20.7,36.8,"NEUTRAL",-0.81,0,11,0,NA,NA,NA,NA,NA,2014612.93,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1747,"PRIMO","PRIMO CHEMICALS LIMITED","MICRO_CAP",25.57,-1.73,-5.16,-7.92,20.7,37.4,"NEUTRAL",0.36,1,8,0,NA,NA,NA,NA,NA,1375849.53,"SELL","2025-08-29",0.7,0.207,0.5,0.4428,0.55424,-0.06642,5,-0.101065124771759
1887,"SINTERCOM","SINTERCOM INDIA LIMITED","MICRO_CAP",122,-1.22,-1.22,-4.69,20.7,42,"BEARISH",-1.73,0,10,0,NA,NA,NA,NA,NA,592812.26,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
1932,"LOVABLE","LOVABLE LINGERIE LTD","MICRO_CAP",90.88,-1.15,-2.81,-4.31,20.7,39.4,"BULLISH",-2.4,0,10,0,NA,NA,NA,NA,NA,390639.11,"SELL","2025-08-29",0.7,0.207,0.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515
1965,"KAKATCEM","KAKATIYA CEM SUGAR &IND L","MICRO_CAP",148.59,-1.28,-2.95,-7.04,20.7,37.8,"BULLISH",0.46,1,4,0,NA,NA,NA,NA,NA,285416.48,"SELL","2025-08-29",0.7,0.207,0.5,0.4428,0.55424,-0.06642,5,-0.101065124771759
1979,"HISARMETAL","HISAR METAL IND. LIMITED","MICRO_CAP",187.76,1.34,-1.41,-8.38,20.7,42.8,"STRONG_BEARISH",-0.35,0,10,0,NA,NA,NA,NA,NA,245080.99,"SELL","2025-08-29",1,0.207,0.3,0.4728,0.57824,-0.07092,6,-0.113073979591837
77,"NAUKRI","INFO EDGE (I) LTD","MID_CAP",1358.1,-2.01,-1.63,-2.69,20,42.7,"BEARISH",-3.88,0,12,0,NA,NA,NA,NA,NA,1662256487.6,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
78,"UNIONBANK","UNION BANK OF INDIA","MID_CAP",124.82,-1.78,-7.38,-4.54,20,29.2,"BULLISH",-9.81,1,4,0,NA,NA,NA,NA,NA,1661354897.81,"SELL","2025-08-29",0.3,0.2,0.3,0.26,0.408,-0.039,4,-0.0464285714285714
203,"360ONE","360 ONE WAM LIMITED","SMALL_CAP",1018.1,-2.47,-5.52,-3.97,20,36.4,"BULLISH",-5.41,0,4,10,44.42,50.65,47,54.55,10,661321179.9,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
302,"NCC","NCC LIMITED","MICRO_CAP",204.5,-1.65,-5.74,-8.22,20,30.8,"STRONG_BEARISH",-4.97,0,8,0,NA,NA,NA,NA,NA,410545610.16,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
356,"CHOLAHLDNG","CHOLAMANDALAM FIN HOL LTD","MICRO_CAP",1725.7,-1.92,-7.35,-9.56,20,30.7,"BEARISH",-10.99,0,4,15,50.66,50.22,47,51.59,56.67,326073023,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
443,"FACT","FACT LTD","MICRO_CAP",924.9,-0.05,-8.48,-3.96,20,42.1,"BULLISH",-5.89,0,8,0,NA,NA,NA,NA,NA,223182746.35,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
472,"RCF","RASHTRIYA CHEMICALS & FER","MICRO_CAP",148.93,-0.66,-6.27,-4.08,20,45.4,"BULLISH",-1.13,0,6,0,NA,NA,NA,NA,NA,196913376.75,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
512,"BRIGADE","BRIGADE ENTER. LTD","MICRO_CAP",923.1,-3.13,-4.09,-6.49,20,34.2,"STRONG_BEARISH",-17.37,0,8,15,56.82,55.43,51,60,66,173167624.7,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
674,"TARC","TARC LIMITED","MICRO_CAP",153.56,-4.45,-3.2,-18.95,20,32.8,"BEARISH",-14.47,1,8,0,NA,NA,NA,NA,NA,97171961.15,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
749,"HGINFRA","H.G.INFRA ENGINEERING LTD","MICRO_CAP",971.3,-0.31,-2.85,-8,20,38,"STRONG_BEARISH",-1.83,1,10,0,NA,NA,NA,NA,NA,76646791.1,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
819,"JTLIND","JTL INDUSTRIES LIMITED","MICRO_CAP",71.38,-2.04,-6.04,-2.34,20,46.3,"BULLISH",-4.15,0,6,0,NA,NA,NA,NA,NA,57596454.68,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1003,"PRINCEPIPE","PRINCE PIPES FITTINGS LTD","MICRO_CAP",318.65,-1.89,-7,-6.85,20,44.8,"BULLISH",-5.47,0,8,0,NA,NA,NA,NA,NA,30712841.55,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1041,"PSB","PUNJAB & SIND BANK","MICRO_CAP",27.73,0.25,-3.82,-5.94,20,34.5,"BULLISH",-6.88,0,4,0,NA,NA,NA,NA,NA,26356473.31,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
1141,"REDTAPE","REDTAPE LIMITED","MICRO_CAP",122.1,0.58,-1.86,-6.17,20,42.4,"STRONG_BEARISH",-0.27,0,10,0,NA,NA,NA,NA,NA,19088259.9,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1152,"GALAPREC","GALA PRECISION ENG LTD","MICRO_CAP",796.7,-1.59,-4.68,-3.54,20,37.3,"STRONG_BEARISH",-6.31,1,10,0,NA,NA,NA,NA,NA,18522464,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
1220,"RATNAVEER","RATNAVEER PRECISION ENG L","MICRO_CAP",141.16,-1.26,-4.48,-0.51,20,44.1,"BULLISH",-3.74,0,8,0,NA,NA,NA,NA,NA,14633334.77,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1250,"ICICIB22","ICICIPRAMC - BHARATIWIN","MICRO_CAP",105.37,0.38,-1.14,-2.49,20,33.8,"BEARISH",0.1,1,6,0,NA,NA,NA,NA,NA,13237676.53,"SELL","2025-08-29",0.7,0.2,0.5,0.44,0.552,-0.066,5,-0.1
1300,"PVTBANIETF","ICICIPRAMC - ICICIBANKP","MICRO_CAP",26.3,0,-2.27,-3.66,20,28.3,"BEARISH",-1.68,0,6,0,NA,NA,NA,NA,NA,11277097.91,"SELL","2025-08-29",0.3,0.2,0.3,0.26,0.408,-0.039,4,-0.0464285714285714
1347,"WONDERLA","WONDERLA HOLIDAYS LTD.","MICRO_CAP",612.6,-0.41,-4.33,-3.94,20,45.9,"BEARISH",-2.82,0,8,0,NA,NA,NA,NA,NA,9341113.55,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1441,"AFIL","AKME FINTRADE (INDIA) LTD","MICRO_CAP",6.94,0.43,-3.61,-2.25,20,41.1,"BEARISH",-6.41,1,9,0,10,10,10,10,10,6185076.06,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1477,"RKEC","RKEC PROJECTS LIMITED","MICRO_CAP",64.83,-3.44,2.74,-3.43,20,44.7,"STRONG_BEARISH",-14.11,1,8,0,NA,NA,NA,NA,NA,5083712.05,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1496,"AURUM","AURUM PROPTECH LIMITED","MICRO_CAP",165.27,-1.51,-6.8,-15.83,20,26.3,"BEARISH",-16.01,0,8,15,55.03,57.09,54.6,55.24,50,4734881.3,"SELL","2025-08-29",0.3,0.2,0.3,0.26,0.408,-0.039,4,-0.0464285714285714
1497,"SESHAPAPER","SESHASAYEE PAPER & BOARDS","MICRO_CAP",265.55,-1.5,0.99,-2.43,20,44.6,"BULLISH",-1.28,0,6,0,NA,NA,NA,NA,NA,4727983.7,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1545,"TTKHLTCARE","TTK HEALTHCARE LIMITED","MICRO_CAP",1158.5,-0.93,1.02,-7.72,20,42.3,"BEARISH",-4.01,0,10,0,NA,NA,NA,NA,NA,3719850.6,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1572,"RSWM","RSWM LIMITED","MICRO_CAP",147.07,-2.63,-6.24,-10.61,20,36.9,"BULLISH",-10.16,0,6,0,NA,NA,NA,NA,NA,3372420.02,"SELL","2025-08-29",0.7,0.2,0.3,0.38,0.504,-0.057,5,-0.0791666666666667
1608,"GENUSPAPER","GENUS P&B LIMITED","MICRO_CAP",17.81,-2.14,-2.2,-3.26,20,42.2,"BEARISH",-3.13,1,6,0,NA,NA,NA,NA,NA,2733774.74,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1642,"PREMIERPOL","PREMIER POLYFILM LTD","MICRO_CAP",48.17,-1.69,-1.79,-6.79,20,43.1,"BEARISH",-2.41,0,10,0,NA,NA,NA,NA,NA,2351430.34,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1845,"SASTASUNDR","SASTASUNDAR VENTURES LTD","MICRO_CAP",272.55,0.94,0.02,-5.97,20,44.3,"BEARISH",-8.69,0,15,0,NA,NA,NA,NA,NA,782093.55,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1953,"MAGNUM","MAGNUM VENTURES LTD.","MICRO_CAP",24.66,1.07,5.25,1.57,20,55.1,"STRONG_BEARISH",-1.83,1,6,0,NA,NA,NA,NA,NA,331404.25,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
1995,"LPDC","LANDMARK PR.DEV.CO.LTD","MICRO_CAP",7.94,-0.63,0.63,-1.98,20,46.3,"BEARISH",-6.09,0,12,0,NA,NA,NA,NA,NA,185484.22,"SELL","2025-08-29",1,0.2,0.3,0.47,0.576,-0.0705,6,-0.111904761904762
21,"SUZLON","SUZLON ENERGY LIMITED","LARGE_CAP",56.43,0.2,-3.55,-7.81,19.3,31.2,"BEARISH",-8.35,0,13,0,NA,NA,NA,NA,NA,3731140239.35,"SELL","2025-08-29",0.7,0.193,0.3,0.3772,0.50176,-0.05658,5,-0.078278915329275
125,"ZEEL","ZEE ENTERTAINMENT ENT LTD","MID_CAP",116.04,-1.84,-6.1,-0.53,19.3,41.4,"BULLISH",-9.69,1,6,0,NA,NA,NA,NA,NA,1174439274.79,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
138,"NHPC","NHPC LTD","MID_CAP",77.23,-1.42,-4.31,-8.56,19.3,29.5,"STRONG_BEARISH",-2.84,1,8,0,NA,NA,NA,NA,NA,1044624899.47,"SELL","2025-08-29",0.3,0.193,0.3,0.2572,0.40576,-0.03858,4,-0.0457759848125297
262,"ENGINERSIN","ENGINEERS INDIA LTD","SMALL_CAP",198.34,-0.96,3.57,-8.06,19.3,41.1,"BEARISH",-7.56,1,8,0,NA,NA,NA,NA,NA,482230948.27,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
427,"ITBEES","NIP IND ETF IT","MICRO_CAP",38.42,-0.72,-0.77,-0.9,19.3,44.6,"BULLISH",-5.83,0,8,0,NA,NA,NA,NA,NA,236992080.02,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
429,"CEATLTD","CEAT LIMITED","MICRO_CAP",3132.2,0.64,-1.64,-7.83,19.3,40.7,"STRONG_BEARISH",-9.59,0,4,15,58.73,59.57,56,55,66,234447914.7,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
459,"MAHABANK","BANK OF MAHARASHTRA","MICRO_CAP",51.95,-1.1,-5.2,-8.1,19.3,31.4,"BEARISH",-1.06,0,6,0,NA,NA,NA,NA,NA,209280008.95,"SELL","2025-08-29",0.7,0.193,0.3,0.3772,0.50176,-0.05658,5,-0.078278915329275
576,"GRAPHITE","GRAPHITE INDIA LTD","MICRO_CAP",510.8,-0.91,-4.91,-7.91,19.3,35.9,"BEARISH",-4.17,0,8,0,NA,NA,NA,NA,NA,138954217.25,"SELL","2025-08-29",0.7,0.193,0.3,0.3772,0.50176,-0.05658,5,-0.078278915329275
599,"INFIBEAM","INFIBEAM AVENUES LIMITED","MICRO_CAP",15.63,0.71,-1.76,-1.33,19.3,46.5,"BEARISH",-24.62,0,9,0,NA,NA,NA,NA,NA,128156867.53,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
610,"LTTS","L&T TECHNOLOGY SER. LTD.","MICRO_CAP",4223.5,-0.07,-1.19,-2,19.3,46.5,"BEARISH",-0.72,0,6,0,NA,NA,NA,NA,NA,121994713,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
630,"TIPSMUSIC","TIPS MUSIC LIMITED","MICRO_CAP",581.75,3.13,0.03,-3.36,19.3,42.3,"STRONG_BEARISH",-9.23,0,9,0,NA,NA,NA,NA,NA,115062096.7,"SELL","2025-08-29",1,0.193,0.3,0.4672,0.57376,-0.07008,6,-0.110745891276865
