"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"BHARATGEAR",105.79,23.34,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,78.7,"MICRO_CAP"
"ASTERDM",650.55,10.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,76,"SMALL_CAP"
"ASTRAMICRO",1140.8,7.9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,75.3,"SMALL_CAP"
"CGCL",190.66,13.33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,74,"MID_CAP"
"CARTRADE",2540.6,69.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,73.3,"MID_CAP"
"ANANTRAJ",640.4,15.41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,72,"LARGE_CAP"
"BORORENEW",570.05,7.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"COMSYN",155.34,15.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"ALKEM",5541.5,16.52,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70.7,"MID_CAP"
"AVL",573.3,53.93,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,70.7,"MICRO_CAP"
"DBEIL",166.98,16.18,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,70.7,"MICRO_CAP"
"SAMMAANCAP",143.21,-0.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70,"LARGE_CAP"
"GABRIEL",1282.7,107.77,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"SUNDARMHLD",607.95,18.68,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,68.7,"SMALL_CAP"
"TANLA",753.7,19.15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,68,"MID_CAP"
"TBOTEK",1631.2,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68,"MID_CAP"
"DCAL",300.45,41.43,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,68,"SMALL_CAP"
"AJMERA",1052.9,16.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"CYBERTECH",169.51,17.7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"SWIGGY",458.45,14.99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"LARGE_CAP"
"MAHSCOOTER",17780,28.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"MID_CAP"
"AVANTEL",183.77,19.02,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,67.3,"SMALL_CAP"
"ADANIPOWER",709.4,25.92,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,66.7,"LARGE_CAP"
"MAMATA",499.4,24.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"KEI",4200,12.87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"BLUESTARCO",1963.8,20.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"TDPOWERSYS",553.45,2.81,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,66,"MICRO_CAP"
"ASAHIINDIA",878.6,25.37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"ANANDRATHI",3042,53.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"NETWEB",3279.4,90.18,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"CANBK",117.76,6.88,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"AARTIPHARM",930.2,7.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65.3,"MID_CAP"
"GVT&D",3068.7,35.14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"VARROC",633,10.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"SUDARSCHEM",1474.4,25.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"CHALET",1029.9,14.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"KAYNES",7151.5,27.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64.7,"LARGE_CAP"
"CGPOWER",779.4,17.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64.7,"MID_CAP"
"CUPID",214.59,121.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64.7,"MICRO_CAP"
"SAILIFE",913.65,25.11,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,64,"MID_CAP"
"AARTIDRUGS",525.35,20.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"SPMLINFRA",282.35,14.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"VIMTALABS",825.05,93.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"LAURUSLABS",932.1,42.24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"POLYCAB",7549,19.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"NAVA",717.3,24.19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,63.3,"MICRO_CAP"
"AGIIL",1176.4,20.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"ASHAPURMIN",620,51.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"BAJEL",224.57,37.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63.3,"MICRO_CAP"
"BANCOINDIA",835.6,48.14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"VMM",152.35,17.18,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,62.7,"MID_CAP"
"FORTIS",953.95,23.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"LALPATHLAB",3473.5,30.07,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,62.7,"SMALL_CAP"
"NAVNETEDUL",163.09,17.12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,62.7,"MICRO_CAP"
"ARVINDFASN",564.65,18.87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"ASIANENE",347.9,16.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"BALAJITELE",123.22,52.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"VSSL",272.6,0.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,62,"MICRO_CAP"
"AZAD",1665.7,5.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MID_CAP"
"CUMMINSIND",4080.4,24.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.3,"SMALL_CAP"
"PENIND",250.31,8.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"AVALON",974.1,20.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"LANDMARK",627.05,16.34,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,61.3,"MICRO_CAP"
"HYUNDAI",2809.3,36.69,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,60.7,"MID_CAP"
"JSWINFRA",335.8,6.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60.7,"MID_CAP"
"EMIL",157.9,7.33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60.7,"SMALL_CAP"
"SYRMA",827.55,61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60.7,"SMALL_CAP"
"JSL",778.95,13.96,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60.7,"SMALL_CAP"
"AIIL",3160.4,22.17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,"MID_CAP"
"COALINDIA",394.5,0.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,"MID_CAP"
"AFFLE",2145.2,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,"SMALL_CAP"
"UNOMINDA",1319.7,25.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,"SMALL_CAP"
"SANSERA",1495,10.14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,"MICRO_CAP"
"BAJAJCON",255.49,26.33,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,60,"MICRO_CAP"
"DEEPINDS",536.45,21.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,"MICRO_CAP"
"ALIVUS",1047.45,6.07,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,59.3,"MID_CAP"
"HDFCAMC",5856.5,17.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59.3,"MID_CAP"
"DENTA",466.4,67.44,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,59.3,"SMALL_CAP"
"DALBHARAT",2409.9,11.36,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,59.3,"SMALL_CAP"
"DELHIVERY",478.8,27.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"CHOICEIN",809.65,15.06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"PNBGILTS",103.98,5.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"MARUTI",15864,28.27,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,58.7,"LARGE_CAP"
"IOLCP",119.93,29.99,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,58.7,"SMALL_CAP"
"RADICO",3052.5,16.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58.7,"SMALL_CAP"
"SUMICHEM",601.8,19.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.7,"SMALL_CAP"
"PLATIND",322.5,18.32,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58.7,"MICRO_CAP"
"BOMDYEING",184.82,20.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58.7,"MICRO_CAP"
"BAJAJFINSV",2067.3,0.76,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58,"MID_CAP"
"DABUR",535.45,12.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,58,"SMALL_CAP"
"EGOLD",110.3,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,58,"MICRO_CAP"
"GMDCLTD",572.05,47.19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,57.3,"LARGE_CAP"
"JSWENERGY",545.5,6.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"MID_CAP"
"CIPLA",1575.8,4.68,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57.3,"MID_CAP"
"USHAMART",426.55,26.66,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,57.3,"SMALL_CAP"
"AFCONS",461.65,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"SMALL_CAP"
"ORCHPHARMA",788.45,13.79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57.3,"SMALL_CAP"
"INTENTECH",126.41,45.14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,57.3,"MICRO_CAP"
"SRM",559.45,15.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"BBOX",488.9,36.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"BLACKBUCK",598.2,44.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"AADHARHFC",539.15,24.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"DATAMATICS",904.7,50.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"SILVERETF",125.28,21.89,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,57.3,"MICRO_CAP"
"MUTHOOTMF",170.24,23.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"M&M",3592.1,13.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56.7,"LARGE_CAP"
"BAJAJ-AUTO",8971.5,7.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56.7,"MID_CAP"
"DIXON",18177,30.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56.7,"MID_CAP"
"APOLLO",343.9,85.37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56.7,"MID_CAP"
"MUTHOOTFIN",2934.9,15.54,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,56.7,"SMALL_CAP"
"BANKINDIA",120.47,3.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"SAIL",136.2,2.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MID_CAP"
"EICHERMOT",6973.5,27.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56,"MID_CAP"
"ECLERX",4270.3,24.59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,"MICRO_CAP"
"MON100",213.92,16.28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"SHALBY",240.57,35.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"NATCAPSUQ",247.7,15.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,56,"MICRO_CAP"
"THEINVEST",153.63,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"ATGL",651.45,1.04,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,55.3,"LARGE_CAP"
"EXIDEIND",414.5,7.53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"TORNTPHARM",3629.2,14.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"LEMONTREE",172.9,28.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,55.3,"SMALL_CAP"
"WABAG",1567,5.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"MINDACORP",549.25,8.32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55.3,"MICRO_CAP"
"DIFFNKG",396.25,28.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"SJS",1480.5,18.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,55.3,"MICRO_CAP"
"DBL",565.8,12.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"STARCEMENT",273.45,32.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"SILVER1",125.13,21.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"ARIHANTCAP",107.74,28.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"SBIN",862.35,9.35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"LARGE_CAP"
"PAYTM",1177.2,32.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"LARGE_CAP"
"CHOLAFIN",1590.9,-2.53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54.7,"MID_CAP"
"HINDALCO",743.3,8.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"MID_CAP"
"HEROMOTOCO",5408,30.15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,54.7,"MID_CAP"
"BRITANNIA",6069.5,4.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,54.7,"MID_CAP"
"MANKIND",2660.6,17.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"SMALL_CAP"
"FLUOROCHEM",3801.3,8.39,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,54.7,"SMALL_CAP"
"EDELWEISS",119.03,10.32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"SMALL_CAP"
"INDIANB",701.5,11.77,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"SMALL_CAP"
"DCXINDIA",279.3,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54.7,"MICRO_CAP"
"NIACL",201.29,9.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"CAMPUS",283.35,1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"MONTECARLO",670.75,11.13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"BLSE",197.46,36.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"ASIANPAINT",2481.7,9.57,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,"LARGE_CAP"
"FORCEMOT",18589,36.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"TATASTEEL",171.48,7.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"MID_CAP"
"BANKBARODA",252.08,6.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"MID_CAP"
"JKCEMENT",6862,15.04,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,54,"MID_CAP"
"AMBER",8286.5,25.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"IXIGO",284.65,67.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"JSWSTEEL",1122.8,9.98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"ARE&M",1019.55,5.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"SMALL_CAP"
"NLCINDIA",260.27,15.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"REDTAPE",161.12,29.68,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54,"MICRO_CAP"
"RAMCOIND",391.3,46.24,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"ABDL",549.65,30.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"HNGSNGBEES",526.07,41.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"RUCHIRA",170.03,25.32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"BHARTIARTL",1962.4,-2.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"LARGE_CAP"
"ASHOKLEY",140.89,-49.54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53.3,"MID_CAP"
"BPCL",329.55,-0.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"PARADEEP",179.67,13.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"MOTILALOFS",944.7,11.41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"HBLENGINE",838.35,49.31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53.3,"SMALL_CAP"
"JINDALSTEL",1046,10.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,53.3,"SMALL_CAP"
"PVRINOX",1115.9,17.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"POCL",1325.4,74.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"HDFCSILVER",124.19,21.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,"MICRO_CAP"
"GOLDIAM",398.55,18.88,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,"MICRO_CAP"
"ATULAUTO",514.1,14.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53.3,"MICRO_CAP"
"WCIL",144.34,29.84,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"STOVEKRAFT",711.95,24.84,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"ADANIGREEN",1030.7,4.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"LARGE_CAP"
"BIOCON",369.2,6.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"CHOLAHLDNG",2019.5,-1.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52.7,"MID_CAP"
"DMART",4775.3,12.17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"PPLPHARMA",208.28,4.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52.7,"SMALL_CAP"
"TATAINVEST",7333.5,9.19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,52.7,"SMALL_CAP"
"INOXGREEN",194.22,66.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"DAMCAPITAL",245.46,-3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"BIKAJI",788.25,5.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"STYLEBAAZA",367.2,31.49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"GOLDETFADD",107.05,14.63,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,52.7,"MICRO_CAP"
"LOVABLE",101.68,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"GLENMARK",2085.2,23.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"DIACABS",161.97,29.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"ZYDUSLIFE",1037.3,6.43,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,52,"SMALL_CAP"
"METROPOLIS",2133.6,29.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"IKIO",228.12,7.27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,"MICRO_CAP"
"RAMCOSYS",521.45,65.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"NAVKARCORP",128.15,17.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"PNB",113.3,7.57,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51.3,"MID_CAP"
"SILVERBEES",123.65,21.66,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"SMALL_CAP"
"TVSMOTOR",3529.4,23.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"SMALL_CAP"
"LTF",246.7,22.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"SMALL_CAP"
"MANAPPURAM",286.5,5.16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"SMALL_CAP"
"NORTHARC",277.1,17.02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"SILVERIETF",128.69,21.83,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"PITTIENG",1006.5,4.47,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,51.3,"MICRO_CAP"
"SUBROS",1004.7,7.79,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"SBISILVER",126.72,21.13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"RELTD",182.64,48.14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"FEDFINA",148,31.33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"HEMIPROP",170.48,25.82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"SILVERADD",124.51,21.87,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"AXISILVER",128.41,21.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"ESILVER",129.29,21.76,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,51.3,"MICRO_CAP"
"SAURASHCEM",110.07,29.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51.3,"MICRO_CAP"
"BAJFINANCE",992.45,4.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"LARGE_CAP"
