"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","MAX_DRAWDOWN","SHARPE_RATIO","PROFIT_FACTOR"
710,"NIVABUPA","NIVA BUPA HEALTH INS CO L","MICRO_CAP",81.52,-0.06,-4.62,-4.29,30,43.2,"BULLISH",4.2,1,10,0,NA,NA,NA,NA,NA,84854688.09,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.394947731494904,-0.129522655659821,2,-0.21406853986323,"Poor",0.214310023793951,0.768298643967137,1.02193007764872
730,"PNBGILTS","PNB GILTS LIMITED","MICRO_CAP",96.37,-2.9,-7.83,-10.93,30,37.1,"BULLISH",1.65,2,4,0,NA,NA,NA,NA,NA,81574516.54,"SELL","2025-08-29",0.7,0.3,0.5,0.48,"Low",0.333258000202477,-0.137570867303293,1,-0.206332985390257,"Poor",0.327911560004577,0.646722653252073,0.727665921277367
778,"ALLCARGO","ALLCARGO LOGISTICS LTD","MICRO_CAP",31.22,-1.05,-7.39,-9.98,30,31.9,"BEARISH",-6.68,1,6,15,54.72,51.96,55,58.18,57,70110246.76,"SELL","2025-08-29",0.7,0.3,0.3,0.42,"Low",0.29049917361699,-0.0687036325340159,1,-0.0968337597071771,"Poor",0.226040352787822,0.613828933564946,1.14106343260501
838,"MAHLIFE","MAHINDRA LIFESPACE DEVLTD","MICRO_CAP",349.95,1.55,0.91,-3.53,30,47.8,"BEARISH",-0.06,0,12,0,NA,NA,NA,NA,NA,53747792.6,"SELL","2025-08-29",1,0.3,0.4,0.54,"Medium",0.303706144122407,-0.0842030052794144,2,-0.120930271850937,"Poor",0.204986953129992,0.575973068899475,1.13611443256959
889,"ORIENTELEC","ORIENT ELECTRIC LIMITED","MICRO_CAP",214.92,3.32,0.35,-0.45,30,52.2,"BEARISH",0.96,2,10,0,NA,NA,NA,NA,NA,45137010.85,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.262234029499814,-0.0996490984922275,2,-0.135068710779203,"Poor",0.243009668961167,0.445754711492918,0.616089718579315
972,"AHLUCONT","AHLUWALIA CONT IND LTD","MICRO_CAP",920.4,-2.04,-1.24,-9.06,30,39.2,"BEARISH",4.1,2,10,0,10,10,10,10,10,34435810.9,"SELL","2025-08-29",0.7,0.3,0.5,0.48,"Low",0.291899240203202,-0.129341694561299,1,-0.182660013807097,"Poor",0.264929496776313,0.578457073750906,0.753993055736646
1140,"DEEDEV","DEE DEVELOPMENT ENG LTD","MICRO_CAP",267.65,0.7,-1.89,-6.35,30,41.1,"BEARISH",-7.2,0,11,20,67.63,72.83,70,57.73,63,19184912.45,"SELL","2025-08-29",1,0.3,0.3,0.51,"Medium",0.408948646439239,-0.178836352610961,3,-0.302573290008676,"Poor",0.229004706768319,0.513654098892585,0.770413923379965
1259,"STEELXIND","STEEL EXCHANGE INDIA LTD","MICRO_CAP",8.73,-0.8,-10,-19.46,30,26.3,"BULLISH",11.49,6,4,0,NA,NA,NA,NA,NA,12882530.34,"SELL","2025-08-29",0.5,0.3,0.8,0.51,"Medium",0.315423124562949,-0.052753520954866,1,-0.0770600393435533,"Poor",0.258106957562268,0.377396957343444,0.949910136824474
1344,"MONTECARLO","MONTE CARLO FASHIONS LTD.","MICRO_CAP",572.55,0.03,-2.18,-1.68,30,46.4,"BULLISH",0.18,1,13,0,NA,NA,NA,NA,NA,9423258.15,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.3660081631504,-0.121453289070632,2,-0.191569168578182,"Poor",0.279776346543804,0.435076804109849,1.10492930740584
1354,"GREENPLY","GREENPLY INDUSTRIES LTD","MICRO_CAP",308.65,1.21,0.18,-6.68,30,45.9,"BEARISH",1.67,1,12,0,NA,NA,NA,NA,NA,9038321.55,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.425782782770693,-0.139641681197099,2,-0.243186161973501,"Poor",0.222078647837043,0.365458564623259,1.03884715666063
1367,"KKCL","KEWAL KIRAN CLOTHING LTD","MICRO_CAP",502.65,-1.23,-2.44,-10.01,30,40.1,"BEARISH",4.86,1,10,0,NA,NA,NA,NA,NA,8528190.5,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.26046218406409,-0.19612794064451,1,-0.265203396524495,"Poor",0.180453633610159,0.758563727047294,0.822644785232842
1400,"SPECTRUM","SPECTRUM ELECTRIC IND LTD","MICRO_CAP",1518.1,1.12,4.08,-7.59,30,49.8,"STRONG_BEARISH",-1.15,3,12,0,NA,NA,NA,NA,NA,7254225.1,"SELL","2025-08-29",1,0.3,0.4,0.54,"Medium",0.42446180107072,-0.0609340873546898,2,-0.105873228689339,"Poor",0.289109423896298,0.466857131011784,1.02974500202108
1434,"AVG","AVG LOGISTICS LIMITED","MICRO_CAP",213.21,-1.67,-8.22,-13.75,30,27.5,"BEARISH",-23.28,3,4,25,73.25,74.35,94,59.55,54,6358436.65,"SELL","2025-08-29",0.5,0.3,0.1,0.3,"Low",0.298154308553785,-0.186247518553864,2,-0.26536818680198,"Poor",0.284556292521302,0.155829424806871,0.64371932761278
1448,"BALAXI","BALAXI PHARMA LTD","MICRO_CAP",45.85,0.53,-1.97,-4.36,30,40,"STRONG_BEARISH",-4.65,0,13,15,51.91,51.3,47,55.45,57,5973672.05,"SELL","2025-08-29",1,0.3,0.4,0.54,"Medium",0.325309020001441,-0.159081798733678,3,-0.235784682839568,"Poor",0.245446411985904,0.179240711592138,0.834675291646272
1682,"STARPAPER","STAR PAPER MILLS LTD","MICRO_CAP",172.24,-0.95,-1.02,-2.07,30,46.3,"BULLISH",3.75,1,10,0,NA,NA,NA,NA,NA,1931777.51,"SELL","2025-08-29",1,0.3,0.5,0.57,"Medium",0.410536733828485,-0.0781650240765884,2,-0.132603723696406,"Poor",0.16387289147824,0.150621872139163,1.06200235460419
1711,"ABAN","ABAN OFFSHORE LTD.","MICRO_CAP",47.01,-0.74,-5.13,5.31,30,51.2,"NEUTRAL",-13.05,3,6,20,60.53,54.57,77,61.25,48,1639195.74,"SELL","2025-08-29",1,0.3,0.2,0.48,"Low",0.357170219626278,-0.137302184733562,3,-0.213590267479112,"Poor",0.343478539725766,0.460152175673284,0.963789314450696
1749,"LICNETFGSC","LICNAMC - LICNMFET","MICRO_CAP",28.13,0,-0.04,-1.02,30,37.4,"BEARISH",2.7,2,12,0,NA,NA,NA,NA,NA,1368092.11,"SELL","2025-08-29",0.7,0.3,0.5,0.48,"Low",0.281851590052247,-0.0647490862407721,3,-0.0901611496229349,"Poor",0.254029839672148,0.453933474351652,0.94809667498339
2000,"ANTGRAPHIC","ANTARCTICA LTD","MICRO_CAP",1.14,0.88,0,0,30,47.3,"BEARISH",-12.6,0,12,15,56.6,68.41,51.67,52.86,38.33,172868.82,"SELL","2025-08-29",1,0.3,0.2,0.48,"Low",0.368393503781408,-0.15727425608784,1,-0.249006710712185,"Poor",0.171829243795946,0.441518951207399,1.00810021625366
137,"LTIM","LTIMINDTREE LIMITED","MID_CAP",5133.5,0.2,-1.74,-0.12,29.3,48.4,"BULLISH",-2.24,0,10,0,NA,NA,NA,NA,NA,1045643346.5,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.406159817194566,-0.147180701862089,1,-0.247845642857603,"Poor",0.337187528703362,0.124186519952491,0.974858921347186
206,"AFCONS","AFCONS INFRASTRUCTURE LTD","SMALL_CAP",417.8,-1.02,-3.05,4.62,29.3,46.3,"BEARISH",-1.41,2,12,0,10,10,10,10,10,650707861.7,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.318366774963215,-0.131614890031051,2,-0.193087550895055,"Poor",0.178489334695041,0.571183274686337,0.56426835055463
354,"APARINDS","APAR INDUSTRIES LTD.","MICRO_CAP",7732,0.02,-5.64,-20.04,29.3,28.9,"BEARISH",0.6,1,6,15,57.41,57.96,58.6,57.27,54.17,332048871.5,"SELL","2025-08-29",0.5,0.293,0.5,0.4172,"Low",0.324330894788727,-0.149710448319092,1,-0.221573618157781,"Poor",0.184720297716558,0.604161932971329,1.12889963376801
463,"CRISIL","CRISIL LTD","MICRO_CAP",4986,1.64,-6.15,-4.48,29.3,35.1,"BULLISH",-7.41,1,4,15,53.29,52.39,47,55.68,63,205936685.5,"SELL","2025-08-29",0.7,0.293,0.3,0.4172,"Low",0.338729231338948,-0.0574773243046366,1,-0.0869194995886742,"Poor",0.16900084442459,0.160473833535798,1.19833621967118
547,"SBFC","SBFC FINANCE LIMITED","MICRO_CAP",105.6,0.33,-6.9,-0.41,29.3,44,"BULLISH",1.95,1,11,0,NA,NA,NA,NA,NA,152091216.71,"SELL","2025-08-29",1,0.293,0.5,0.5672,"Medium",0.265620331047103,-0.15295326692285,3,-0.208275464843595,"Poor",0.260964096244425,0.444038673280738,0.692700734734535
552,"LLOYDSENGG","LLOYDS ENGG WORK LIMITED","MICRO_CAP",63.01,-2.31,-8.54,-10.64,29.3,34.7,"BEARISH",10.85,6,2,0,NA,NA,NA,NA,NA,149423020.26,"SELL","2025-08-29",0.7,0.293,0.8,0.5672,"Medium",0.351569245522842,-0.177394883334637,1,-0.273575678065538,"Poor",0.343388292007148,0.758743950305507,0.589597996976227
566,"ABBOTINDIA","ABBOTT INDIA LIMITED","MICRO_CAP",31480,0.02,-1.24,-10.56,29.3,37.8,"BEARISH",3.31,1,10,5,36.93,45.96,28.57,49.52,10,144890895,"SELL","2025-08-29",0.7,0.293,0.5,0.4772,"Low",0.386221668869257,-0.107979383599013,1,-0.175925701710724,"Poor",0.206298472546041,0.483652306417935,0.515313180023804
647,"EUREKAFORB","EUREKA FORBES LIMITED","MICRO_CAP",565.85,0.17,2.75,1.33,29.3,52.3,"BEARISH",-0.61,1,11,0,NA,NA,NA,NA,NA,106805501.95,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.422988551575691,-0.193173919816036,3,-0.334783513123615,"Poor",0.208657739311457,0.671247747121379,0.89062454237137
844,"GOCLCORP","GOCL CORPORATION LIMITED","MICRO_CAP",355.45,-1.46,-10.52,-2.74,29.3,45.1,"BULLISH",-0.12,1,8,0,NA,NA,NA,NA,NA,52543166.3,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.251281377580017,-0.0560703316121362,1,-0.0748883892201152,"Poor",0.210735330823809,0.784643416060135,0.672358039719984
876,"NEXT50IETF","ICICIPRAMC - ICICINXT50","MICRO_CAP",69.15,-0.25,-2.54,-2.11,29.3,39.2,"BULLISH",2.56,2,8,0,NA,NA,NA,NA,NA,46967022.32,"SELL","2025-08-29",0.7,0.293,0.5,0.4772,"Low",0.359135087067261,-0.107778491522186,1,-0.168176614676824,"Poor",0.224856581538916,0.77928483125288,1.06139890062623
917,"MIDSMALL","MIRAEAMC - MIDSMALL","MICRO_CAP",46.91,-0.32,-3.36,-4.56,29.3,31.9,"BEARISH",-2.69,5,6,0,NA,NA,NA,NA,NA,41150171.85,"SELL","2025-08-29",0.7,0.293,0.4,0.4472,"Low",0.301773559954017,-0.175089617795311,1,-0.250763373818643,"Poor",0.345854139979929,0.502978181676008,0.902157540246844
953,"FINEORG","FINE ORGANIC IND. LTD.","MICRO_CAP",4694,-0.58,-1.87,-11.04,29.3,35,"BEARISH",5.2,3,10,0,NA,NA,NA,NA,NA,36695048,"SELL","2025-08-29",0.7,0.293,0.6,0.5072,"Medium",0.407995883794501,-0.147399963717908,4,-0.248984693996184,"Poor",0.253968253871426,0.719675200339407,1.04441687073559
1040,"ICRA","ICRA LIMITED","MICRO_CAP",6250,-0.32,-0.15,-4.94,29.3,41.7,"BULLISH",-3.41,0,12,0,NA,NA,NA,NA,NA,26379521.5,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.343147896463051,-0.0532336847740225,2,-0.0810436390282917,"Poor",0.320068083889782,0.530431697238237,0.755928360391408
1043,"TBZ","TRIB BHIMJI ZAVERI LTD","MICRO_CAP",185.31,-0.75,-2.76,-0.78,29.3,42.4,"BEARISH",2.5,1,10,0,NA,NA,NA,NA,NA,26179370.56,"SELL","2025-08-29",1,0.293,0.5,0.5672,"Medium",0.441261148406193,-0.128669508639723,4,-0.230285594554043,"Poor",0.182801458612084,0.197237440524623,0.778459034441039
1051,"ARVSMART","ARVIND SMARTSPACES LTD","MICRO_CAP",589.45,-2.46,-5.96,-4.39,29.3,37.6,"BEARISH",-9.56,0,4,25,71.78,76.09,86,56.45,57,25598586.4,"SELL","2025-08-29",0.7,0.293,0.3,0.4172,"Low",0.369812551420182,-0.0738296992029063,4,-0.117155140695499,"Poor",0.286618732614443,0.617415301920846,0.944774858606979
1064,"APEX","APEX FROZEN FOODS LIMITED","MICRO_CAP",211.46,-2.81,-6.34,-12.42,29.3,33.4,"BEARISH",-6.44,0,6,15,57.85,71.74,64,58.27,10,24942624.54,"SELL","2025-08-29",0.7,0.293,0.3,0.4172,"Low",0.310256827436388,-0.175139275123365,3,-0.253919548739299,"Poor",0.222282279469073,0.118661674018949,0.854040859406814
1100,"VARROC","VARROC ENGINEERING LTD.","MICRO_CAP",534.35,-1.17,-3.14,-0.35,29.3,47.6,"BULLISH",-0.4,0,12,0,NA,NA,NA,NA,NA,21504608.95,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.370282407011837,-0.142319884186145,3,-0.226005888625094,"Poor",0.339208087464794,0.593980982922949,0.616731617925689
1133,"HONDAPOWER","HONDA I POWER PRODUCT LTD","MICRO_CAP",2793.8,-2.1,-3.92,-1.22,29.3,43.7,"BULLISH",3.69,1,6,0,NA,NA,NA,NA,NA,19349200.5,"SELL","2025-08-29",1,0.293,0.5,0.5672,"Medium",0.403289164137095,-0.13679742194945,1,-0.229252451485361,"Poor",0.162527380697429,0.310240151081234,0.983567367075011
1166,"MID150CASE","ZERODHAAMC - MID150CASE","MICRO_CAP",10.33,-0.77,-3.37,-3.73,29.3,34.7,"BULLISH",0.76,2,6,0,NA,NA,NA,NA,NA,17779646.36,"SELL","2025-08-29",0.7,0.293,0.5,0.4772,"Low",0.359121789922938,-0.192441399977542,4,-0.300277645505224,"Poor",0.328536060685292,0.270387650374323,0.547946588182822
1215,"UTIBANKETF","UTIAMC - UTIBANKETF","MICRO_CAP",55.31,-0.5,-2.78,-4.24,29.3,27.8,"BEARISH",0.41,4,6,0,NA,NA,NA,NA,NA,14781246.63,"SELL","2025-08-29",0.5,0.293,0.5,0.4172,"Low",0.305931736994535,-0.180053685326129,4,-0.25941783384023,"Poor",0.278349971165881,0.327541699749418,0.640909876348451
1338,"SRM","SRM CONTRACTORS LIMITED","MICRO_CAP",462.7,-0.02,-5.47,-1.26,29.3,44.5,"NEUTRAL",7.79,3,6,0,NA,NA,NA,NA,NA,9623181.95,"SELL","2025-08-29",1,0.293,0.6,0.5972,"Medium",0.433393538277596,-0.104336389852688,2,-0.184142604966981,"Poor",0.258353309473023,0.77489216872491,0.596129693090916
1358,"MIDCAP","KOTAKMAMC - KOTAKMID50","MICRO_CAP",160.53,-0.63,-4.35,-3.67,29.3,36.3,"BULLISH",0.13,2,6,0,NA,NA,NA,NA,NA,8909304.06,"SELL","2025-08-29",0.7,0.293,0.5,0.4772,"Low",0.255567257665098,-0.114051537262276,4,-0.153205965799617,"Poor",0.313380991667509,0.697758151125163,0.517402518936433
1363,"MANAKSIA","MANAKSIA LTD.","MICRO_CAP",69.24,-0.97,-2.41,-12.35,29.3,41.1,"BEARISH",-5.29,3,10,0,NA,NA,NA,NA,NA,8708187.93,"SELL","2025-08-29",1,0.293,0.3,0.5072,"Medium",0.441358707658947,-0.0660061536123976,2,-0.118154806165135,"Poor",0.282129289302975,0.137422735267319,0.739666499244049
1563,"EBBETF0433","EDELAMC - EBBETF0433","MICRO_CAP",1244.58,-0.36,-0.23,-0.51,29.3,35.1,"BULLISH",3.2,1,12,0,NA,NA,NA,NA,NA,3530344.06,"SELL","2025-08-29",0.7,0.293,0.5,0.4772,"Low",0.266500692209229,-0.0558782969368622,4,-0.076180435814128,"Poor",0.251724328892306,0.127706767711788,0.663210054370575
1574,"DCI","DC INFOTECH AND COMUN LTD","MICRO_CAP",241.45,-2.43,3.11,10.15,29.3,47.9,"BEARISH",-9.69,5,8,15,53.58,50.22,55,58.41,53.75,3260369.08,"SELL","2025-08-29",1,0.293,0.3,0.5072,"Medium",0.44330403781496,-0.0840101642999798,4,-0.150908520999934,"Poor",0.169185426319018,0.400009595090523,1.10179790405091
1764,"ISFT","INTRASOFT TECH. LTD","MICRO_CAP",100.08,-1.07,-0.78,-2,29.3,45.6,"BULLISH",-4.6,0,10,0,NA,NA,NA,NA,NA,1266595.24,"SELL","2025-08-29",1,0.293,0.4,0.5372,"Medium",0.349982734769583,-0.173249854415189,2,-0.266531157989744,"Poor",0.235081686126068,0.240296945651062,0.978729268093593
1796,"ORIENTBELL","ORIENT BELL LIMITED","MICRO_CAP",295.65,-0.69,4.64,-4.2,29.3,52.7,"BEARISH",2.52,1,8,0,NA,NA,NA,NA,NA,1064655.35,"SELL","2025-08-29",1,0.293,0.5,0.5672,"Medium",0.268975208327174,-0.0833117774571292,4,-0.113965734686623,"Poor",0.165282733459026,0.513260099873878,0.710536380135454
1811,"BEARDSELL","BEARDSELL LIMITED","MICRO_CAP",28.37,-1.83,-2.34,-15.14,29.3,33.8,"BULLISH",-8.34,0,10,20,60.18,63.7,61,62.27,46.67,992803.65,"SELL","2025-08-29",0.7,0.293,0.3,0.4172,"Low",0.409982539108023,-0.198530654085334,4,-0.336482675928268,"Poor",0.277173432707787,0.545819158339873,0.93093167853076
1820,"ASAHISONG","ASAHI SONGWON COLOR LTD","MICRO_CAP",299.65,3.1,-2.54,NA,29.3,39.9,"NEUTRAL",-3.65,0,4,25,70.37,72.61,86,58.64,54,950760.1,"SELL","2025-08-29",0.7,0.293,0.4,0.4472,"Low",0.291997691709548,-0.171050095558166,1,-0.241595392494108,"Poor",0.193713583145291,0.326877532736398,0.88516632700339
1844,"BANARISUG","BANNARI AMMAN SUGARS LTD","MICRO_CAP",3744.3,-0.14,-0.29,-0.63,29.3,39.2,"STRONG_BEARISH",-0.54,0,12,15,51.24,51.3,47,54.32,54,783555.8,"SELL","2025-08-29",0.7,0.293,0.4,0.4472,"Low",0.361213350761682,-0.191228174325079,3,-0.299361570178552,"Poor",0.199577855039388,0.240385829377919,1.16182203199714
46,"PERSISTENT","PERSISTENT SYSTEMS LTD","LARGE_CAP",5305.5,-0.15,-1.18,2.77,28.7,47.6,"BULLISH",-8.37,2,12,0,NA,NA,NA,NA,NA,2587389069.5,"SELL","2025-08-29",1,0.287,0.3,0.5048,"Medium",0.270814527338371,-0.175007039913908,1,-0.240003464790799,"Poor",0.332464734651148,0.352393860719167,0.77792906195391
56,"TATAPOWER","TATA POWER CO LTD","MID_CAP",374.15,0.82,-2.97,-6.78,28.7,33.9,"BEARISH",-1.31,1,9,0,NA,NA,NA,NA,NA,2164259063.05,"SELL","2025-08-29",0.7,0.287,0.4,0.4448,"Low",0.392558134999126,-0.129613607656211,3,-0.213376151898955,"Poor",0.242723070131615,0.786026316112839,0.84964821562171
69,"IDBI","IDBI BANK LIMITED","MID_CAP",85.67,-4.72,-9.82,-9.03,28.7,36.8,"BULLISH",-3.3,5,4,0,NA,NA,NA,NA,NA,1808236346.92,"SELL","2025-08-29",0.7,0.287,0.4,0.4448,"Low",0.317562129581347,-0.0640662571880966,3,-0.0938785198845928,"Poor",0.169340030662715,0.425053534866311,1.10570728192106
81,"CLEAN","CLEAN SCIENCE & TECH LTD","MID_CAP",1174.5,1.59,1.79,-5.78,28.7,42.5,"BEARISH",-15.16,0,13,15,52.58,51.19,47,56.75,60,1616963342.1,"SELL","2025-08-29",1,0.287,0.2,0.4748,"Low",0.445484825130552,-0.111461125698406,3,-0.20100644806456,"Poor",0.346036780439317,0.203472757479176,1.11012422102503
83,"BHARATFORG","BHARAT FORGE LTD","MID_CAP",1106.7,-1.59,-1.45,-6.89,28.7,35.8,"BEARISH",-11.15,1,6,15,54.83,55.22,53,56.82,54.17,1570336137.3,"SELL","2025-08-29",0.7,0.287,0.2,0.3848,"Low",0.373989324178547,-0.111482904152945,4,-0.178084669253694,"Poor",0.48056931636529,0.256065108440816,1.15366607513279
127,"APLAPOLLO","APL APOLLO TUBES LTD","MID_CAP",1604.7,0.27,-2.72,2.45,28.7,44.8,"BEARISH",-7.21,2,13,0,10,10,10,10,10,1157295018.2,"SELL","2025-08-29",1,0.287,0.3,0.5048,"Medium",0.260905612679198,-0.155847280763555,1,-0.210862487169599,"Poor",0.329446957306936,0.537601992324926,0.612455359846354
185,"OMAXE","OMAXE LIMITED","SMALL_CAP",87.49,4.01,-3.05,-11.31,28.7,36.9,"BEARISH",-11.35,5,12,0,NA,NA,NA,NA,NA,795076516.62,"SELL","2025-08-29",0.7,0.287,0.2,0.3848,"Low",0.364838780509308,-0.182535159704275,3,-0.287383980795683,"Poor",0.354544000409078,0.36173251660075,1.0877278003376
259,"EMAMILTD","EMAMI LIMITED","SMALL_CAP",573.6,1.08,-6.27,1.47,28.7,44.2,"BEARISH",4.17,2,11,0,NA,NA,NA,NA,NA,488757705.9,"SELL","2025-08-29",1,0.287,0.5,0.5648,"Medium",0.440932730166242,-0.195792986068409,4,-0.350213644462909,"Poor",0.318452508701011,0.471406063903123,0.733695607632399
290,"JTEKTINDIA","JTEKT INDIA LIMITED","SMALL_CAP",134.83,0.61,2.21,2.91,28.7,55.3,"BEARISH",-1.77,6,4,0,NA,NA,NA,NA,NA,429549664.33,"SELL","2025-08-29",1,0.287,0.4,0.5348,"Medium",0.331716531841084,-0.070693773124367,3,-0.105784111821776,"Poor",0.334474396891892,0.281975335045718,0.795443841372617
417,"KPIGREEN","KPI GREEN ENERGY LIMITED","MICRO_CAP",481.2,-0.44,-7.26,-6.52,28.7,36.7,"BEARISH",3.69,1,6,0,NA,NA,NA,NA,NA,248991096.65,"SELL","2025-08-29",0.7,0.287,0.5,0.4748,"Low",0.407561636902392,-0.0869145268225111,2,-0.146706446166099,"Poor",0.195617103949189,0.12787928879261,1.00786652220413
451,"KSB","KSB LIMITED","MICRO_CAP",825.9,1.2,1.95,-3.46,28.7,50.9,"BEARISH",0.74,1,10,0,NA,NA,NA,NA,NA,217125768.75,"SELL","2025-08-29",1,0.287,0.5,0.5648,"Medium",0.337658369168639,-0.191289693722501,4,-0.288808199301013,"Poor",0.285270394012332,0.43946843186859,0.933654784504324
489,"BLUEDART","BLUE DART EXPRESS LTD","MICRO_CAP",5607.5,0.49,-3.56,-9.06,28.7,28.8,"STRONG_BEARISH",-6.4,1,7,15,59.46,62.17,56,55.68,63,186986330.5,"SELL","2025-08-29",0.5,0.287,0.3,0.3548,"Low",0.389858832862228,-0.0618100712541491,4,-0.101304541609782,"Poor",0.479672913788818,0.425102416751906,0.576807587593794
592,"FINPIPE","FINOLEX INDUSTRIES LTD","MICRO_CAP",211.92,1.97,0.09,-0.42,28.7,59,"BULLISH",-5.28,0,15,0,NA,NA,NA,NA,NA,131147326.41,"SELL","2025-08-29",1,0.287,0.3,0.5048,"Medium",0.317588589107618,-0.0809232313535176,3,-0.118584229486572,"Poor",0.197835342073813,0.119980846368708,1.12965761143714
753,"SFL","SHEELA FOAM LIMITED","MICRO_CAP",692.1,-0.77,-1.31,3.02,28.7,51.4,"BULLISH",-3.63,1,10,0,NA,NA,NA,NA,NA,75909963.2,"SELL","2025-08-29",1,0.287,0.4,0.5348,"Medium",0.337991786608472,-0.114620694192126,4,-0.173140894438325,"Poor",0.259648727718741,0.535169700346887,0.84184935616795
809,"GODREJIND","GODREJ INDUSTRIES LTD","MICRO_CAP",1230.2,-1.62,-4.46,8.08,28.7,55.7,"STRONG_BULLISH",-5.17,3,10,0,NA,NA,NA,NA,NA,60113007,"SELL","2025-08-29",1,0.287,0.3,0.5048,"Medium",0.288943104771897,-0.194174674735405,2,-0.273078956182704,"Poor",0.227473415900022,0.668506969395094,0.948999378061853
849,"MASTERTR","MASTER TRUST LIMITED","MICRO_CAP",152.45,-3.05,0.74,-8.24,28.7,44.9,"BULLISH",2.66,1,4,0,NA,NA,NA,NA,NA,51797108.42,"SELL","2025-08-29",1,0.287,0.5,0.5648,"Medium",0.385318717639893,-0.0629024343681522,3,-0.102333414361723,"Poor",0.30525260604918,0.259533751546405,0.636432499322109
902,"SWARAJENG","SWARAJ ENGINES LTD","MICRO_CAP",4011.6,-0.52,-2.9,-5.64,28.7,45,"BULLISH",1.1,1,10,0,NA,NA,NA,NA,NA,43726950.7,"SELL","2025-08-29",1,0.287,0.5,0.5648,"Medium",0.296316385315731,-0.136730514210649,3,-0.194306804020153,"Poor",0.154508337378502,0.195569397090003,0.758892682823353
1000,"AARON","AARON INDUSTRIES LIMITED","MICRO_CAP",216.2,7.78,-49.72,-50.82,28.7,24.8,"BULLISH",-42.83,5,8,5,31.99,45.38,21,35.42,10,31084268.75,"SELL","2025-08-29",0.5,0.287,0.1,0.2948,"Low",0.437331189401448,-0.150623955938499,2,-0.267695584154149,"Poor",0.25662549212575,0.757190485927276,0.727832111343741
1082,"CONFIPET","CONFIDENCE PETRO IND LTD.","MICRO_CAP",47.3,-1.46,-4.6,-8.83,28.7,35.1,"STRONG_BEARISH",-15.84,0,6,20,60.54,55.48,73,60,54,22807305.63,"SELL","2025-08-29",0.7,0.287,0.2,0.3848,"Low",0.290707538230345,-0.189162147825118,4,-0.266691326950193,"Poor",0.295504769135732,0.444726735330187,0.620333290565759
1112,"CYIENTDLM","CYIENT DLM LIMITED","MICRO_CAP",422.95,1.05,-5.05,-5.99,28.7,38.3,"STRONG_BEARISH",-4.12,0,6,25,71.54,72.61,86,57.73,63,20731333.1,"SELL","2025-08-29",0.7,0.287,0.4,0.4448,"Low",0.369752627285197,-0.177056413248647,3,-0.280931616558706,"Poor",0.328436415083706,0.53816839507781,0.668890483211726
1260,"RADIANTCMS","RADIANT CASH MGMT SER LTD","MICRO_CAP",59.61,0.91,0.68,7.5,28.7,55.8,"BEARISH",-1.39,3,9,0,NA,NA,NA,NA,NA,12837424.25,"SELL","2025-08-29",1,0.287,0.4,0.5348,"Medium",0.311200672155246,-0.119159863737877,2,-0.172996486670113,"Poor",0.345476685650647,0.333282382995822,0.746610888838768
1267,"SARVESHWAR","SARVESHWAR FOODS LIMITED","MICRO_CAP",7.38,-1.07,-5.14,-4.28,28.7,38.8,"BULLISH",7.23,3,4,0,NA,NA,NA,NA,NA,12540159.23,"SELL","2025-08-29",0.7,0.287,0.6,0.5048,"Medium",0.437506002467126,-0.0927513917675242,4,-0.164893122725462,"Poor",0.307291500875726,0.152100220159628,0.677831473154947
1273,"KHADIM","KHADIM INDIA LIMITED","MICRO_CAP",240.8,4.74,0.61,-14.63,28.7,37.2,"STRONG_BEARISH",-13.39,5,16,0,NA,NA,NA,NA,NA,12337800.45,"SELL","2025-08-29",0.7,0.287,0.2,0.3848,"Low",0.266315429471433,-0.142163968668319,4,-0.193767150597021,"Poor",0.408185159089044,0.351429401198402,0.679430441465229
