"SYMBOL","TRADING_SIGNAL","TECHNICAL_SCORE","RSI","RELATIVE_STRENGTH","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","CONFIDENCE_CATEGORY","PERFORMANCE_CATEGORY","RISK_PERFORMANCE","ANALYSIS_DATE","BACKTESTING_TYPE"
"TANLA","SELL",22.7,45.5,-3.39,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"V2RETAIL","SELL",22.7,44.1,-3.02,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"RHIM","SELL",22.7,40.6,-2.51,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"VIDHIING","SELL",22.7,45.1,-7.38,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"MANCREDIT","SELL",22.7,43.2,-10.67,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"EIMCOELECO","SELL",22.7,43,-4.13,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"BIGBLOC","SELL",22.7,44,-10.88,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"KALYANIFRG","SELL",22.7,40.1,-4.08,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"ORCHASP","SELL",22.7,41.3,-10.66,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"TECH","SELL",22.7,44.5,-5.97,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"KSHITIJPOL","SELL",22.7,49.9,-8.82,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"NIFITETF","SELL",22.7,44.1,-5.87,0.4808,0.58464,-0.07212,6,-0.116472868217054,"Medium","Negative","Negative",2025-09-01,"quick"
"IOC","SELL",30,31.4,0.6,0.48,0.584,-0.072,6,-0.116129032258065,"Medium","Negative","Negative",2025-09-01,"quick"
"LLOYDSENT","SELL",30,39,3.82,0.48,0.584,-0.072,6,-0.116129032258065,"Medium","Negative","Negative",2025-09-01,"quick"
"PNBGILTS","SELL",30,37.1,1.65,0.48,0.584,-0.072,6,-0.116129032258065,"Medium","Negative","Negative",2025-09-01,"quick"
"AHLUCONT","SELL",30,39.2,4.1,0.48,0.584,-0.072,6,-0.116129032258065,"Medium","Negative","Negative",2025-09-01,"quick"
"LICNETFGSC","SELL",30,37.4,2.7,0.48,0.584,-0.072,6,-0.116129032258065,"Medium","Negative","Negative",2025-09-01,"quick"
"JSWINFRA","SELL",22,40.3,-0.47,0.478,0.5824,-0.0717,6,-0.115273311897106,"Medium","Negative","Negative",2025-09-01,"quick"
"ZAGGLE","SELL",22,49,-3.47,0.478,0.5824,-0.0717,6,-0.115273311897106,"Medium","Negative","Negative",2025-09-01,"quick"
"SAREGAMA","SELL",22,47.1,-4.41,0.478,0.5824,-0.0717,6,-0.115273311897106,"Medium","Negative","Negative",2025-09-01,"quick"
"INTENTECH","SELL",22,51.1,-0.05,0.478,0.5824,-0.0717,6,-0.115273311897106,"Medium","Negative","Negative",2025-09-01,"quick"
"TOKYOPLAST","SELL",22,49.8,-2.69,0.478,0.5824,-0.0717,6,-0.115273311897106,"Medium","Negative","Negative",2025-09-01,"quick"
"ABBOTINDIA","SELL",29.3,37.8,3.31,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"NEXT50IETF","SELL",29.3,39.2,2.56,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"FINEORG","SELL",29.3,35,5.2,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"MID150CASE","SELL",29.3,34.7,0.76,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"MIDCAP","SELL",29.3,36.3,0.13,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"EBBETF0433","SELL",29.3,35.1,3.2,0.4772,0.58176,-0.07158,6,-0.114932562620424,"Medium","Negative","Negative",2025-09-01,"quick"
"TITAGARH","SELL",21.3,42.4,-1.63,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"INOXINDIA","SELL",21.3,43.3,-1.06,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"SSWL","SELL",21.3,42.9,-15.01,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"SANSERA","SELL",21.3,42.6,-1.25,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"SANGAMIND","SELL",21.3,43.2,-8.61,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"IKIO","SELL",21.3,49.3,-0.21,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"LINCOLN","SELL",21.3,44.5,-2.68,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"MAYURUNIQ","SELL",21.3,40,-2.61,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"MODISONLTD","SELL",21.3,40,-0.59,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"MAGADSUGAR","SELL",21.3,45.6,-14.92,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"SURAKSHA","SELL",21.3,40.3,-4.27,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"MATRIMONY","SELL",21.3,44.1,-3.86,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"AMBICAAGAR","SELL",21.3,40.8,-2.85,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"SMARTLINK","SELL",21.3,47,-3.29,0.4752,0.58016,-0.07128,6,-0.114084507042254,"Medium","Negative","Negative",2025-09-01,"quick"
"KPIGREEN","SELL",28.7,36.7,3.69,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"SARVESHWAR","SELL",28.7,38.8,7.23,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"TOP100CASE","SELL",28.7,39.7,2.35,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"MONIFTY500","SELL",28.7,37.4,2.08,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"BSLNIFTY","SELL",28.7,39.4,2.85,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"COMMOIETF","SELL",28.7,38.4,3.52,0.4748,0.57984,-0.07122,6,-0.113915547024952,"Medium","Negative","Negative",2025-09-01,"quick"
"KSCL","SELL",20.7,57.5,-5.82,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"PARKHOTELS","SELL",20.7,45,-3.37,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"JINDRILL","SELL",20.7,43.6,-4.17,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"TOLINS","SELL",20.7,51.3,-0.97,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"OSWALAGRO","SELL",20.7,47.6,-10.13,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"KCPSUGIND","SELL",20.7,44.3,-5.24,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"SINTERCOM","SELL",20.7,42,-1.73,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"HISARMETAL","SELL",20.7,42.8,-0.35,0.4728,0.57824,-0.07092,6,-0.113073979591837,"Medium","Negative","Negative",2025-09-01,"quick"
"AMBUJACEM","SELL",28,36.2,6.91,0.472,0.5776,-0.0708,6,-0.112738853503185,"Medium","Negative","Negative",2025-09-01,"quick"
"GMMPFAUDLR","SELL",28,31.3,4.58,0.472,0.5776,-0.0708,6,-0.112738853503185,"Medium","Negative","Negative",2025-09-01,"quick"
"MONARCH","SELL",28,35,5.89,0.472,0.5776,-0.0708,6,-0.112738853503185,"Medium","Negative","Negative",2025-09-01,"quick"
"FILATEX","SELL",28,36,2.43,0.472,0.5776,-0.0708,6,-0.112738853503185,"Medium","Negative","Negative",2025-09-01,"quick"
"AXISVALUE","SELL",28,36.1,2.47,0.472,0.5776,-0.0708,6,-0.112738853503185,"Medium","Negative","Negative",2025-09-01,"quick"
"NAUKRI","SELL",20,42.7,-3.88,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"FACT","SELL",20,42.1,-5.89,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"RCF","SELL",20,45.4,-1.13,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"JTLIND","SELL",20,46.3,-4.15,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"PRINCEPIPE","SELL",20,44.8,-5.47,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"REDTAPE","SELL",20,42.4,-0.27,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"RATNAVEER","SELL",20,44.1,-3.74,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"WONDERLA","SELL",20,45.9,-2.82,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"AFIL","SELL",20,41.1,-6.41,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"RKEC","SELL",20,44.7,-14.11,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"SESHAPAPER","SELL",20,44.6,-1.28,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"TTKHLTCARE","SELL",20,42.3,-4.01,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"GENUSPAPER","SELL",20,42.2,-3.13,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"PREMIERPOL","SELL",20,43.1,-2.41,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"SASTASUNDR","SELL",20,44.3,-8.69,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"MAGNUM","SELL",20,55.1,-1.83,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"LPDC","SELL",20,46.3,-6.09,0.47,0.576,-0.0705,6,-0.111904761904762,"Medium","Negative","Negative",2025-09-01,"quick"
"HSCL","SELL",27.3,35.9,2.57,0.4692,0.57536,-0.07038,6,-0.111572606214331,"Medium","Negative","Negative",2025-09-01,"quick"
"AEROFLEX","SELL",27.3,33.8,1.05,0.4692,0.57536,-0.07038,6,-0.111572606214331,"Medium","Negative","Negative",2025-09-01,"quick"
"AONETOTAL","SELL",27.3,36.9,1.77,0.4692,0.57536,-0.07038,6,-0.111572606214331,"Medium","Negative","Negative",2025-09-01,"quick"
"SAMPANN","SELL",27.3,38,4.1,0.4692,0.57536,-0.07038,6,-0.111572606214331,"Medium","Negative","Negative",2025-09-01,"quick"
"HDFCPSUBK","SELL",27.3,33,1.54,0.4692,0.57536,-0.07038,6,-0.111572606214331,"Medium","Negative","Negative",2025-09-01,"quick"
"ZEEL","SELL",19.3,41.4,-9.69,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ENGINERSIN","SELL",19.3,41.1,-7.56,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ITBEES","SELL",19.3,44.6,-5.83,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"CEATLTD","SELL",19.3,40.7,-9.59,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"INFIBEAM","SELL",19.3,46.5,-24.62,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"LTTS","SELL",19.3,46.5,-0.72,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"TIPSMUSIC","SELL",19.3,42.3,-9.23,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"MANGLMCEM","SELL",19.3,42.6,-2.47,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"AJMERA","SELL",19.3,44.3,-7.01,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"SALASAR","SELL",19.3,46.8,-4.44,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"KABRAEXTRU","SELL",19.3,58.3,-2.25,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"MANALIPETC","SELL",19.3,41.8,-4.89,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ITIETF","SELL",19.3,44,-5.93,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"LAOPALA","SELL",19.3,40.4,-4.89,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ITETF","SELL",19.3,44.4,-5.97,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"AJOONI","SELL",19.3,51.9,-0.17,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"WEALTH","SELL",19.3,47,-4.65,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"SBIETFIT","SELL",19.3,44.3,-5.84,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"HDFCNIFIT","SELL",19.3,44.7,-6.04,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"NDGL","SELL",19.3,42.8,-2.87,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ORIENTLTD","SELL",19.3,48.7,-4.4,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"ITETFADD","SELL",19.3,43.6,-6.03,0.4672,0.57376,-0.07008,6,-0.110745891276865,"Medium","Negative","Negative",2025-09-01,"quick"
"PEL","SELL",26.7,38.7,2.9,0.4668,0.57344,-0.07002,6,-0.110581174984207,"Medium","Negative","Negative",2025-09-01,"quick"
"PTC","SELL",26.7,39.4,4.22,0.4668,0.57344,-0.07002,6,-0.110581174984207,"Medium","Negative","Negative",2025-09-01,"quick"
"SHREEPUSHK","SELL",26.7,37,3.37,0.4668,0.57344,-0.07002,6,-0.110581174984207,"Medium","Negative","Negative",2025-09-01,"quick"
"GOLDTECH","SELL",26.7,38.1,3.56,0.4668,0.57344,-0.07002,6,-0.110581174984207,"Medium","Negative","Negative",2025-09-01,"quick"
"HINDZINC","SELL",18.7,41.5,-3.83,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"M&MFIN","SELL",18.7,43.2,-1.08,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"MSUMI","SELL",18.7,43.6,-27.65,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"PFIZER","SELL",18.7,41.5,-7.41,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"LINDEINDIA","SELL",18.7,45.4,-5.51,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"FUSION","SELL",18.7,56.2,-10.01,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"NOCIL","SELL",18.7,42.2,-1.76,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"NUCLEUS","SELL",18.7,42.6,-10.39,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"RACLGEAR","SELL",18.7,46.1,-1.12,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"SUNDROP","SELL",18.7,40.7,-3.61,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"EMMBI","SELL",18.7,40.6,-4.83,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"TGBHOTELS","SELL",18.7,48.1,-6.53,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"PARASPETRO","SELL",18.7,45.4,-4.79,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"JETFREIGHT","SELL",18.7,40.2,-1.73,0.4648,0.57184,-0.06972,6,-0.109760705289673,"Medium","Negative","Negative",2025-09-01,"quick"
"NLCINDIA","SELL",26,39,2.82,0.464,0.5712,-0.0696,6,-0.109433962264151,"Medium","Negative","Negative",2025-09-01,"quick"
"MHLXMIRU","SELL",26,38,2.16,0.464,0.5712,-0.0696,6,-0.109433962264151,"Medium","Negative","Negative",2025-09-01,"quick"
"MOIL","SELL",18,42,-6.21,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"EMIL","SELL",18,45.2,-17.4,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"SPAL","SELL",18,41.1,-8.52,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"JASH","SELL",18,40.7,-1.37,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"PSPPROJECT","SELL",18,44.2,-6.83,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"MOTISONS","SELL",18,41.6,-5.29,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"ONMOBILE","SELL",18,40.1,-2.04,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"GULPOLY","SELL",18,41.9,-5.19,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"TCIEXP","SELL",18,43.8,-6.21,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"KOTHARIPET","SELL",18,41.5,-8.94,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"KICL","SELL",18,42.8,-3.4,0.462,0.5696,-0.0693,6,-0.108620689655172,"Medium","Negative","Negative",2025-09-01,"quick"
"JSWENERGY","SELL",25.3,31,0.48,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"GREAVESCOT","SELL",25.3,39.7,3.1,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"POWERMECH","SELL",25.3,37,0.39,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"FDC","SELL",25.3,30.9,1.31,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"PLATIND","SELL",25.3,37.4,1.72,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"MIDCAPIETF","SELL",25.3,35.7,0.94,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"MOVALUE","SELL",25.3,31.9,0.49,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"HDFCNEXT50","SELL",25.3,37.9,2.55,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"NIF100IETF","SELL",25.3,39.6,2.83,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"BSE500IETF","SELL",25.3,39,2.08,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"PRITIKAUTO","SELL",25.3,39.4,1.32,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"MID150","SELL",25.3,38.1,1.86,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"LICNETFN50","SELL",25.3,39.5,2.84,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"ABSLNN50ET","SELL",25.3,37.9,2.39,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"IDFNIFTYET","SELL",25.3,38.5,2.44,0.4612,0.56896,-0.06918,6,-0.10829680651221,"Medium","Negative","Negative",2025-09-01,"quick"
"SONACOMS","SELL",17.3,42.7,-3.85,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"KEC","SELL",17.3,41.4,-6.08,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"GRPLTD","SELL",17.3,43.9,-16.76,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"HATSUN","SELL",17.3,42.6,-3.88,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"GNA","SELL",17.3,40.2,-1.41,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"PLASTIBLEN","SELL",17.3,41.1,-6.87,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"GKWLIMITED","SELL",17.3,45.8,-8.52,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"MOKSH","SELL",17.3,43.4,-4.85,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"ADROITINFO","SELL",17.3,45.9,-0.22,0.4592,0.56736,-0.06888,6,-0.10749063670412,"Medium","Negative","Negative",2025-09-01,"quick"
"NATCOPHARM","SELL",24.7,37.6,1.73,0.4588,0.56704,-0.06882,6,-0.107330006238303,"Medium","Negative","Negative",2025-09-01,"quick"
"IGARASHI","SELL",24.7,34.3,4.04,0.4588,0.56704,-0.06882,6,-0.107330006238303,"Medium","Negative","Negative",2025-09-01,"quick"
"KRONOX","SELL",24.7,39,1.95,0.4588,0.56704,-0.06882,6,-0.107330006238303,"Medium","Negative","Negative",2025-09-01,"quick"
"KUANTUM","SELL",24.7,37.4,2.26,0.4588,0.56704,-0.06882,6,-0.107330006238303,"Medium","Negative","Negative",2025-09-01,"quick"
"JUBLFOOD","SELL",16.7,41.7,-4.31,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"UJJIVANSFB","SELL",16.7,41.2,-9,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"DHANI","SELL",16.7,47.4,-6.45,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"PATELENG","SELL",16.7,41,-5.2,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"GRINDWELL","SELL",16.7,49.6,-4.38,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"VINATIORGA","SELL",16.7,42.9,-7.62,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"SIYSIL","SELL",16.7,45.3,-7.39,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"FCL","SELL",16.7,40.2,-7.25,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"SANDHAR","SELL",16.7,40.8,-13.88,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"TVTODAY","SELL",16.7,40.5,-8.94,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"ESTER","SELL",16.7,43.8,-11.89,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"PVP","SELL",16.7,53.2,-8.8,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"SILINV","SELL",16.7,40.6,-2.39,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"JMA","SELL",16.7,43.6,-3.19,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"LFIC","SELL",16.7,41.3,-4.07,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"SILLYMONKS","SELL",16.7,49.3,-5.75,0.4568,0.56544,-0.06852,6,-0.106529850746269,"Medium","Negative","Negative",2025-09-01,"quick"
"PSUBNKBEES","SELL",24,33.7,1.55,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
"APLLTD","SELL",24,39.8,1.3,0.456,0.5648,-0.0684,6,-0.106211180124224,"Medium","Negative","Negative",2025-09-01,"quick"
