"SYMBOL","TRADING_SIGNAL","TECHNICAL_SCORE","RSI","RELATIVE_STRENGTH","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","CONFIDENCE_CATEGORY","PERFORMANCE_CATEGORY","RISK_PERFORMANCE","ANALYSIS_DATE","BACKTESTING_TYPE"
"JWL","SELL",8.7,34.5,-12.69,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"WELSPUNLIV","SELL",8.7,30.7,-13.56,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"MSTCLTD","SELL",8.7,39.6,-7.49,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"MPSLTD","SELL",8.7,37.4,-14.71,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"IFGLEXPOR","SELL",8.7,34.7,-49.08,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"SUKHJITS","SELL",8.7,38.4,-11.59,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"PRITI","SELL",8.7,37.3,-16.33,0.3348,0.46784,-0.05022,4,-0.0656299006795609,"Low","Negative","Negative",2025-09-01,"quick"
"GOKEX","SELL",7.3,30.5,-23.77,0.3292,0.46336,-0.04938,4,-0.0640633108458744,"Low","Negative","Negative",2025-09-01,"quick"
"EASEMYTRIP","SELL",7.3,30.5,-18.59,0.3292,0.46336,-0.04938,4,-0.0640633108458744,"Low","Negative","Negative",2025-09-01,"quick"
"QUADFUTURE","SELL",7.3,34.2,-15.93,0.3292,0.46336,-0.04938,4,-0.0640633108458744,"Low","Negative","Negative",2025-09-01,"quick"
"RAJOOENG","SELL",7.3,37,-11.41,0.3292,0.46336,-0.04938,4,-0.0640633108458744,"Low","Negative","Negative",2025-09-01,"quick"
"RADAAN","SELL",7.3,35.7,-19.14,0.3292,0.46336,-0.04938,4,-0.0640633108458744,"Low","Negative","Negative",2025-09-01,"quick"
"SETFNIFBK","SELL",21.3,27.8,0.48,0.3252,0.46016,-0.04878,4,-0.0629581827568405,"Low","Negative","Negative",2025-09-01,"quick"
"AAVAS","SELL",34.7,23.3,-13.02,0.3188,0.45504,-0.04782,4,-0.0612135176651306,"Low","Negative","Negative",2025-09-01,"quick"
"NAGAFERT","SELL",4.7,32.1,-20.15,0.3188,0.45504,-0.04782,4,-0.0612135176651306,"Low","Negative","Negative",2025-09-01,"quick"
"COCHINSHIP","SELL",34,28.5,-21.39,0.316,0.4528,-0.0474,4,-0.0604591836734694,"Low","Negative","Negative",2025-09-01,"quick"
"BANKETF","SELL",18,26.9,0.48,0.312,0.4496,-0.0468,4,-0.0593908629441624,"Low","Negative","Negative",2025-09-01,"quick"
"BANKETFADD","SELL",17.3,27.9,0.26,0.3092,0.44736,-0.04638,4,-0.058649468892261,"Low","Negative","Negative",2025-09-01,"quick"
"AXISBNKETF","SELL",17.3,26.4,0.28,0.3092,0.44736,-0.04638,4,-0.058649468892261,"Low","Negative","Negative",2025-09-01,"quick"
"EBANKNIFTY","SELL",17.3,26.4,0.87,0.3092,0.44736,-0.04638,4,-0.058649468892261,"Low","Negative","Negative",2025-09-01,"quick"
"BAYERCROP","SELL",31.3,20.3,-3.98,0.3052,0.44416,-0.04578,4,-0.0575993960744842,"Low","Negative","Negative",2025-09-01,"quick"
"BDL","SELL",30.7,29.7,-21.1,0.3028,0.44224,-0.04542,4,-0.0569744104365278,"Low","Negative","Negative",2025-09-01,"quick"
"BALKRISIND","SELL",30.7,23.9,-2.74,0.3028,0.44224,-0.04542,4,-0.0569744104365278,"Low","Negative","Negative",2025-09-01,"quick"
"BCONCEPTS","SELL",30.7,25.1,-15.11,0.3028,0.44224,-0.04542,4,-0.0569744104365278,"Low","Negative","Negative",2025-09-01,"quick"
"BANARBEADS","SELL",30.7,27.2,-13.53,0.3028,0.44224,-0.04542,4,-0.0569744104365278,"Low","Negative","Negative",2025-09-01,"quick"
"BSE","SELL",30,27.1,-16.81,0.3,0.44,-0.045,4,-0.05625,"Low","Negative","Negative",2025-09-01,"quick"
"AVG","SELL",30,27.5,-23.28,0.3,0.44,-0.045,4,-0.05625,"Low","Negative","Negative",2025-09-01,"quick"
"BLUEDART","SELL",28.7,28.8,-6.4,0.2948,0.43584,-0.04422,4,-0.0549180327868852,"Low","Negative","Negative",2025-09-01,"quick"
"AARON","SELL",28.7,24.8,-42.83,0.2948,0.43584,-0.04422,4,-0.0549180327868852,"Low","Negative","Negative",2025-09-01,"quick"
"BHEL","SELL",28,27,-13.81,0.292,0.4336,-0.0438,4,-0.0542079207920792,"Low","Negative","Negative",2025-09-01,"quick"
"CMSINFO","SELL",28,24.9,-10.56,0.292,0.4336,-0.0438,4,-0.0542079207920792,"Low","Negative","Negative",2025-09-01,"quick"
"LAXMIDENTL","SELL",27.3,29.1,-12.55,0.2892,0.43136,-0.04338,4,-0.0535027133695116,"Low","Negative","Negative",2025-09-01,"quick"
"21STCENMGM","SELL",26,26,-15.5,0.284,0.4272,-0.0426,4,-0.0522058823529412,"Low","Negative","Negative",2025-09-01,"quick"
"BLUEJET","SELL",25.3,24.2,-20.87,0.2812,0.42496,-0.04218,4,-0.051514411333659,"Low","Negative","Negative",2025-09-01,"quick"
"BANSWRAS","SELL",25.3,27.5,-8.57,0.2812,0.42496,-0.04218,4,-0.051514411333659,"Low","Negative","Negative",2025-09-01,"quick"
"CDSL","SELL",24,27.3,-11.65,0.276,0.4208,-0.0414,4,-0.0502427184466019,"Low","Negative","Negative",2025-09-01,"quick"
"PFC","SELL",24,28.1,-0.79,0.276,0.4208,-0.0414,4,-0.0502427184466019,"Low","Negative","Negative",2025-09-01,"quick"
"CESC","SELL",24,28.4,-3.46,0.276,0.4208,-0.0414,4,-0.0502427184466019,"Low","Negative","Negative",2025-09-01,"quick"
"BHAGCHEM","SELL",24,24.7,-8.64,0.276,0.4208,-0.0414,4,-0.0502427184466019,"Low","Negative","Negative",2025-09-01,"quick"
"OIL","SELL",23.3,27.7,-13.32,0.2732,0.41856,-0.04098,4,-0.0495645863570392,"Low","Negative","Negative",2025-09-01,"quick"
"CENTRALBK","SELL",23.3,26.8,-5.7,0.2732,0.41856,-0.04098,4,-0.0495645863570392,"Low","Negative","Negative",2025-09-01,"quick"
"BAJAJHIND","SELL",23.3,21.8,-9.86,0.2732,0.41856,-0.04098,4,-0.0495645863570392,"Low","Negative","Negative",2025-09-01,"quick"
"MAPMYINDIA","SELL",22.7,25.6,-2.26,0.2708,0.41664,-0.04062,4,-0.0489869753979739,"Low","Negative","Negative",2025-09-01,"quick"
"IMPAL","SELL",22.7,24.9,-3.19,0.2708,0.41664,-0.04062,4,-0.0489869753979739,"Low","Negative","Negative",2025-09-01,"quick"
"HDFCPVTBAN","SELL",22.7,28.4,-1.66,0.2708,0.41664,-0.04062,4,-0.0489869753979739,"Low","Negative","Negative",2025-09-01,"quick"
"TARSONS","SELL",22,20.7,-13.03,0.268,0.4144,-0.0402,4,-0.0483173076923077,"Low","Negative","Negative",2025-09-01,"quick"
"ASHOKA","SELL",22,26.2,-11.95,0.268,0.4144,-0.0402,4,-0.0483173076923077,"Low","Negative","Negative",2025-09-01,"quick"
"GOACARBON","SELL",22,24.7,-4.94,0.268,0.4144,-0.0402,4,-0.0483173076923077,"Low","Negative","Negative",2025-09-01,"quick"
"ANGELONE","SELL",21.3,25.9,-19.34,0.2652,0.41216,-0.03978,4,-0.0476521322472448,"Low","Negative","Negative",2025-09-01,"quick"
"MOCAPITAL","SELL",21.3,29.4,-3.98,0.2652,0.41216,-0.03978,4,-0.0476521322472448,"Low","Negative","Negative",2025-09-01,"quick"
"MOPSE","SELL",21.3,24.1,-3.1,0.2652,0.41216,-0.03978,4,-0.0476521322472448,"Low","Negative","Negative",2025-09-01,"quick"
"CONCOR","SELL",20.7,27.1,-25.71,0.2628,0.41024,-0.03942,4,-0.0470855231724797,"Low","Negative","Negative",2025-09-01,"quick"
"RAIN","SELL",20.7,27.8,-3.43,0.2628,0.41024,-0.03942,4,-0.0470855231724797,"Low","Negative","Negative",2025-09-01,"quick"
"CPSEETF","SELL",20.7,25.5,-1.66,0.2628,0.41024,-0.03942,4,-0.0470855231724797,"Low","Negative","Negative",2025-09-01,"quick"
"BAJAJHCARE","SELL",20.7,26.8,-16.78,0.2628,0.41024,-0.03942,4,-0.0470855231724797,"Low","Negative","Negative",2025-09-01,"quick"
"BIRLANU","SELL",20.7,20.4,-15.45,0.2628,0.41024,-0.03942,4,-0.0470855231724797,"Low","Negative","Negative",2025-09-01,"quick"
"UNIONBANK","SELL",20,29.2,-9.81,0.26,0.408,-0.039,4,-0.0464285714285714,"Low","Negative","Negative",2025-09-01,"quick"
"PVTBANIETF","SELL",20,28.3,-1.68,0.26,0.408,-0.039,4,-0.0464285714285714,"Low","Negative","Negative",2025-09-01,"quick"
"AURUM","SELL",20,26.3,-16.01,0.26,0.408,-0.039,4,-0.0464285714285714,"Low","Negative","Negative",2025-09-01,"quick"
"NHPC","SELL",19.3,29.5,-2.84,0.2572,0.40576,-0.03858,4,-0.0457759848125297,"Low","Negative","Negative",2025-09-01,"quick"
"PANAMAPET","SELL",19.3,16,-16.67,0.2572,0.40576,-0.03858,4,-0.0457759848125297,"Low","Negative","Negative",2025-09-01,"quick"
"TATAELXSI","SELL",18.7,18.5,-15.27,0.2548,0.40384,-0.03822,4,-0.0452200662565073,"Low","Negative","Negative",2025-09-01,"quick"
"REPRO","SELL",18.7,27.9,-8.5,0.2548,0.40384,-0.03822,4,-0.0452200662565073,"Low","Negative","Negative",2025-09-01,"quick"
"INDOWIND","SELL",18.7,27.3,-12.52,0.2548,0.40384,-0.03822,4,-0.0452200662565073,"Low","Negative","Negative",2025-09-01,"quick"
"ANUHPHR","SELL",18.7,24,-54.64,0.2548,0.40384,-0.03822,4,-0.0452200662565073,"Low","Negative","Negative",2025-09-01,"quick"
"ORIENTCEM","SELL",18,29.8,-10.8,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"UBL","SELL",18,28.3,-3,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"ELGIEQUIP","SELL",18,29.6,-5.65,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"STEELCAS","SELL",18,11,-77.33,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"UYFINCORP","SELL",18,27.3,-30.07,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"SAHYADRI","SELL",18,18.5,-19.78,0.252,0.4016,-0.0378,4,-0.0445754716981132,"Low","Negative","Negative",2025-09-01,"quick"
"ARVIND","SELL",17.3,26.7,-13.37,0.2492,0.39936,-0.03738,3,-0.043935119887165,"Low","Negative","Negative",2025-09-01,"quick"
"ARTEMISMED","SELL",17.3,23.1,-8.28,0.2492,0.39936,-0.03738,3,-0.043935119887165,"Low","Negative","Negative",2025-09-01,"quick"
"ABSLPSE","SELL",17.3,19.8,-2.39,0.2492,0.39936,-0.03738,3,-0.043935119887165,"Low","Negative","Negative",2025-09-01,"quick"
"RECLTD","SELL",16.7,22.3,-7.25,0.2468,0.39744,-0.03702,3,-0.0433895921237693,"Low","Negative","Negative",2025-09-01,"quick"
"VPRPL","SELL",16.7,23.6,-18.05,0.2468,0.39744,-0.03702,3,-0.0433895921237693,"Low","Negative","Negative",2025-09-01,"quick"
"VENUSPIPES","SELL",16.7,26.1,-9.35,0.2468,0.39744,-0.03702,3,-0.0433895921237693,"Low","Negative","Negative",2025-09-01,"quick"
"GANGAFORGE","SELL",16.7,22.6,-25.53,0.2468,0.39744,-0.03702,3,-0.0433895921237693,"Low","Negative","Negative",2025-09-01,"quick"
"JAIPURKURT","SELL",16.7,20,-12.48,0.2468,0.39744,-0.03702,3,-0.0433895921237693,"Low","Negative","Negative",2025-09-01,"quick"
"SIGACHI","SELL",16,25.8,-39.49,0.244,0.3952,-0.0366,3,-0.0427570093457944,"Low","Negative","Negative",2025-09-01,"quick"
"VMART","SELL",16,25.5,-75.91,0.244,0.3952,-0.0366,3,-0.0427570093457944,"Low","Negative","Negative",2025-09-01,"quick"
"RAMASTEEL","SELL",16,22.4,-16.52,0.244,0.3952,-0.0366,3,-0.0427570093457944,"Low","Negative","Negative",2025-09-01,"quick"
"VRLLOG","SELL",16,10.5,-50.03,0.244,0.3952,-0.0366,3,-0.0427570093457944,"Low","Negative","Negative",2025-09-01,"quick"
"CIEINDIA","SELL",16,28.6,-10.01,0.244,0.3952,-0.0366,3,-0.0427570093457944,"Low","Negative","Negative",2025-09-01,"quick"
"FAZE3Q","SELL",15.3,28.2,-19.02,0.2412,0.39296,-0.03618,3,-0.0421285514671635,"Low","Negative","Negative",2025-09-01,"quick"
"SMCGLOBAL","SELL",15.3,27.6,-0.38,0.2412,0.39296,-0.03618,3,-0.0421285514671635,"Low","Negative","Negative",2025-09-01,"quick"
"AHLADA","SELL",15.3,26.9,-18.76,0.2412,0.39296,-0.03618,3,-0.0421285514671635,"Low","Negative","Negative",2025-09-01,"quick"
"RAJTV","SELL",15.3,28,-47.24,0.2412,0.39296,-0.03618,3,-0.0421285514671635,"Low","Negative","Negative",2025-09-01,"quick"
"RVNL","SELL",14.7,20.4,-20.39,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"IRFC","SELL",14.7,25.9,-9.59,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"IRCTC","SELL",14.7,25.6,-5.34,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"MGL","SELL",14.7,29.1,-8.61,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"IFCI","SELL",14.7,28.9,-11.19,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"VESUVIUS","SELL",14.7,27.2,-4.78,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"UFLEX","SELL",14.7,23.8,-9.61,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"GIPCL","SELL",14.7,29.1,-5.57,0.2388,0.39104,-0.03582,3,-0.0415931258708778,"Low","Negative","Negative",2025-09-01,"quick"
"PRAJIND","SELL",14,20.7,-16.29,0.236,0.3888,-0.0354,3,-0.0409722222222222,"Low","Negative","Negative",2025-09-01,"quick"
"KFINTECH","SELL",13.3,28.4,-12.91,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"NBCC","SELL",13.3,28.6,-13.79,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"EQUITASBNK","SELL",13.3,23.9,-20.58,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"HEG","SELL",13.3,29.9,-4.21,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"KNRCON","SELL",13.3,25.8,-6.48,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"REPCOHOME","SELL",13.3,19.7,-15.76,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"ADFFOODS","SELL",13.3,24.3,-24.84,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"ROTO","SELL",13.3,23.8,-67.07,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"SURAJLTD","SELL",13.3,26.4,-19.8,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"AKSHOPTFBR","SELL",13.3,25.4,-17.08,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"SBIETFPB","SELL",13.3,29.8,-1.76,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"PVTBANKADD","SELL",13.3,27.2,-1.79,0.2332,0.38656,-0.03498,3,-0.0403553299492386,"Low","Negative","Negative",2025-09-01,"quick"
"WEIZMANIND","SELL",12.7,29,-6.98,0.2308,0.38464,-0.03462,3,-0.0398297284859641,"Low","Negative","Negative",2025-09-01,"quick"
"FEDERALBNK","SELL",12,29.6,-3.84,0.228,0.3824,-0.0342,3,-0.0392201834862385,"Low","Negative","Negative",2025-09-01,"quick"
"HIMATSEIDE","SELL",12,28.4,-13.16,0.228,0.3824,-0.0342,3,-0.0392201834862385,"Low","Negative","Negative",2025-09-01,"quick"
"TIIL","SELL",12,26.4,-10.53,0.228,0.3824,-0.0342,3,-0.0392201834862385,"Low","Negative","Negative",2025-09-01,"quick"
"SHAREINDIA","SELL",11.3,24.1,-13.65,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"SATIN","SELL",11.3,27,-7.83,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"GANDHAR","SELL",11.3,28.2,-12.21,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"TASTYBITE","SELL",11.3,25.6,-8.6,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"DHAMPURSUG","SELL",11.3,23,-14.48,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"DREDGECORP","SELL",11.3,23.8,-13.83,0.2252,0.38016,-0.03378,3,-0.0386145404663923,"Low","Negative","Negative",2025-09-01,"quick"
"POLYPLEX","SELL",10.7,28.7,-14.96,0.2228,0.37824,-0.03342,3,-0.0380984952120383,"Low","Negative","Negative",2025-09-01,"quick"
"IMAGICAA","SELL",10.7,29.1,-12.87,0.2228,0.37824,-0.03342,3,-0.0380984952120383,"Low","Negative","Negative",2025-09-01,"quick"
"AIRAN","SELL",10.7,27.4,-12,0.2228,0.37824,-0.03342,3,-0.0380984952120383,"Low","Negative","Negative",2025-09-01,"quick"
"NECCLTD","SELL",10.7,29,-12.65,0.2228,0.37824,-0.03342,3,-0.0380984952120383,"Low","Negative","Negative",2025-09-01,"quick"
"MOINFRA","SELL",10.7,26.8,-1.39,0.2228,0.37824,-0.03342,3,-0.0380984952120383,"Low","Negative","Negative",2025-09-01,"quick"
"LLOYDSME","SELL",10,28.9,-10.68,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"MOBIKWIK","SELL",10,29.3,-6.61,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"RRKABEL","SELL",10,29.6,-8.56,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"JKIL","SELL",10,26.5,-10.68,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"EMSLIMITED","SELL",10,26,-6.43,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"RAJRATAN","SELL",10,21.9,-20.97,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"GARFIBRES","SELL",10,27,-7.58,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"FAIRCHEMOR","SELL",10,18.9,-14.41,0.22,0.376,-0.033,3,-0.0375,"Low","Negative","Negative",2025-09-01,"quick"
"FIVESTAR","SELL",9.3,23.8,-25.31,0.2172,0.37376,-0.03258,3,-0.0369053013140009,"Low","Negative","Negative",2025-09-01,"quick"
"MARKSANS","SELL",9.3,17,-29.02,0.2172,0.37376,-0.03258,3,-0.0369053013140009,"Low","Negative","Negative",2025-09-01,"quick"
"IONEXCHANG","SELL",9.3,29.4,-17.17,0.2172,0.37376,-0.03258,3,-0.0369053013140009,"Low","Negative","Negative",2025-09-01,"quick"
"PRAKASHSTL","SELL",9.3,26.9,-9.12,0.2172,0.37376,-0.03258,3,-0.0369053013140009,"Low","Negative","Negative",2025-09-01,"quick"
"TORNTPOWER","SELL",8.7,26.6,-7.96,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"AKUMS","SELL",8.7,24.2,-14.41,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"INDIAGLYCO","SELL",8.7,21,-53.21,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"PARACABLES","SELL",8.7,24.4,-13.1,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"NIBE","SELL",8.7,25.1,-28.61,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"PAKKA","SELL",8.7,25.7,-16.04,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"GROWWDEFNC","SELL",8.7,29.7,-12.65,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"SUNCLAY","SELL",8.7,23.1,-18.61,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"ISGEC","SELL",8.7,29.8,-13.88,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"SOMANYCERA","SELL",8.7,25.6,-17.88,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"NDL","SELL",8.7,28.4,-9.05,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"SAKHTISUG","SELL",8.7,27.4,-13.01,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"VISHWARAJ","SELL",8.7,29,-8.36,0.2148,0.37184,-0.03222,3,-0.0363985539990963,"Low","Negative","Negative",2025-09-01,"quick"
"RAILTEL","SELL",7.3,27.3,-19.5,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"SYMPHONY","SELL",7.3,28.3,-11.19,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"AGARIND","SELL",7.3,20.3,-16.34,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"PPL","SELL",7.3,27.4,-17.65,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"GROWWRAIL","SELL",7.3,23.2,-9.5,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"RPEL","SELL",7.3,19,-19.37,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"SHIVALIK","SELL",7.3,26.2,-9.53,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"FIBERWEB","SELL",7.3,27.9,-7.06,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"SCPL","SELL",7.3,29.4,-19.85,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"RAJSREESUG","SELL",7.3,12.9,-19.86,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"AARTECH","SELL",7.3,27.1,-10.56,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"MARALOVER","SELL",7.3,20.2,-21.51,0.2092,0.36736,-0.03138,3,-0.0352267624607095,"Low","Negative","Negative",2025-09-01,"quick"
"PNBHOUSING","SELL",6,24.8,-25.16,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"KARURVYSYA","SELL",6,23.1,-9.93,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"MOREPENLAB","SELL",6,27.3,-21.59,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"GSPL","SELL",6,28.2,-7.4,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"GRWRHITECH","SELL",6,29.7,-31.97,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"HIKAL","SELL",6,25.4,-26.66,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"JYOTISTRUC","SELL",6,24,-16.92,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"KELLTONTEC","SELL",6,17.3,-76.31,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"DEVIT","SELL",6,16.7,-55.99,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"SHALPAINTS","SELL",6,29.5,-21.94,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"TIPSFILMS","SELL",6,29.9,-18.83,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"PODDARMENT","SELL",6,29.5,-8.73,0.204,0.3632,-0.0306,3,-0.0341517857142857,"Low","Negative","Negative",2025-09-01,"quick"
"AFFORDABLE","SELL",5.3,17.3,-36.89,0.2012,0.36096,-0.03018,3,-0.0335781041388518,"Low","Negative","Negative",2025-09-01,"quick"
"ETHOSLTD","SELL",4.7,22.1,-17.01,0.1988,0.35904,-0.02982,3,-0.0330892143808256,"Low","Negative","Negative",2025-09-01,"quick"
"WEL","SELL",3.3,26.4,-21.93,0.1932,0.35456,-0.02898,3,-0.0319585355094839,"Low","Negative","Negative",2025-09-01,"quick"
