SYMBOL,INDEX_TAGS,LAST_DATE,CLOSE,PEAK_52_ROLL,DD_VS_PEAK_PCT,PCT_OF_52W_RANGE,ABOVE_SMA50,RS_PULLBACK_60D_BPS,RECOVERY_FROM_TROUGH_PCT,RECOVERY_VELOCITY,VOL_RATIO_10_50,SLOW_PULLBACK_SCORE,MAX_1D_DROP_60D_PCT,ENHANCED_FUND_SCORE,SALES_GROWTH,EARNINGS_QUALITY,RS_Z,REC_Z,VOL_Z,SLOW_Z,PEAK_Z,COMPOSITE,TECHNICAL_SCORE,TRADING_SIGNAL,CAN_SLIM_SCORE,MINERVINI_SCORE,TREND_SIGNAL,RELATIVE_STRENGTH,ANALYSIS_DATE,pnl_summary,quarterly_summary,balance_sheet_summary,ratios_summary,SCREENER_DATA_COMPLETE,SCREENER_FETCH_AT,INDEX_NARRATIVE,APEX_GUIDANCE
RADICO,NIFTY 500,2026-04-28,3399.2,3591.9,-5.36,94.64,20.64,25.1225,33.76,0.964674,1.6798,92.5454,-6.18,,,,0.44793666528306764,-0.12592665008522108,0.06456340169483614,1.1922927462087252,0.9563807955685882,0.5070493917339992,52.7,HOLD,16.0,11.0,BULLISH,27.16,2026-04-28,Sales: 5851 Cr (YoY +20.8%); NetProfit: 517 Cr (YoY +49.4%); EPS: 38.62,"Sales last 3Q: 1506, 1494, 1547 Cr; Net Profit last 3Q: 131, 140, 155 Cr",Debt: 624 Cr,ROCE: 16%; EPS: 38.62; NPM: 8.84%,True,2026-04-29T05:24:31Z,RADICO vs Nifty 500: stock 60-session return 16.25% vs index -0.24% (+16.49 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
PTC,NIFTY MICROCAP 250,2026-04-28,205.71,207.0,-0.62,99.38,21.03,19.1621,33.82,1.056914,2.6624,43.5844,-17.72,,,,0.15390089107355817,0.023608558672422772,0.541085970846662,0.3308905942009858,1.4731517830111818,0.5045275595609621,65.3,BUY,16.0,16.0,STRONG_BULLISH,12.74,2026-04-28,Sales: 15797 Cr (YoY -2.7%); NetProfit: 968 Cr (YoY -0.8%); EPS: 28.78,"Sales last 3Q: 4009, 5459, 3405 Cr; Net Profit last 3Q: 243, 222, 131 Cr",Debt: 2264 Cr,ROCE: 12%; EPS: 28.78; NPM: 6.13%,True,2026-04-29T05:24:31Z,PTC vs NIFTY MICROCAP250: stock 60-session return 22.45% vs index 12.10% (+10.34 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
SUNFLAG,NIFTY MICROCAP 250,2026-04-28,294.48,322.0,-8.55,91.45,21.89,20.1131,51.72,2.873089,2.0319,-60.2487,-11.63,,,,0.20081519569627537,2.9679072118100436,0.23531813057572137,-1.495911468453674,0.608596101488024,0.5033450342232781,46.0,WEAK_HOLD,13.0,6.0,BULLISH,18.22,2026-04-28,Sales: 3822 Cr (YoY +8.1%); NetProfit: 211 Cr (YoY +30.2%); EPS: 11.73,"Sales last 3Q: 1023, 973, 942 Cr; Net Profit last 3Q: 63, 46, 60 Cr",Debt: 580 Cr,ROCE: 4%; EPS: 11.73; NPM: 5.52%,True,2026-04-29T05:24:31Z,SUNFLAG vs NIFTY MICROCAP250: stock 60-session return 22.75% vs index 12.10% (+10.65 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,SELL
IMFA,NIFTY MICROCAP 250,2026-04-28,1631.9,1653.9,-1.33,98.67,22.97,35.2982,40.77,0.727964,2.6568,31.2116,-14.16,,,,0.9499197247461417,-0.5096699205212782,0.5383701898704253,0.11320801936874468,1.395745158309865,0.4975146343547797,65.3,BUY,18.0,14.0,STRONG_BULLISH,18.18,2026-04-28,Sales: 2630 Cr (YoY +2.5%); NetProfit: 369 Cr (YoY -2.6%); EPS: 68.28,"Sales last 3Q: 642, 719, 703 Cr; Net Profit last 3Q: 93, 98, 131 Cr",Debt: 435 Cr,ROCE: 21%; EPS: 68.28; NPM: 14.03%,True,2026-04-29T05:24:31Z,IMFA vs NIFTY MICROCAP250: stock 60-session return 43.88% vs index 12.10% (+31.78 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
ABB,NIFTY 500,2026-04-28,7288.0,7822.5,-6.83,93.17,14.62,45.874,44.5,0.754285,1.1224,74.7123,-12.16,61.29,73.0,55.43,1.4716403376051663,-0.46699953641774467,-0.20575379761844262,0.8785436251333955,0.7961163754123408,0.4947094008229431,64.7,HOLD,15.0,8.0,STRONG_BULLISH,28.32,2026-04-28,Sales: 13203 Cr (YoY +8.3%); NetProfit: 1668 Cr (YoY -10.9%); EPS: 78.73,"Sales last 3Q: 3175, 3311, 3557 Cr; Net Profit last 3Q: 352, 409, 433 Cr",Debt: 85 Cr,ROCE: 30%; EPS: 78.73; NPM: 12.63%,True,2026-04-29T05:24:31Z,ABB vs Nifty 500: stock 60-session return 54.82% vs index -0.24% (+55.05 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
YATHARTH,NIFTY MICROCAP 250,2026-04-28,780.6,843.7,-7.48,92.52,12.46,42.452,41.08,0.696285,0.9946,96.9035,-11.9,,,,1.302827771444348,-0.5610264456539041,-0.26773179918327406,1.2689675837052006,0.7252511556153606,0.49365765318554616,68.7,BUY,18.0,16.0,STRONG_BULLISH,19.54,2026-04-28,Sales: 1089 Cr (YoY +26.6%); NetProfit: 165 Cr (YoY +26%); EPS: 17.37,"Sales last 3Q: 258, 279, 320 Cr; Net Profit last 3Q: 42, 41, 43 Cr",Debt: 26 Cr,ROCE: 10%; EPS: 17.37; NPM: 15.15%,True,2026-04-29T05:24:31Z,YATHARTH vs NIFTY MICROCAP250: stock 60-session return 40.14% vs index 12.10% (+28.04 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
CHENNPETRO,NIFTY 500,2026-04-28,1072.3,1103.0,-2.78,97.22,10.36,27.5464,27.52,0.50033,1.4601,114.3571,-15.1,68.3,82.0,71.74,0.5675114107878039,-0.878699600815484,-0.041982505533594706,1.57603991883484,1.2376612064550632,0.49210608594572564,79.3,BUY,16.0,14.0,STRONG_BULLISH,20.87,2026-04-28,Sales: 63640 Cr (YoY +7.9%); NetProfit: 3103 Cr (YoY +1350%); EPS: 208.36,"Sales last 3Q: 16327, 15683, 16817 Cr; Net Profit last 3Q: 719, 1002, 1422 Cr",Debt: 1964 Cr,ROCE: 36%; EPS: 208.36; NPM: 4.88%,True,2026-04-29T05:24:31Z,CHENNPETRO vs Nifty 500: stock 60-session return 27.78% vs index -0.24% (+28.02 percentage points excess). Index membership tag: NIFTY 500.,HOLD
RATNAMANI,NIFTY MICROCAP 250,2026-04-28,2676.3,3050.0,-12.25,87.75,13.56,30.9992,37.5,0.765306,0.5963,162.4286,-7.82,,,,0.7378433887071708,-0.4491328025092668,-0.4608917211181125,2.4217925290805464,0.2052094657205988,0.49096417197618736,,,,,,,,Sales: 5124 Cr (YoY -1.2%); NetProfit: 622 Cr (YoY +14.8%); EPS: 83.46,"Sales last 3Q: 1152, 1192, 1066 Cr; Net Profit last 3Q: 127, 156, 135 Cr",Debt: 241 Cr,ROCE: 22%; EPS: 83.46; NPM: 12.14%,True,2026-04-29T05:24:31Z,RATNAMANI vs NIFTY MICROCAP250: stock 60-session return 32.42% vs index 12.10% (+20.31 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,REVIEW_NO_TECH
TATAPOWER,NIFTY 500,2026-04-28,461.8,464.9,-0.67,99.33,16.87,31.4374,30.07,0.509596,1.6567,81.8929,-12.47,,,,0.7594604741810664,-0.8636779914882039,0.05336080516785962,1.0048765082997273,1.4677006122575678,0.48434408168360343,56.7,HOLD,18.0,10.0,STRONG_BULLISH,28.99,2026-04-28,Sales: 64624 Cr (YoY -1.3%); NetProfit: 5008 Cr (YoY +4.9%); EPS: 11.88,"Sales last 3Q: 18035, 15545, 13948 Cr; Net Profit last 3Q: 1262, 1245, 1194 Cr",Debt: 70083 Cr,ROCE: 15%; EPS: 11.88; NPM: 7.75%,True,2026-04-29T05:24:31Z,TATAPOWER vs Nifty 500: stock 60-session return 32.80% vs index -0.24% (+33.03 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
AUROPHARMA,"NIFTY 500,NIFTY MIDCAP SELECT",2026-04-28,1422.6,1459.5,-2.53,97.47,10.84,26.1716,26.55,0.531092,0.7374,130.8205,-6.92,67.41,70.0,70.43,0.4996903950198634,-0.8288296735409542,-0.39246373973471876,1.8656910327696907,1.2649170602231325,0.4818010149474027,64.7,HOLD,13.0,10.0,STRONG_BULLISH,30.71,2026-04-28,Sales: 33182 Cr (YoY +4.6%); NetProfit: 3485 Cr (YoY +0%); EPS: 60.04,"Sales last 3Q: 7868, 8286, 8646 Cr; Net Profit last 3Q: 824, 848, 910 Cr",Debt: 7794 Cr,ROCE: 11%; EPS: 60.04; NPM: 10.5%,True,2026-04-29T05:24:31Z,AUROPHARMA vs Nifty 500: stock 60-session return 25.93% vs index -0.24% (+26.16 percentage points excess). Index membership tag: NIFTY 500. AUROPHARMA vs NIFTY MID SELECT: stock 60-session return 25.93% vs index 6.38% (+19.55 percentage points excess). Index membership tag: NIFTY MIDCAP SELECT.,WEAK_HOLD
KSB,NIFTY 500,2026-04-28,989.05,1028.3,-3.82,96.18,21.39,44.0089,45.15,0.778443,0.8671,62.2397,-80.06,,,,1.379632062576954,-0.42783570756727674,-0.32956431248152135,0.6591052051433681,1.124276854779895,0.48112282049028376,49.3,WEAK_HOLD,15.0,8.0,STRONG_BULLISH,39.06,2026-04-28,Sales: 2696 Cr (YoY +6.4%); NetProfit: 270 Cr (YoY +9.3%); EPS: 15.54,"Sales last 3Q: 667, 650, 784 Cr; Net Profit last 3Q: 70, 68, 81 Cr",Debt: 5 Cr,ROCE: 25%; EPS: 15.54; NPM: 10.01%,True,2026-04-29T05:24:31Z,KSB vs Nifty 500: stock 60-session return 45.45% vs index -0.24% (+45.68 percentage points excess). Index membership tag: NIFTY 500.,SELL
JSWENERGY,NIFTY 500,2026-04-28,580.9,585.65,-0.81,99.19,15.51,31.5449,30.17,0.511418,1.5779,82.457,-16.0,,,,0.7647636158708057,-0.8607242496153025,0.015145887145099728,1.0148010799781564,1.452437334147449,0.47728473350524164,54.7,HOLD,16.0,10.0,STRONG_BULLISH,24.26,2026-04-28,Sales: 17592 Cr (YoY +49.8%); NetProfit: 2603 Cr (YoY +31.3%); EPS: 13.01,"Sales last 3Q: 5143, 5177, 4082 Cr; Net Profit last 3Q: 836, 824, 529 Cr",Debt: 69104 Cr,ROCE: 6%; EPS: 13.01; NPM: 14.8%,True,2026-04-29T05:24:31Z,JSWENERGY vs Nifty 500: stock 60-session return 32.01% vs index -0.24% (+32.24 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
AARTIIND,NIFTY 500,2026-04-28,501.7,506.4,-0.93,99.07,14.81,42.4567,41.34,0.712825,1.2775,40.6758,-15.45,20.43,10.0,10.0,1.3030596297321784,-0.5342125649855235,-0.13053636379445707,0.2797177362256644,1.4393545243387758,0.4714765923033276,57.3,HOLD,14.0,6.0,STRONG_BULLISH,11.41,2026-04-28,Sales: 8042 Cr (YoY +10.6%); NetProfit: 378 Cr (YoY +14.2%); EPS: 10.43,"Sales last 3Q: 1675, 2100, 2318 Cr; Net Profit last 3Q: 43, 106, 133 Cr",Debt: 3973 Cr,ROCE: 6%; EPS: 10.43; NPM: 4.7%,True,2026-04-29T05:24:31Z,AARTIIND vs Nifty 500: stock 60-session return 43.28% vs index -0.24% (+43.52 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
ADVENZYMES,NIFTY MICROCAP 250,2026-04-28,342.0,366.25,-6.62,93.38,16.65,23.4051,33.96,1.886669,2.3305,-10.3893,-15.27,10.0,10.0,10.0,0.36321466027880434,1.3687688702801735,0.38012745191577346,-0.6187031912980875,0.8190112925775189,0.4624838167508365,57.3,HOLD,18.0,6.0,BULLISH,18.62,2026-04-28,Sales: 710 Cr (YoY +11.5%); NetProfit: 155 Cr (YoY +15.7%); EPS: 13.61,"Sales last 3Q: 186, 185, 172 Cr; Net Profit last 3Q: 40, 45, 43 Cr",Debt: 35 Cr,ROCE: 20%; EPS: 13.61; NPM: 21.83%,True,2026-04-29T05:24:31Z,ADVENZYMES vs NIFTY MICROCAP250: stock 60-session return 28.33% vs index 12.10% (+16.23 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,WEAK_HOLD
ENGINERSIN,NIFTY 500,2026-04-28,256.54,264.6,-3.05,96.95,21.9,49.4206,50.93,0.878147,0.7442,29.5798,-17.31,,,,1.646599614971022,-0.2662002082831034,-0.38916600569214566,0.08449871948421962,1.208224884385548,0.45679140097310816,48.0,WEAK_HOLD,15.0,6.0,STRONG_BULLISH,44.09,2026-04-28,Sales: 4012 Cr (YoY +29.9%); NetProfit: 776 Cr (YoY +33.8%); EPS: 13.81,"Sales last 3Q: 870, 921, 1210 Cr; Net Profit last 3Q: 65, 83, 347 Cr",Debt: 20 Cr,ROCE: 24%; EPS: 13.81; NPM: 19.34%,True,2026-04-29T05:24:31Z,ENGINERSIN vs Nifty 500: stock 60-session return 55.89% vs index -0.24% (+56.13 percentage points excess). Index membership tag: NIFTY 500.,SELL
JSFB,NIFTY MICROCAP 250,2026-04-28,491.5,552.5,-11.04,88.96,28.1,35.9918,43.78,1.368016,1.9973,34.7044,-10.07,,,,0.9841360882438457,0.5279526882791072,0.21853848382968732,0.17465908116349216,0.3371277979580542,0.4484828278948373,46.7,WEAK_HOLD,16.0,7.0,BULLISH,27.47,2026-04-28,Revenue: 5140 Cr (YoY +9.1%); NetProfit: 310 Cr (YoY -38.1%); EPS: 29.49,"Sales last 3Q: 1252, 1305, 1384 Cr; Net Profit last 3Q: 102, 75, 10 Cr",,ROE: 13%; EPS: 29.49; NPM: 6.03%,True,2026-04-29T05:24:31Z,JSFB vs NIFTY MICROCAP250: stock 60-session return 33.43% vs index 12.10% (+21.33 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,SELL
INGERRAND,NIFTY MICROCAP 250,2026-04-28,4244.4,4477.8,-5.21,94.79,10.43,33.777,32.41,0.549251,1.2746,96.5203,-6.53,,,,0.874876569970035,-0.7993911451819986,-0.13194275037143685,1.262225701295745,0.9727343078294296,0.43570053670835485,,,,,,,,Sales: 1415 Cr (YoY +5.9%); NetProfit: 259 Cr (YoY -3.4%); EPS: 82,"Sales last 3Q: 315, 322, 455 Cr; Net Profit last 3Q: 59, 60, 72 Cr",Debt: 10 Cr,ROCE: 60%; EPS: 82; NPM: 18.3%,True,2026-04-29T05:24:31Z,INGERRAND vs NIFTY MICROCAP250: stock 60-session return 34.61% vs index 12.10% (+22.51 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,REVIEW_NO_TECH
DMART,NIFTY 500,2026-04-28,4544.4,4949.5,-8.18,91.82,11.21,23.0191,24.31,1.105154,0.888,101.8321,-8.51,,,,0.3441726817463451,0.10181300869918727,-0.31942862990949494,1.3556795921687805,0.6489347650647667,0.42623428355391696,53.3,HOLD,13.0,8.0,STRONG_BULLISH,17.71,2026-04-28,Sales: 66009 Cr (YoY +11.2%); NetProfit: 2864 Cr (YoY +5.8%); EPS: 44.03,"Sales last 3Q: 16360, 16676, 18101 Cr; Net Profit last 3Q: 773, 685, 856 Cr",Debt: 1609 Cr,ROCE: 18%; EPS: 44.03; NPM: 4.34%,True,2026-04-29T05:24:31Z,DMART vs Nifty 500: stock 60-session return 23.81% vs index -0.24% (+24.04 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
GESHIP,NIFTY 500,2026-04-28,1474.4,1509.0,-2.29,97.71,6.27,27.0017,25.63,0.434416,0.7248,120.3667,-8.14,,,,0.5406405151747713,-0.9855563197015569,-0.3985742469312515,1.6817706509012953,1.2910826798404789,0.42587265585674744,60.0,HOLD,8.0,18.0,STRONG_BULLISH,13.97,2026-04-28,Sales: 5121 Cr (YoY -3.8%); NetProfit: 2262 Cr (YoY -3.5%); EPS: 158.4,"Sales last 3Q: 1201, 1242, 1454 Cr; Net Profit last 3Q: 504, 581, 813 Cr",Debt: 1254 Cr,ROCE: 15%; EPS: 158.4; NPM: 44.17%,True,2026-04-29T05:24:31Z,GESHIP vs Nifty 500: stock 60-session return 31.93% vs index -0.24% (+32.16 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
VSTIND,NIFTY MICROCAP 250,2026-04-28,260.47,334.65,-22.17,77.83,12.56,12.2567,30.19,1.677191,6.7984,2.9631,-89.2,,,,-0.18675319845505509,1.029172854884101,2.546884206152943,-0.3837858878429264,-0.8763028117963904,0.4258430325885344,48.0,WEAK_HOLD,11.0,11.0,BULLISH,12.41,2026-04-28,Sales: 471 Cr (YoY +23.9%); NetProfit: 62 Cr (YoY +0%); EPS: 3.65,"Sales last 3Q: 336, 373, 457 Cr; Net Profit last 3Q: 59, 60, 117 Cr",Debt: 0 Cr,ROCE: 28%; EPS: 3.65; NPM: 13.16%,True,2026-04-29T05:24:31Z,VSTIND vs NIFTY MICROCAP250: stock 60-session return 12.51% vs index 12.10% (+0.41 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,SELL
ADANIENT,NIFTY 500,2026-04-28,2412.4,2695.0,-10.49,89.51,15.87,22.3117,37.16,2.064539,1.2532,18.3184,-28.2,10.0,10.0,10.0,0.30927554285033004,1.6571234624497544,-0.14232091338777006,-0.11363028512393697,0.39709067624780653,0.42150769660723675,60.0,HOLD,14.0,14.0,BULLISH,12.42,2026-04-28,Sales: 94995 Cr (YoY -3%); NetProfit: 14132 Cr (YoY +76.5%); EPS: 103.69,"Sales last 3Q: 21961, 21249, 24820 Cr; Net Profit last 3Q: 976, 3414, 5727 Cr",Debt: 109465 Cr,ROCE: 13%; EPS: 103.69; NPM: 14.88%,True,2026-04-29T05:24:31Z,ADANIENT vs Nifty 500: stock 60-session return 23.11% vs index -0.24% (+23.35 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
CEIGALL,NIFTY MICROCAP 250,2026-04-28,331.3,341.0,-2.84,97.16,14.94,22.86,25.8,1.172826,1.4032,47.043,-5.78,52.84,47.0,53.04,0.33632403204553074,0.21151971562728009,-0.06957678009571445,0.3917399535468727,1.2311198015507265,0.4202253445349392,58.0,HOLD,13.0,8.0,STRONG_BULLISH,16.29,2026-04-28,Sales: 3648 Cr (YoY +6.1%); NetProfit: 252 Cr (YoY -12.2%); EPS: 14.88,"Sales last 3Q: 838, 807, 991 Cr; Net Profit last 3Q: 51, 56, 72 Cr",Debt: 1343 Cr,ROCE: 22%; EPS: 14.88; NPM: 6.91%,True,2026-04-29T05:24:31Z,CEIGALL vs NIFTY MICROCAP250: stock 60-session return 20.32% vs index 12.10% (+8.22 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,WEAK_HOLD
ISGEC,NIFTY MICROCAP 250,2026-04-28,1094.95,1281.3,-14.54,85.46,17.74,53.8712,52.53,0.905722,0.66,76.3757,-15.96,,,,1.8661546140812904,-0.22149689755573962,-0.4299997125134195,0.9078088840057565,-0.04445415479491569,0.41560254664459445,,,,,,,,Sales: 6515 Cr (YoY +1.4%); NetProfit: 297 Cr (YoY +12.5%); EPS: 34.98,"Sales last 3Q: 1341, 1691, 1739 Cr; Net Profit last 3Q: 59, 56, 84 Cr",Debt: 925 Cr,ROCE: 17%; EPS: 34.98; NPM: 4.56%,True,2026-04-29T05:24:31Z,ISGEC vs NIFTY MICROCAP250: stock 60-session return 57.66% vs index 12.10% (+45.56 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,REVIEW_NO_TECH
NTPCGREEN,NIFTY 500,2026-04-28,115.81,119.95,-3.45,96.55,19.36,25.1395,35.96,0.642128,1.014,101.3859,-6.77,,,,0.44877530164330565,-0.6488232615763643,-0.25832355794416817,1.347829310511424,1.1646155183566376,0.4108146621981669,51.3,HOLD,15.0,8.0,STRONG_BULLISH,33.6,2026-04-28,Sales: 2568 Cr (YoY +16.2%); NetProfit: 557 Cr (YoY +17.5%); EPS: 0.66,"Sales last 3Q: 680, 612, 653 Cr; Net Profit last 3Q: 220, 86, 17 Cr",Debt: 21826 Cr,ROCE: 6%; EPS: 0.66; NPM: 21.69%,True,2026-04-29T05:24:31Z,NTPCGREEN vs Nifty 500: stock 60-session return 28.59% vs index -0.24% (+28.83 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
SAIL,NIFTY 500,2026-04-28,185.63,189.1,-1.84,98.16,15.62,20.5634,29.77,1.353404,1.045,37.1728,-20.02,,,,0.223029192932458,0.5042643917660253,-0.2432897703971434,0.2180872193145901,1.3401432166230036,0.40844685004778675,54.7,HOLD,13.0,8.0,STRONG_BULLISH,19.47,2026-04-28,Sales: 109313 Cr (YoY +6.7%); NetProfit: 2788 Cr (YoY +17.5%); EPS: 6.75,"Sales last 3Q: 25922, 26704, 27371 Cr; Net Profit last 3Q: 745, 419, 374 Cr",Debt: 33663 Cr,ROCE: 7%; EPS: 6.75; NPM: 2.55%,True,2026-04-29T05:24:31Z,SAIL vs Nifty 500: stock 60-session return 19.33% vs index -0.24% (+19.57 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
LLOYDSENT,NIFTY MICROCAP 250,2026-04-28,71.01,96.4,-26.34,73.66,32.22,22.5073,71.6,3.978036,0.9305,-55.5251,-9.28,,,,0.3189247941481256,4.759196026978436,-0.29881779214341253,-1.4128061559554868,-1.3309304526477856,0.40711328407597536,,,,,,,,Sales: 1526 Cr (YoY +2.6%); NetProfit: 373 Cr (YoY +203.3%); EPS: 1.66,"Sales last 3Q: 331, 407, 299 Cr; Net Profit last 3Q: 249, 62, 38 Cr",Debt: 671 Cr,ROCE: 1%; EPS: 1.66; NPM: 24.44%,True,2026-04-29T05:24:31Z,LLOYDSENT vs NIFTY MICROCAP250: stock 60-session return 30.92% vs index 12.10% (+18.81 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,REVIEW_NO_TECH
