MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        29.43,        29.43,        29.65,        29.43,        29.61,                  3489316.30,117972,809,        32.70,        23.85,NIFTY 100
N,EQ,NIF10GETF,UTIAMC - NIF10GETF,        25.98,        26.10,        26.26,        26.00,        26.05,                    10088.65,386,24,        27.25,        23.85,UTI NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,NIF5GETF,UTIAMC - NIF5GETF,        63.77,        63.77,        63.77,        63.11,        63.23,                    73661.31,1160,14,        65.00,        58.11,UTI NIFTY 5 YR BENCHMARK G-SEC ETF
N,EQ,NIFITETF,UTIAMC - NIFITETF,       372.55,       372.70,       375.00,       372.44,       374.31,                   101082.32,270,19,       469.99,       325.00,UTI NIFTY IT ETF
N,EQ,NIFMID150,UTIAMC - NIFMID150,       222.18,       222.47,       224.04,       221.83,       223.92,                   558055.64,2498,37,       235.48,       174.82,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,NIFTY1,KOTAK NIFTY ETF,       285.32,       285.32,       287.27,       285.32,       286.86,                 72126699.65,251418,1998,       320.00,       238.25,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        34.21,        34.21,        34.50,        34.14,        34.38,                  1103765.98,32189,126,        34.83,        24.25,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTY50ADD,DSPAMC - DSPN50ETF,       271.01,       272.36,       272.83,       271.16,       272.27,                  2609184.95,9589,348,       300.00,       225.66,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       293.10,       291.01,       294.90,       291.01,       294.50,               1716097255.85,5829864,35901,       295.38,       231.30,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       264.60,       265.43,       266.69,       265.00,       266.07,                   708431.67,2664,54,       267.14,       220.50,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,        10.32,        10.38,        10.42,        10.33,        10.36,                  2305214.91,222154,265,        10.97,        10.21,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       279.90,       280.54,       281.69,       280.00,       281.28,                 21511158.81,76505,1296,       282.50,       226.00,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       291.49,       291.51,       293.48,       291.51,       293.06,                112672542.66,384645,4805,       328.24,       234.97,NIFTY 50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        21.92,        21.94,        22.05,        21.84,        22.01,                  1970566.12,89847,361,        23.63,        18.30,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       290.98,       293.98,       295.00,       292.44,       292.89,                    85730.98,292,19,       298.12,       240.38,NIFTY PRIVATE BANK INDEX
