MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,CHAMBAL FERTILIZERS LTD,       487.40,       491.05,       498.35,       490.05,       495.40,                349535038.40,705796,N, ,17867,       742.20,       443.20
N,CHAMUNDA ELECTRICAL LTD,        49.90,        49.90,        50.15,        49.90,        50.15,                   450450.00,9000,N, ,3,        71.00,        36.10
N,CHAVDA INFRA LIMITED,       100.15,       100.50,       102.30,       100.50,       102.00,                   914900.00,9000,N, ,9,       186.00,        98.00
N,CHEMBOND MATERIALTECH LTD,       166.71,       167.60,       176.79,       165.61,       174.16,                  4219075.84,24491,N, ,1153,       341.80,       159.00
N,CHEMBOND CHEMICAL LIMITED,       158.64,       158.80,       159.28,       154.20,       156.41,                  2639402.09,16793,N, ,498,       244.99,       149.12
N,CHEMCON SPECIAL CHEM LTD,       246.30,       246.80,       254.65,       245.55,       252.15,                 29188342.90,116523,N, ,2775,       295.00,       160.00
N,CHEMFAB ALKALIS LIMITED,       606.25,       602.10,       610.70,       600.05,       602.70,                  2505397.60,4144,N, ,346,      1194.00,       564.95
N,CHEMPLAST SANMAR LIMITED,       398.95,       397.95,       401.40,       396.00,       399.60,                  8953625.20,22434,N, ,1942,       530.00,       362.75
N,CHENNAI PETROLEUM CORP LT,       843.20,       831.00,       847.35,       804.00,       809.70,               4374108012.15,5313838,N, ,96938,       858.85,       433.10
N,CHEVIOT COMPANY LIMITED,      1152.40,      1150.20,      1156.50,      1132.30,      1139.20,                  1396615.80,1224,N, ,188,      1443.50,       974.75
N,CHOICE INTERNATIONAL LTD,       816.85,       817.00,       826.80,       814.00,       822.05,                477408438.10,580376,N, ,11951,       836.80,       438.45
N,CHOLAMANDALAM FIN HOL LTD,      1941.60,      1941.60,      1941.70,      1895.80,      1913.60,                162454512.40,85039,N, ,8918,      2231.60,      1357.35
N,CIE AUTOMOTIVE INDIA LTD,       438.65,       438.65,       444.60,       436.50,       439.45,                 88690106.20,201374,N, ,13913,       521.10,       356.75
N,CAPITAL INDIA FINANCE LTD,        35.09,        35.40,        35.68,        34.10,        34.39,                  7784905.30,224169,N, ,1415,        44.50,        31.55
N,CIGNITI TECHNOLOGIES LTD,      1738.10,      1739.00,      1744.70,      1705.00,      1733.10,                 45688858.00,26482,N, ,2015,      1970.00,      1033.25
N,CINELINE INDIA LIMITED,        86.00,        87.00,        87.89,        84.51,        84.98,                  1307531.74,15273,N, ,296,       148.70,        73.64
N,CINEVISTA LIMITED,        18.88,        18.97,        19.48,        18.50,        18.80,                   269732.40,14303,N, ,92,        24.88,        13.21
N,CLASSIC ELECTRODE (IND) L,        92.30,        92.90,        92.90,        88.00,        92.00,                  7184880.00,78400,N, ,28,       113.90,        80.50
N,CLEAN SCIENCE & TECH LTD,      1049.10,      1045.00,      1059.40,      1041.00,      1049.50,                310783735.40,296559,N, ,20770,      1600.00,      1033.00
N,CHAMAN LAL SETIA EXP LTD,       282.55,       284.00,       286.80,       282.00,       283.15,                 10087542.10,35560,N, ,1215,       447.20,       252.10
N,CROP LIFE SCIENCE LIMITED,        55.00,        54.05,        54.10,        54.00,        54.00,                   324300.00,6000,N, ,3,        62.80,        41.50
N,CHAMAN METALLICS LIMITED,       156.00,       159.95,       161.00,       157.60,       160.95,                  2991112.50,18750,N, ,19,       178.80,       103.70
N,CYBER MEDIA RES & SER LTD,        83.25,        83.25,        83.25,        83.25,        83.25,                    66600.00,800,N, ,1,       139.95,        64.00
N,CMS INFO SYSTEMS LIMITED,       369.60,       371.00,       388.30,       368.35,       384.05,                315575447.60,827620,N, ,22003,       574.90,       353.30
N,COASTAL CORPORATION LTD,        41.23,        41.80,        42.98,        40.15,        41.07,                  9282145.96,221508,N, ,1904,       282.95,        30.01
N,COCHIN SHIPYARD LIMITED,      1810.90,      1812.00,      1826.00,      1801.00,      1804.50,                843058638.00,465217,N, ,25474,      2545.00,      1180.20
N,COFORGE LIMITED,      1809.80,      1810.00,      1822.00,      1782.20,      1797.40,               3154616452.20,1754243,N, ,76917,     10026.80,      1525.00
N,COHANCE LIFESCIENCES LTD,       859.70,       830.00,       830.00,       766.80,       786.45,               5645632345.40,7136467,N, ,262373,      1360.00,       766.80
N,COLGATE PALMOLIVE LTD.,      2232.70,      2235.90,      2277.00,      2226.10,      2267.70,                984025752.50,436074,N, ,19852,      3150.80,      2151.00
N,COMPUCOM SOFTWARE LTD,        18.38,        18.60,        18.85,        18.38,        18.59,                   287987.78,15419,N, ,272,        31.88,        15.94
N,COMMERCIAL SYN BAGS LTD,       150.72,       150.90,       155.50,       150.90,       155.01,                  7815033.34,50804,N, ,714,       159.50,        58.22
N,CONTAINER CORP OF IND LTD,       541.20,       542.00,       555.90,       537.10,       553.85,                906495984.80,1653604,N, ,27229,       868.00,       520.65
N,CONCORD BIOTECH LIMITED,      1432.00,      1435.60,      1458.00,      1432.60,      1452.60,                 96599215.50,66598,N, ,7333,      2451.70,      1345.00
N,CONFIDENCE PETRO IND LTD.,        41.69,        41.69,        42.55,        41.26,        42.27,                 17107147.32,408650,N, ,2454,        84.04,        40.07
N,CONNPLEX CINEMAS LIMITED,       222.70,       222.10,       242.00,       218.05,       235.90,                 53087600.00,229600,N, ,278,       242.00,       177.00
N,CONSO. FIN. & HOLD. LTD.,       182.69,       181.55,       185.99,       181.55,       182.54,                   452461.83,2474,N, ,135,       249.00,       160.00
N,CONTINENTAL SEED CHEM LTD,        23.40,        22.25,        22.25,        22.25,        22.25,                    74159.25,3333,N, ,1,        49.00,        20.85
N,CONTROL PRINT LIMITED,       733.80,       737.50,       749.25,       730.00,       742.10,                 14429125.05,19541,N, ,1749,       917.50,       547.00
N,COOL CAPS INDUSTRIES LTD,        82.80,        84.95,        84.95,        82.00,        83.00,                 14763875.00,177500,N, ,57,       931.00,        75.00
N,CORAL INDIA FIN & HOUS LT,        43.31,        43.10,        43.69,        42.21,        43.03,                  1595856.62,37077,N, ,253,        65.49,        33.70
N,CORDS CABLE INDUS LTD.,       184.35,       185.00,       191.50,       179.12,       188.92,                 18817817.28,101203,N, ,2267,       246.45,       146.65
N,COROMANDEL INTERNTL. LTD,      2241.00,      2299.00,      2322.00,      2236.00,      2254.60,               1366294730.70,602183,N, ,50275,      2718.90,      1573.05
N,COSMO FIRST LIMITED,       855.80,       862.70,       874.05,       840.10,       867.60,                 38282131.90,44603,N, ,3125,      1307.20,       525.70
N,COUNTRY CONDO S LIMITED,         6.65,         6.60,         6.90,         6.60,         6.74,                   540125.28,79581,N, ,277,        11.92,         5.31
N,CP CAPITAL LIMITED,       123.57,       125.00,       129.59,       123.28,       124.98,                  5115557.12,40485,N, ,1087,       260.00,       108.54
N,CAREER POINT EDUTECH LTD,       331.00,       338.70,       338.75,       320.05,       324.45,                 13615247.15,41458,N, ,1278,       338.75,       217.61
N,ADITYA INFOTECH LIMITED,      1373.50,      1379.00,      1387.00,      1363.10,      1380.00,                 80071678.30,58228,N, ,9129,      1476.00,      1015.00
N,C P S SHAPERS LIMITED,       972.00,       990.00,      1017.00,       980.00,      1011.05,                  9054210.00,9000,N, ,27,      1017.00,       394.00
N,CRAFTSMAN AUTOMATION LTD,      6447.00,      6453.00,      6526.00,      6324.00,      6471.50,                156883772.00,24381,N, ,8120,      7254.50,      3700.00
N,CANARA ROBECO AMC LIMITED,       338.80,       328.00,       335.00,       321.10,       322.65,               2017633155.30,6183664,N, ,88401,       353.40,       280.25
N,CRAYONS ADVERTISING LTD,        50.60,        48.30,        48.30,        48.30,        48.30,                    48300.00,1000,N, ,1,       113.90,        42.00
N,CREATIVE NEWTECH LIMITED,       657.05,       663.20,       670.00,       654.50,       661.25,                  6889341.90,10430,N, ,616,      1075.00,       594.75
N,CREATIVE EYE LIMITED,         7.79,         7.33,         8.30,         7.33,         7.69,                   304076.20,39808,N, ,434,        12.19,         5.27
N,CREDITACCESS GRAMEEN LTD,      1477.10,      1384.10,      1460.00,      1370.00,      1403.70,               2278281707.50,1608232,N, ,62764,      1490.10,       750.20
N,CREST VENTURES LIMITED,       383.90,       386.35,       387.95,       372.00,       377.00,                  7944607.55,20931,N, ,817,       531.95,       319.10
N,CRISIL LTD,      4986.20,      5000.00,      5000.00,      4910.20,      4954.30,                128796220.60,26026,N, ,5416,      6950.00,      3973.60
N,CRIZAC LIMITED,       307.40,       308.00,       308.00,       301.00,       304.05,                134237801.75,442264,N, ,9238,       387.95,       269.85
N,CROMPT GREA CON ELEC LTD,       290.30,       291.45,       292.50,       288.75,       291.05,                854001216.85,2939138,N, ,23097,       419.45,       278.00
N,CROWN LIFTERS LIMITED,       141.38,       144.27,       144.27,       140.21,       141.80,                  1588625.72,11225,N, ,426,       285.00,       135.34
N,CSB BANK LIMITED,       420.80,       421.00,       422.65,       409.85,       411.25,                101388759.15,244927,N, ,9294,       445.60,       272.75
N,CSL FINANCE LIMITED,       282.55,       280.35,       282.95,       275.00,       276.90,                  1504044.20,5400,N, ,537,       380.20,       227.45
N,CAMBRIDGE TECH ENTER LTD,        55.59,        55.49,        58.30,        55.39,        57.58,                  7050900.95,123003,N, ,1446,       116.67,        34.11
N,CITY UNION BANK LTD,       239.27,       240.00,       240.60,       234.50,       236.12,                436385921.51,1842329,N, ,24515,       240.60,       142.91
N,CUBE HIGHWAYS TRUST,       135.50,       135.50,       135.50,       135.50,       135.50,                 44037500.00,325000,N, ,7,       136.00,       119.46
N,CUBEX TUBINGS LTD,        94.30,        97.00,        97.00,        90.59,        93.90,                  2617797.13,28218,N, ,829,       143.25,        67.11
N,CUMMINS INDIA LTD,      4285.60,      4293.00,      4366.20,      4271.10,      4357.90,               1779248894.80,410367,N, ,34724,      4366.20,      2580.00
N,CUPID LIMITED,       245.09,       248.00,       251.00,       237.01,       239.97,                944928060.90,3859325,N, ,27217,       255.04,        55.75
N,CURRENT INFRAPROJECTS LTD,       146.55,       148.00,       150.50,       146.00,       149.45,                  5692400.00,38400,N, ,15,       163.00,       123.05
N,CYIENT LIMITED,      1187.70,      1193.00,      1193.90,      1181.10,      1185.30,                472104849.50,398093,N, ,11887,      2112.00,      1084.05
N,CYIENT DLM LIMITED,       456.70,       457.05,       459.25,       452.05,       456.55,                 28331433.40,62149,N, ,2779,       744.25,       378.60
N,DABUR INDIA LTD,       503.40,       503.40,       508.90,       501.80,       508.05,                952894262.70,1880484,N, ,18945,       577.00,       433.30
N,DALMIA BHARAT LIMITED,      2128.00,      2132.00,      2145.00,      2117.20,      2130.80,                530924627.40,249031,N, ,18478,      2496.30,      1601.00
N,DALMIA BHARAT SUG IN LTD,       362.75,       363.00,       367.80,       353.00,       356.50,                 50119862.00,139410,N, ,3463,       479.65,       291.00
N,DAM CAPITAL ADVISORS LTD,       251.31,       252.20,       252.20,       244.00,       247.52,                146499984.94,594183,N, ,8173,       456.90,       195.55
N,DAMODAR INDUSTRIES LTD,        34.97,        34.97,        35.14,        33.50,        34.26,                   318161.57,9277,N, ,150,        47.15,        28.00
N,DANGEE DUMS LIMITED,         4.30,         4.25,         4.38,         4.25,         4.32,                    95487.43,22018,N, ,99,         9.55,         4.01
N,DANISH POWER LIMITED,       832.30,       832.30,       855.60,       826.00,       828.55,                 26296905.00,31500,N, ,169,      1316.00,       541.50
N,DATAMATICS GLOBAL SER LTD,       924.40,       924.00,       975.00,       923.75,       969.70,                534010157.80,558331,N, ,29733,      1120.00,       515.05
N,DATA PATTERNS INDIA LTD,      2787.50,      2787.50,      2787.50,      2740.90,      2753.00,                281773868.70,101997,N, ,11464,      3268.80,      1351.15
N,DAVANGERE SUGAR COMPANY L,         3.77,         3.84,         4.15,         3.80,         4.01,                108218522.06,26950846,N, ,10910,         6.82,         3.03
N,D.B.CORP LTD,       260.50,       260.50,       266.85,       258.10,       265.55,                 61182793.65,234105,N, ,6290,       343.75,       189.05
N,DEEPAK BUILDERS & ENG I L,       154.91,       153.35,       156.49,       151.51,       152.48,                  9940338.34,64989,N, ,1354,       214.00,       128.50
N,DILIP BUILDCON LIMITED,       481.35,       487.40,       487.40,       479.40,       482.65,                 62343211.80,129294,N, ,5895,       585.00,       363.15
N,DHAMPUR BIO ORGANICS LTD,        79.99,        79.75,        83.80,        79.36,        82.04,                 10115797.79,123554,N, ,1315,       139.38,        57.34
N,VALOR ESTATE LIMITED,       151.84,       152.80,       152.81,       151.00,       151.79,                 74016730.58,487628,N, ,6947,       209.40,       149.70
N,DB (INT) STOCK BROKERS,        25.93,        25.41,        26.20,        25.40,        25.66,                   128829.27,5008,N, ,134,        52.00,        24.65
N,DISHMAN CARBO AMCIS LTD,       295.25,       295.50,       299.70,       291.85,       293.00,                 55971484.70,189283,N, ,5975,       321.95,       170.50
N,DCB BANK LIMITED,       161.43,       162.50,       163.69,       156.02,       159.09,                693759396.29,4357247,N, ,36235,       164.50,       101.41
N,DAR CREDIT & CAPITAL LTD,        54.00,        57.00,        57.00,        55.00,        55.05,                   446500.00,8000,N, ,4,        66.00,        44.00
N,DCG CABLES & WIRES LTD,        63.00,        62.00,        62.85,        61.35,        62.45,                   372360.00,6000,N, ,5,       141.10,        55.00
N,DC INFOTECH AND COMUN LTD,       246.60,       246.65,       253.00,       245.70,       249.40,                  2732926.90,11000,N, ,720,       449.90,       201.35
N,DCM LTD,        94.88,        96.30,        96.30,        92.88,        95.23,                  1167694.23,12264,N, ,425,       141.88,        83.00
N,DCM FINANCIAL SERVICES LT,         5.53,         5.70,         5.70,         5.38,         5.58,                    27423.25,4914,N, ,40,         9.21,         4.92
N,DCM NOUVELLE LIMITED,       150.48,       155.00,       155.00,       150.98,       153.01,                  5346611.82,34838,N, ,705,       226.43,       145.00
N,DCM SHRIRAM LIMITED,      1302.30,      1347.00,      1409.00,      1311.10,      1330.20,               4512586093.60,3288030,N, ,135801,      1502.30,       902.60
N,DCM SHRIRAM IND LTD,       171.05,       175.00,       179.90,       171.35,       175.41,                 52583214.11,297971,N, ,4926,       214.00,       142.11
N,DCW LTD,        62.86,        63.09,        65.76,        63.00,        65.22,                 83879732.54,1296497,N, ,6331,       113.00,        62.50
N,DCX SYSTEMS LIMITED,       224.12,       224.64,       227.00,       223.00,       224.16,                103912403.62,462413,N, ,13430,       393.00,       200.10
N,DDEV PLASTIKS IND LTD,       305.55,       305.55,       307.45,       300.00,       304.40,                 24368374.25,80500,N, ,3293,       360.00,       212.55
N,DECCAN CEMENTS LIMITED,      1034.10,      1034.10,      1041.20,      1023.90,      1032.90,                 11362795.50,11001,N, ,833,      1164.90,       549.80
N,DECCAN TRANSCON LEASING L,        33.30,        33.95,        34.00,        33.60,        34.00,                   485700.00,14400,N, ,5,        69.80,        28.80
N,DEE DEVELOPMENT ENG LTD,       252.85,       252.00,       252.05,       246.05,       246.95,                 30583701.70,123177,N, ,3196,       360.00,       167.00
N,DEEM ROLL TECH LIMITED,        51.40,        52.00,        54.00,        52.00,        53.45,                   479750.00,9000,N, ,9,       104.50,        47.45
N,DEEPAK FERTILIZERS & PETR,      1519.40,      1525.00,      1541.40,      1490.30,      1503.50,                474493770.30,313980,N, ,25143,      1778.60,       888.90
N,DEEPAK NITRITE LTD,      1751.60,      1758.00,      1762.40,      1741.50,      1747.80,                162399181.80,92873,N, ,10524,      2885.10,      1733.90
N,DEEP INDUSTRIES LIMITED,       464.80,       467.00,       476.30,       464.85,       474.05,                 43385975.35,92005,N, ,3783,       624.40,       381.00
N,DELAPLEX LIMITED,       152.00,       152.00,       152.00,       149.05,       149.40,                  1526310.00,10200,N, ,12,       248.00,       126.00
N,DELHIVERY LIMITED,       475.80,       477.00,       487.55,       476.40,       484.70,               1477103058.40,3065284,N, ,44043,       489.10,       236.53
N,DELPHI WORLD MONEY LTD,       205.04,       210.00,       210.29,       200.00,       204.46,                 11069846.22,54234,N, ,570,       309.00,       109.16
N,DELTA CORP LIMITED,        77.35,        77.61,        78.20,        77.31,        77.88,                 60820325.86,782741,N, ,4552,       131.45,        76.66
N,DELTA MANUFACTURING LTD,        76.98,        77.28,        77.29,        75.54,        75.80,                   320877.01,4203,N, ,79,       136.04,        55.01
N,DELTA AUTOCORP LIMITED,        59.25,        59.25,        59.25,        58.25,        58.40,                  1357200.00,23000,N, ,15,       183.75,        58.25
N,DEN NETWORKS LTD,        32.88,        33.00,        33.74,        32.80,        33.65,                 14559621.34,437319,N, ,1732,        49.44,        28.14
N,DE NEERS TOOLS LIMITED,       171.20,       173.30,       174.70,       160.00,       169.85,                  9650160.00,57600,N, ,86,       374.80,       160.00
N,DE NORA INDIA LIMITED,       824.55,       838.00,       842.10,       806.80,       811.30,                  2276858.00,2773,N, ,459,      1457.90,       676.00
N,DENTA WATER N INFRA SOL L,       408.90,       405.00,       409.75,       400.00,       401.90,                 45994390.15,114101,N, ,3764,       479.60,       251.25
N,VASA DENTICITY LIMITED,       604.05,       606.15,       613.80,       601.70,       603.85,                  3480550.00,5750,N, ,22,       840.00,       533.00
N,DEV INFO TECHNOLOGY LTD,        40.09,        40.69,        40.69,        40.00,        40.21,                  2900241.27,72261,N, ,944,       191.00,        37.50
N,DEV ACCELERATOR LIMITED,        42.92,        43.30,        43.30,        42.30,        42.77,                  7168756.63,167745,N, ,2089,        64.05,        40.48
N,DEVYANI INTERNATIONAL LTD,       163.96,       165.15,       168.74,       163.60,       167.72,                452186777.45,2714354,N, ,21178,       209.75,       134.00
N,DIGICONTENT LIMITED,        33.16,        33.82,        33.89,        33.00,        33.03,                   292794.20,8759,N, ,69,        68.50,        31.60
N,DHAMPUR SUGAR MILLS LTD.,       135.88,       136.00,       140.45,       135.25,       138.89,                 46798441.27,339780,N, ,3209,       202.05,       110.00
N,DHANLAXMI BANK LIMITED,        27.01,        27.11,        27.40,        26.65,        26.83,                 33984374.74,1265324,N, ,2715,        45.00,        22.00
N,DHANLAXMI CROP SCIENCE L,        42.00,        42.00,        42.05,        42.00,        42.00,                   588100.00,14000,N, ,4,       110.00,        38.70
N,DHANUKA AGRITECH LTD,      1429.90,      1415.00,      1425.10,      1413.00,      1414.90,                 20926237.10,14767,N, ,2401,      1975.00,      1092.05
N,DHARIWALCORP LIMITED,       197.40,       198.00,       199.90,       194.05,       194.50,                  2834640.00,14400,N, ,12,       229.00,        90.50
N,DHARMAJ CROP GUARD LTD,       297.05,       294.30,       303.00,       286.60,       292.80,                 11184425.00,37784,N, ,1236,       386.50,       165.10
N,DHRUV CONSULTANCY SER LTD,        53.54,        54.00,        56.15,        52.90,        53.50,                   941423.97,17453,N, ,237,       168.33,        48.90
N,DHUNSERI INVESTMENTS LTD,      1417.00,      1430.00,      1434.50,      1416.00,      1423.00,                   459438.00,322,N, ,107,      2550.00,      1361.00
N,DIAMOND POWER INFRA LTD,       150.57,       151.50,       155.16,       149.31,       154.03,                201051561.63,1318289,N, ,8709,      1698.00,        81.50
N,DIAMINES & CHEMICALS LTD,       276.50,       280.50,       280.50,       262.10,       272.95,                  8329574.95,30814,N, ,2207,       577.00,       262.10
N,PRATAAP SNACKS LIMITED,      1052.80,      1053.00,      1070.00,      1050.00,      1062.10,                 35037036.00,33067,N, ,1585,      1295.70,       889.20
N,DIC INDIA LIMITED,       518.65,       530.00,       539.30,       511.15,       518.00,                  1179939.00,2240,N, ,198,       824.10,       485.00
N,DIFFUSION ENGINEERS LTD,       366.55,       367.00,       371.65,       365.10,       368.60,                 17602659.05,47822,N, ,1221,       418.20,       231.85
N,DIGIDRIVE DISTRIBUTORS L,        29.32,        28.80,        29.45,        28.43,        28.80,                  2190619.49,76281,N, ,479,        52.10,        25.25
N,DIGIKORE STUDIOS LIMITED,        80.55,        78.00,        81.00,        77.80,        80.65,                  1717540.00,21600,N, ,52,       369.00,        77.80
N,DIGITIDE SOLUTIONS LTD,       173.99,       176.50,       176.50,       166.62,       168.98,                 37116419.47,218149,N, ,3330,       279.69,       156.43
N,DEBOCK INDUSTRIES LIMITED,         1.98,         2.02,         2.02,         1.94,         1.99,                   232008.70,116453,N, ,299,         7.71,         1.80
N,DISH TV INDIA LTD.,         4.36,         4.39,         4.57,         4.33,         4.52,                 35499830.64,7974783,N, ,5689,        13.24,         4.06
N,DIVGI TORQTRANSFER SYST L,       625.50,       626.35,       628.00,       621.45,       625.25,                  1919522.35,3071,N, ,344,       712.00,       410.10
N,DIVYADHAN RECYCLING IND L,        42.00,        42.00,        42.00,        42.00,        42.00,                   168000.00,4000,N, ,1,        86.20,        34.50
N,DIXON TECHNO (INDIA) LTD,     15372.00,     15349.00,     15576.00,     15304.00,     15512.00,               3020894078.00,195693,N, ,37351,     19148.90,     12202.20
N,DJ MEDIAPRINT & LOG LTD,        88.89,        90.99,        90.99,        87.40,        89.24,                  1221323.58,13796,N, ,984,       209.70,        84.00
N,D K ENTERPRISES GLOBAL L,        71.00,        73.70,        73.90,        70.00,        70.00,                   437025.00,6000,N, ,4,        88.50,        56.50
N,D-LINK INDIA LTD,       452.60,       454.10,       466.20,       452.65,       459.85,                 31470625.90,68560,N, ,2106,       645.10,       349.45
N,DMCC SPECIALITY CHEMICALS,       313.95,       317.10,       317.10,       305.20,       306.50,                 11773705.10,37965,N, ,1272,       452.70,       246.00
N,DILIGENT MEDIA CORP LTD.,         4.34,         4.45,         4.45,         4.17,         4.33,                   278533.46,64810,N, ,211,         7.17,         4.00
N,DODLA DAIRY LIMITED,      1307.20,      1315.00,      1329.90,      1300.20,      1306.10,                 22583318.50,17281,N, ,3140,      1525.00,       965.50
N,DOLAT ALGOTECH LIMITED,        80.33,        80.94,        81.70,        79.63,        81.07,                  9777592.70,121555,N, ,1252,       146.95,        68.00
N,DOLLAR INDUSTRIES LIMITED,       357.25,       359.00,       359.60,       355.90,       358.30,                  5950056.65,16632,N, ,570,       560.00,       349.95
N,DOLLEX AGROTECH LIMITED,        40.05,        39.65,        40.35,        39.50,        40.30,                  1436600.00,36000,N, ,9,        44.65,        32.00
N,DOLPHIN OFF ENT (IND) L,       377.30,       377.00,       380.00,       366.00,       370.35,                   668317.10,1798,N, ,158,       661.35,       201.00
N,DOMS INDUSTRIES LIMITED,      2543.30,      2554.00,      2554.00,      2512.30,      2531.00,                 31969475.50,12645,N, ,2707,      3115.00,      2092.30
N,DONEAR IND. LIMITED,        98.68,        99.60,       101.57,        98.50,       100.45,                  5304425.01,52972,N, ,1063,       184.99,        90.00
N,D. P. ABHUSHAN LIMITED,      1362.50,      1379.90,      1379.90,      1361.90,      1367.20,                  2901719.30,2122,N, ,510,      1895.00,      1290.00
N,DPSC LIMITED,        11.67,        11.50,        11.88,        11.50,        11.76,                  1315246.20,112335,N, ,632,        18.99,        10.52
N,D P WIRES LIMITED,       238.48,       236.05,       237.50,       233.01,       236.35,                  3180918.71,13527,N, ,703,       436.50,       185.99
N,DRC SYSTEMS INDIA LIMITED,        19.48,        19.65,        20.15,        19.57,        19.74,                  1840880.08,92993,N, ,413,        34.90,        16.15
N,DREAMFOLKS SERVICES LTD,       127.17,       127.17,       131.45,       125.52,       129.26,                 24078620.22,186941,N, ,4344,       469.90,        99.30
N,DREDGING CORP OF INDIA,       648.60,       655.00,       774.55,       655.00,       759.25,               3885921965.00,5337412,N, ,118057,      1085.00,       495.00
N,DRONE DESTINATION LIMITED,        88.00,        92.40,        92.40,        91.50,        92.40,                  2863775.00,31000,N, ,39,       235.00,        64.55
N,DRS DILIP ROADLINES LTD.,        84.05,        84.00,        84.00,        84.00,        84.00,                    67200.00,800,N, ,1,       136.55,        84.00
N,DYNACONS SYS & SOLN LTD,       925.95,       931.80,       948.00,       919.00,       937.25,                 12787760.50,13765,N, ,1666,      1618.20,       820.55
N,DHUNSERI TEA & IND. LTD.,       164.87,       165.99,       166.00,       160.10,       162.34,                  1670338.83,10238,N, ,363,       314.00,       146.32
N,DUCOL ORGS AND COLOURS LT,       183.45,       188.00,       194.00,       187.00,       193.15,                  4872400.00,25600,N, ,28,       194.00,        93.50
N,DUCON INFRATECHNOLOGIES L,         4.74,         5.10,         5.50,         4.70,         4.79,                 36895093.47,7273058,N, ,6506,         9.35,         4.54
N,DUDIGITAL GLOBAL LIMITED,        33.20,        33.20,        33.75,        33.20,        33.75,                   167375.00,5000,N, ,2,        76.95,        32.45
N,DURLAX TOP SURFACE LTD,        42.50,        41.05,        42.00,        40.05,        42.00,                   827600.00,20000,N, ,9,        65.00,        33.10
N,DHUNSERI VENTURES LIMITED,       337.85,       334.25,       342.60,       334.25,       337.95,                 12559270.30,36947,N, ,1239,       456.20,       293.10
N,DWARIKESH SUGAR IND LTD,        44.55,        44.25,        46.19,        44.25,        46.01,                 60446393.68,1323882,N, ,4911,        67.29,        34.42
N,DYNAMIC CABLES LIMITED,       413.05,       424.00,       429.00,       413.00,       415.40,                210783012.35,501564,N, ,12130,      1095.00,       384.70
N,DYNAMATIC TECHNOLOGIES,      7792.00,      7793.00,      7899.50,      7630.50,      7745.00,                596302235.00,77143,N, ,6227,      8937.00,      5444.15
N,DYNAMIC SRVCS & SEC LTD,       118.75,       118.30,       119.30,       115.00,       116.15,                  2745925.00,23500,N, ,38,       404.35,       107.30
N,DYNEMIC PRODUCTS LIMITED,       310.15,       308.00,       315.75,       307.65,       311.70,                  5899624.95,18909,N, ,1006,       485.00,       252.35
N,E2E NETWORKS LIMITED,      3119.30,      3150.00,      3151.00,      3081.00,      3090.80,                154321310.70,49590,N, ,6504,      5487.65,      1710.05
N,EASY TRIP PLANNERS LTD,         7.95,         7.95,         8.13,         7.94,         8.06,                 71368816.62,8882812,N, ,9306,        33.99,         7.82
N,GNG ELECTRONICS LIMITED,       324.50,       325.00,       325.00,       320.75,       323.05,                 37506715.95,116059,N, ,4173,       401.70,       300.00
N,ECLERX SERVICES LTD,      4717.40,      4714.60,      4714.60,      4492.50,      4639.60,                834078500.90,181819,N, ,24797,      4830.00,      2168.00
N,ECOLINE EXIM LIMITED,       139.45,       140.00,       141.55,       136.00,       137.40,                  7629300.00,55000,N, ,41,       141.55,       130.50
N,ECOS (INDIA) MOB & HOSP L,       214.24,       214.24,       217.77,       211.30,       216.37,                 15317698.78,71401,N, ,3611,       436.50,       165.00
N,EDELWEISS FIN SERV LTD,       119.58,       120.00,       120.20,       115.71,       116.54,                697596014.38,5968312,N, ,36006,       142.45,        73.50
N,EPPELTONE ENGINEERS LTD,       164.10,       164.00,       165.00,       161.00,       162.20,                  6499700.00,40000,N, ,32,       267.90,       160.05
N,E FACTOR EXPERIENCES LTD,       308.85,       312.00,       331.00,       311.00,       319.30,                 23000600.00,72000,N, ,61,       331.00,       127.50
N,EFC (I) LIMITED,       299.55,       297.30,       301.45,       294.00,       295.65,                 46970622.45,158373,N, ,3039,       357.00,       285.00
N,EFFWA INFRA & RESEARCH L,       208.05,       208.05,       208.05,       205.20,       206.45,                  3880080.00,18800,N, ,33,       272.95,       147.55
N,ELECTRO FORCE (INDIA) LTD,        45.00,        45.00,        45.10,        44.00,        44.75,                   532200.00,12000,N, ,10,        69.00,        29.20
N,EID PARRY INDIA LTD,      1070.40,      1070.80,      1094.30,      1070.00,      1089.80,                168043385.40,154850,N, ,14267,      1246.80,       639.00
N,ENVIRO INFRA ENGINEERS L,       239.96,       240.90,       248.70,       239.50,       247.58,                391132932.76,1590314,N, ,21436,       391.60,       182.00
N,EURO (I) FRESH FOODS LTD,       232.59,       231.01,       233.99,       227.18,       231.98,                  4726601.27,20551,N, ,1029,       292.05,       167.75
N,EIH ASSOCIATED HOTELS LTD,       381.45,       384.90,       387.80,       383.10,       384.50,                  4964226.95,12896,N, ,901,       455.70,       304.00
N,EIH LIMITED,       393.55,       395.60,       397.80,       388.65,       390.05,                 74483821.10,190300,N, ,8352,       441.75,       305.00
