INDEX_NAME,INDEX_STRENGTH,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,ENHANCED_FUND_SCORE,TREND_SIGNAL,TRADING_SIGNAL
Nifty 500,51.86,TITAN,TITAN,LARGE_CAP,4509,4.68,2.82,0.37,62,48.5,NA,12,14,62.9,STRONG_BULLISH,HOLD
Nifty 500,51.86,HINDALCO,Hindalco Industries Limited,LARGE_CAP,1044.4,-1.07,0.62,9.73,45.3,51.6,NA,11,8,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty 500,51.86,TATASTEEL,Tata Steel Limited,SMALL_CAP,214.49,-1.2,1.48,5.05,44,54.7,NA,6,10,51.39,STRONG_BULLISH,WEAK_HOLD
Nifty 500,51.86,SUNPHARMA,SUNPHARMA,LARGE_CAP,1847.9,0.74,2.19,7.77,44,74.7,NA,9,13,54.04,STRONG_BULLISH,WEAK_HOLD
Nifty Midcap 50,50.519999999999996,AUROPHARMA,Aurobindo Pharma Limited,LARGE_CAP,1487.3,0.58,7.04,11.35,55.3,67.8,NA,15,8,67.41,STRONG_BULLISH,HOLD
Nifty Midcap 50,50.519999999999996,BIOCON,Biocon Limited,SMALL_CAP,380.4,-0.48,5.77,8.75,51.3,69.9,NA,11,8,58.99,BULLISH,HOLD
Nifty Midcap 50,50.519999999999996,TATACONSUM,Tata Consumer Products Limited,LARGE_CAP,1176.2,2.13,2.76,10.08,50,65.7,NA,11,18,NA,STRONG_BULLISH,HOLD
Nifty Midcap 50,50.519999999999996,POWERGRID,Power Grid Corporation of India Limited,SMALL_CAP,313.95,0.05,-1.38,6.48,48.7,40.7,NA,9,12,54.35,STRONG_BULLISH,WEAK_HOLD
Nifty Midcap 50,50.519999999999996,NTPC,NTPC Limited,SMALL_CAP,402.15,0.45,0.75,7.48,47.3,58.3,NA,9,12,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty Infrastructure,49.72,ABB,ABB,LARGE_CAP,7012.5,-2.44,-3.01,6.82,54,49.4,NA,11,8,61.29,STRONG_BULLISH,HOLD
Nifty Infrastructure,49.72,SIEMENS,SIEMENS,LARGE_CAP,3822.6,-1.26,0.38,18.49,53.3,61.7,NA,13,8,51.32,STRONG_BULLISH,HOLD
Nifty Infrastructure,49.72,POWERGRID,Power Grid Corporation of India Limited,SMALL_CAP,313.95,0.05,-1.38,6.48,48.7,40.7,NA,9,12,54.35,STRONG_BULLISH,WEAK_HOLD
Nifty Infrastructure,49.72,NTPC,NTPC Limited,SMALL_CAP,402.15,0.45,0.75,7.48,47.3,58.3,NA,9,12,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty Infrastructure,49.72,CONCOR,CONCOR,MID_CAP,534.75,1.53,5.09,12.89,45.3,69.7,NA,9,11,54,BULLISH,WEAK_HOLD
Nifty 200,49.34,ASIANPAINT,ASIANPAINT,LARGE_CAP,2599.9,2.74,6.36,13.91,64,66.6,NA,12,18,62.21,STRONG_BULLISH,HOLD
Nifty 200,49.34,TITAN,TITAN,LARGE_CAP,4509,4.68,2.82,0.37,62,48.5,NA,12,14,62.9,STRONG_BULLISH,HOLD
Nifty 200,49.34,SUNPHARMA,SUNPHARMA,LARGE_CAP,1847.9,0.74,2.19,7.77,44,74.7,NA,9,13,54.04,STRONG_BULLISH,WEAK_HOLD
Nifty 200,49.34,ADANIPORTS,Adani Ports and Special Economic Zone Limited,LARGE_CAP,1760.4,1.59,6.22,21.13,42,80.4,NA,14,11,10,STRONG_BULLISH,WEAK_HOLD
Nifty 200,49.34,BAJFINANCE,Bajaj Finance Limited,MID_CAP,955.35,-1.79,1.96,4.4,34.7,67,NA,6,6,51.99,BULLISH,SELL
Nifty FMCG,47.2,DABUR,Dabur India Limited,SMALL_CAP,487.7,3.77,10.46,14.15,52,73,NA,13,16,51.29,STRONG_BEARISH,HOLD
Nifty FMCG,47.2,TATACONSUM,Tata Consumer Products Limited,LARGE_CAP,1176.2,2.13,2.76,10.08,50,65.7,NA,11,18,NA,STRONG_BULLISH,HOLD
Nifty FMCG,47.2,RADICO,RADICO,LARGE_CAP,3477.2,2.06,1.58,25.88,47.3,67.4,NA,14,11,NA,STRONG_BULLISH,WEAK_HOLD
Nifty FMCG,47.2,COLPAL,Colgate-Palmolive (India) Limited,LARGE_CAP,2197.4,1.4,4.83,15.23,44,63.3,NA,8,15,53.47,BULLISH,WEAK_HOLD
Nifty FMCG,47.2,MARICO,Marico Limited,MID_CAP,831.3,-0.1,7.26,11.22,42.7,87.1,NA,11,10,55.39,STRONG_BULLISH,WEAK_HOLD
Nifty 100,47.08,ASIANPAINT,ASIANPAINT,LARGE_CAP,2599.9,2.74,6.36,13.91,64,66.6,NA,12,18,62.21,STRONG_BULLISH,HOLD
Nifty 100,47.08,TITAN,TITAN,LARGE_CAP,4509,4.68,2.82,0.37,62,48.5,NA,12,14,62.9,STRONG_BULLISH,HOLD
Nifty 100,47.08,SUNPHARMA,SUNPHARMA,LARGE_CAP,1847.9,0.74,2.19,7.77,44,74.7,NA,9,13,54.04,STRONG_BULLISH,WEAK_HOLD
Nifty 100,47.08,BAJFINANCE,Bajaj Finance Limited,MID_CAP,955.35,-1.79,1.96,4.4,34.7,67,NA,6,6,51.99,BULLISH,SELL
Nifty 100,47.08,SBIN,State Bank of India,LARGE_CAP,1019.3,-6.66,-4.6,-3.97,30.7,36.8,NA,6,8,NA,BULLISH,SELL
Nifty Metal,47.06,COALINDIA,COALINDIA,SMALL_CAP,456.4,-2.2,-5.2,1.59,59.3,61.8,NA,8,12,71.16,STRONG_BULLISH,HOLD
Nifty Metal,47.06,HINDALCO,Hindalco Industries Limited,LARGE_CAP,1044.4,-1.07,0.62,9.73,45.3,51.6,NA,11,8,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty Metal,47.06,SAIL,Steel Authority of India Limited,MICRO_CAP,184.88,-1.28,0.14,12.45,44.7,74.9,NA,13,8,50.86,STRONG_BULLISH,WEAK_HOLD
Nifty Metal,47.06,TATASTEEL,Tata Steel Limited,SMALL_CAP,214.49,-1.2,1.48,5.05,44,54.7,NA,6,10,51.39,STRONG_BULLISH,WEAK_HOLD
Nifty Metal,47.06,JINDALSTEL,Jindal Steel & Power Limited,LARGE_CAP,1248.4,-0.78,2.07,2.91,42,44.3,NA,6,10,54.81,STRONG_BULLISH,WEAK_HOLD
Nifty Auto,46.54,BHARATFORG,BHARATFORG,LARGE_CAP,1989.7,-0.16,5.75,11.69,60.7,67.6,NA,18,8,54.83,STRONG_BULLISH,HOLD
Nifty Auto,46.54,MOTHERSON,MOTHERSON,MICRO_CAP,132.03,1.23,8.93,11.79,49.3,59.2,NA,10,4,51.57,STRONG_BULLISH,WEAK_HOLD
Nifty Auto,46.54,BALKRISIND,BALKRISIND,LARGE_CAP,2262.5,0.18,4.71,1.79,42.7,41.9,NA,5,15,51.38,STRONG_BEARISH,WEAK_HOLD
Nifty Auto,46.54,BAJAJ-AUTO,Bajaj Auto Limited,LARGE_CAP,10711.5,1,7.18,14.37,41.3,74.1,NA,11,4,52.35,STRONG_BULLISH,WEAK_HOLD
Nifty Auto,46.54,ASHOKLEY,Ashok Leyland Limited,MICRO_CAP,168.57,-1.29,4,-2.27,38.7,41.3,NA,1,10,71.08,STRONG_BEARISH,WEAK_HOLD
Nifty Next 50,46.14,TATACONSUM,Tata Consumer Products Limited,LARGE_CAP,1176.2,2.13,2.76,10.08,50,65.7,NA,11,18,NA,STRONG_BULLISH,HOLD
Nifty Next 50,46.14,POWERGRID,Power Grid Corporation of India Limited,SMALL_CAP,313.95,0.05,-1.38,6.48,48.7,40.7,NA,9,12,54.35,STRONG_BULLISH,WEAK_HOLD
Nifty Next 50,46.14,NTPC,NTPC Limited,SMALL_CAP,402.15,0.45,0.75,7.48,47.3,58.3,NA,9,12,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty Next 50,46.14,MARICO,Marico Limited,MID_CAP,831.3,-0.1,7.26,11.22,42.7,87.1,NA,11,10,55.39,STRONG_BULLISH,WEAK_HOLD
Nifty Next 50,46.14,ADANIPORTS,Adani Ports and Special Economic Zone Limited,LARGE_CAP,1760.4,1.59,6.22,21.13,42,80.4,NA,14,11,10,STRONG_BULLISH,WEAK_HOLD
Nifty Energy,45.6,TORNTPOWER,TORNTPOWER,LARGE_CAP,1724.4,0.69,-0.67,19.06,48.7,67.9,NA,13,6,66.97,STRONG_BULLISH,WEAK_HOLD
Nifty Energy,45.6,POWERGRID,Power Grid Corporation of India Limited,SMALL_CAP,313.95,0.05,-1.38,6.48,48.7,40.7,NA,9,12,54.35,STRONG_BULLISH,WEAK_HOLD
Nifty Energy,45.6,NTPC,NTPC Limited,SMALL_CAP,402.15,0.45,0.75,7.48,47.3,58.3,NA,9,12,52.87,STRONG_BULLISH,WEAK_HOLD
Nifty Energy,45.6,TATAPOWER,Tata Power Company Limited,SMALL_CAP,436,-0.74,-1.92,10.39,46,55.6,NA,13,10,56.55,STRONG_BULLISH,WEAK_HOLD
Nifty Energy,45.6,ONGC,Oil and Natural Gas Corporation Limited,SMALL_CAP,279.2,-1.66,-6.79,-2.21,37.3,45.2,NA,1,6,64.8,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 100,44,AUROPHARMA,Aurobindo Pharma Limited,LARGE_CAP,1487.3,0.58,7.04,11.35,55.3,67.8,NA,15,8,67.41,STRONG_BULLISH,HOLD
NIFTY SMLCAP 100,44,BIOCON,Biocon Limited,SMALL_CAP,380.4,-0.48,5.77,8.75,51.3,69.9,NA,11,8,58.99,BULLISH,HOLD
NIFTY SMLCAP 100,44,MARICO,Marico Limited,MID_CAP,831.3,-0.1,7.26,11.22,42.7,87.1,NA,11,10,55.39,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 100,44,ADANIENSOL,ADANIENSOL,LARGE_CAP,1353.6,-2.42,0.85,26.12,36.7,61.5,NA,15,6,10,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 100,44,CIPLA,CIPLA,LARGE_CAP,1347,-1.12,2.86,10.78,34,73.6,NA,8,12,51.15,STRONG_BEARISH,SELL
NIFTY SMLCAP 50,44,AUROPHARMA,Aurobindo Pharma Limited,LARGE_CAP,1487.3,0.58,7.04,11.35,55.3,67.8,NA,15,8,67.41,STRONG_BULLISH,HOLD
NIFTY SMLCAP 50,44,BIOCON,Biocon Limited,SMALL_CAP,380.4,-0.48,5.77,8.75,51.3,69.9,NA,11,8,58.99,BULLISH,HOLD
NIFTY SMLCAP 50,44,MARICO,Marico Limited,MID_CAP,831.3,-0.1,7.26,11.22,42.7,87.1,NA,11,10,55.39,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 50,44,ADANIENSOL,ADANIENSOL,LARGE_CAP,1353.6,-2.42,0.85,26.12,36.7,61.5,NA,15,6,10,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 50,44,CIPLA,CIPLA,LARGE_CAP,1347,-1.12,2.86,10.78,34,73.6,NA,8,12,51.15,STRONG_BEARISH,SELL
NIFTY SMLCAP 250,44,AUROPHARMA,Aurobindo Pharma Limited,LARGE_CAP,1487.3,0.58,7.04,11.35,55.3,67.8,NA,15,8,67.41,STRONG_BULLISH,HOLD
NIFTY SMLCAP 250,44,BIOCON,Biocon Limited,SMALL_CAP,380.4,-0.48,5.77,8.75,51.3,69.9,NA,11,8,58.99,BULLISH,HOLD
NIFTY SMLCAP 250,44,MARICO,Marico Limited,MID_CAP,831.3,-0.1,7.26,11.22,42.7,87.1,NA,11,10,55.39,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 250,44,ADANIENSOL,ADANIENSOL,LARGE_CAP,1353.6,-2.42,0.85,26.12,36.7,61.5,NA,15,6,10,STRONG_BULLISH,WEAK_HOLD
NIFTY SMLCAP 250,44,CIPLA,CIPLA,LARGE_CAP,1347,-1.12,2.86,10.78,34,73.6,NA,8,12,51.15,STRONG_BEARISH,SELL
Nifty Consumer Durables,43.46,TITAN,TITAN,LARGE_CAP,4509,4.68,2.82,0.37,62,48.5,NA,12,14,62.9,STRONG_BULLISH,HOLD
Nifty Consumer Durables,43.46,CROMPTON,CROMPTON,SMALL_CAP,293.3,0.88,7.69,19.2,50,72.1,NA,12,9,57.18,STRONG_BULLISH,HOLD
Nifty Consumer Durables,43.46,ORIENTELEC,ORIENTELEC,MICRO_CAP,188.34,-1.95,2.27,18.04,41.3,59,NA,14,8,NA,BULLISH,WEAK_HOLD
Nifty Consumer Durables,43.46,BLUESTARCO,BLUESTARCO,LARGE_CAP,1692.8,-3.19,-4.95,4.53,37.3,32.8,NA,2,6,72.84,BULLISH,WEAK_HOLD
Nifty Consumer Durables,43.46,WHIRLPOOL,WHIRLPOOL,MID_CAP,955.8,-2.33,-3.02,13.03,26.7,67,NA,8,8,NA,BULLISH,SELL
Nifty Media,41.3,TVTODAY,TVTODAY,MICRO_CAP,124.2,4.93,9.36,14.79,41.3,73.1,NA,13,12,NA,BULLISH,WEAK_HOLD
Nifty Private Bank,37.5,FEDERALBNK,Federal Bank Limited,SMALL_CAP,297.25,0.07,3.59,4.5,44.7,56,NA,6,11,55.83,STRONG_BULLISH,WEAK_HOLD
Nifty Private Bank,37.5,BANDHANBNK,BANDHANBNK,SMALL_CAP,206.11,-0.73,3.2,25.1,42.7,82,NA,15,4,65.58,STRONG_BULLISH,WEAK_HOLD
Nifty Private Bank,37.5,RBLBANK,RBL Bank Limited,SMALL_CAP,343.45,-0.67,2.05,6.38,42.7,65.9,NA,8,6,50.62,STRONG_BULLISH,WEAK_HOLD
Nifty Private Bank,37.5,INDUSINDBK,INDUSINDBK,MID_CAP,950.75,0.4,3.79,13.73,30.7,76.2,NA,10,8,NA,STRONG_BULLISH,SELL
Nifty Private Bank,37.5,AXISBANK,Axis Bank Limited,LARGE_CAP,1268.3,-1.89,0,-4.85,26.7,30.9,NA,1,8,52.47,BULLISH,SELL
Nifty Bank,34.160000000000004,FEDERALBNK,Federal Bank Limited,SMALL_CAP,297.25,0.07,3.59,4.5,44.7,56,NA,6,11,55.83,STRONG_BULLISH,WEAK_HOLD
Nifty Bank,34.160000000000004,BANKBARODA,Bank of Baroda,SMALL_CAP,263.9,-2.39,0.17,-4.38,36.7,30.2,NA,3,12,53.65,STRONG_BEARISH,WEAK_HOLD
Nifty Bank,34.160000000000004,SBIN,State Bank of India,LARGE_CAP,1019.3,-6.66,-4.6,-3.97,30.7,36.8,NA,6,8,NA,BULLISH,SELL
Nifty Bank,34.160000000000004,INDUSINDBK,INDUSINDBK,MID_CAP,950.75,0.4,3.79,13.73,30.7,76.2,NA,10,8,NA,STRONG_BULLISH,SELL
Nifty Bank,34.160000000000004,CANBK,Canara Bank,MICRO_CAP,134.34,-1.17,-0.23,-3.48,28,31.3,NA,1,8,54.62,STRONG_BEARISH,SELL
Nifty Realty,33.86,PRESTIGE,PRESTIGE,LARGE_CAP,1507.3,1.6,6.57,14.12,39.3,74.8,NA,9,13,NA,BULLISH,WEAK_HOLD
Nifty Realty,33.86,OBEROIRLTY,OBEROIRLTY,LARGE_CAP,1703,1.67,2,4.11,36.7,48.6,NA,7,13,NA,STRONG_BEARISH,WEAK_HOLD
Nifty Realty,33.86,BRIGADE,BRIGADE,MID_CAP,758.25,-1.93,-4.02,5.6,35.3,48.7,NA,6,8,56.82,BULLISH,WEAK_HOLD
Nifty Realty,33.86,DLF,DLF,MID_CAP,608.25,-1.71,3.62,6.18,30.7,52.5,NA,6,8,NA,BULLISH,SELL
Nifty Realty,33.86,GODREJPROP,GODREJPROP,LARGE_CAP,1873.6,-0.27,2.09,10.07,27.3,61.7,NA,8,8,NA,BULLISH,SELL
Nifty Oil & Gas,31.439999999999998,ONGC,Oil and Natural Gas Corporation Limited,SMALL_CAP,279.2,-1.66,-6.79,-2.21,37.3,45.2,NA,1,6,64.8,STRONG_BULLISH,WEAK_HOLD
Nifty Oil & Gas,31.439999999999998,MRPL,MRPL,MICRO_CAP,167.94,8.1,0.23,-6.44,35.3,37.4,NA,6,14,NA,BULLISH,WEAK_HOLD
Nifty Oil & Gas,31.439999999999998,BPCL,Bharat Petroleum Corporation Limited,SMALL_CAP,302.75,-1.58,0.77,1.56,31.3,42.7,NA,1,8,62.6,STRONG_BEARISH,SELL
Nifty Oil & Gas,31.439999999999998,RELIANCE,Reliance Industries Limited,LARGE_CAP,1435.2,-0.07,0.31,6.48,27.3,66,NA,6,10,NA,STRONG_BEARISH,SELL
Nifty Oil & Gas,31.439999999999998,PETRONET,PETRONET,SMALL_CAP,283.8,0.6,2.54,4.95,26,63.7,NA,4,10,NA,STRONG_BEARISH,SELL
Nifty PSU Bank,26.82,BANKBARODA,Bank of Baroda,SMALL_CAP,263.9,-2.39,0.17,-4.38,36.7,30.2,NA,3,12,53.65,STRONG_BEARISH,WEAK_HOLD
Nifty PSU Bank,26.82,SBIN,State Bank of India,LARGE_CAP,1019.3,-6.66,-4.6,-3.97,30.7,36.8,NA,6,8,NA,BULLISH,SELL
Nifty PSU Bank,26.82,CANBK,Canara Bank,MICRO_CAP,134.34,-1.17,-0.23,-3.48,28,31.3,NA,1,8,54.62,STRONG_BEARISH,SELL
Nifty PSU Bank,26.82,INDIANB,Indian Bank,MID_CAP,865.55,0.56,1.61,-9.51,22,28.3,NA,2,13,NA,BULLISH,SELL
Nifty PSU Bank,26.82,PNB,Punjab National Bank,MICRO_CAP,107.24,-1.71,-1.94,-3.51,16.7,27.4,NA,1,8,NA,STRONG_BEARISH,SELL
Nifty IT,22.28,COFORGE,COFORGE,LARGE_CAP,1368.1,6.44,14.4,7.69,48,55.1,NA,11,12,54.71,STRONG_BEARISH,WEAK_HOLD
Nifty IT,22.28,TECHM,Tech Mahindra Limited,LARGE_CAP,1463,1.02,-0.71,0.8,24.7,42.8,NA,4,11,NA,BULLISH,SELL
Nifty IT,22.28,WIPRO,Wipro Limited,MICRO_CAP,197.91,0.28,-1.37,-2.71,14.7,36.7,NA,0,12,NA,STRONG_BEARISH,SELL
Nifty IT,22.28,TCS,Tata Consultancy Services Limited,LARGE_CAP,2394.4,-0.29,-3.21,-6.44,13.3,28.1,NA,0,12,NA,STRONG_BEARISH,SELL
Nifty IT,22.28,MPHASIS,MPHASIS,LARGE_CAP,2214.2,0.96,-2.75,-5.81,10.7,27.6,NA,0,10,NA,STRONG_BEARISH,SELL
